ID,OwnerOrTenant,HouseholdCharacteristics,DwellingCharacteristics,Accuracy,Periods,TotalHousingCosts_1,NetRentOrMortgage_2,AdditionalHousingCosts_3,HousingCostRatio_4,NonSkewedRent_5,SkewedTowardsCheapRent_6,SkewedTowardsExpensiveRent_7
16937,A025404,3000844,2060130,MOG0095,2015JJ00,950.0,729.0,205.0,36.3,61.7,7.0,12.4
16938,A025404,3000844,2060130,MOG0095,2018JJ00,966.0,771.0,187.0,36.1,65.7,4.9,10.7
16939,A025404,3000844,2060130,MOG0095,2021JJ00,1007.0,831.0,169.0,36.7,74.8,2.2,7.7
16940,A025404,3000844,2060130,MBG0095,2012JJ00,1024.0,805.0,231.0,44.7,83.9,19.5,22.8
16941,A025404,3000844,2060130,MBG0095,2015JJ00,1139.0,922.0,233.0,44.6,77.8,16.8,27.0
16942,A025404,3000844,2060130,MBG0095,2018JJ00,1128.0,927.0,210.0,44.5,81.7,15.8,24.5
16943,A025404,3000844,2060130,MBG0095,2021JJ00,1205.0,1021.0,190.0,44.1,88.4,9.4,20.4
16944,A025404,3000844,ZW25799,MW00000,2012JJ00,573.0,398.0,175.0,38.0,82.1,10.7,7.2
16945,A025404,3000844,ZW25799,MW00000,2015JJ00,661.0,482.0,179.0,37.1,71.2,17.5,11.3
16946,A025404,3000844,ZW25799,MW00000,2018JJ00,684.0,509.0,175.0,39.5,74.8,12.1,13.1
16947,A025404,3000844,ZW25799,MW00000,2021JJ00,768.0,602.0,166.0,36.5,80.3,7.1,12.6
16948,A025404,3000844,ZW25799,MOG0095,2012JJ00,544.0,371.0,168.0,35.8,77.7,8.0,4.8
16949,A025404,3000844,ZW25799,MOG0095,2015JJ00,630.0,453.0,173.0,35.2,65.9,13.7,8.1
16950,A025404,3000844,ZW25799,MOG0095,2018JJ00,651.0,476.0,169.0,37.4,69.8,9.0,9.8
16951,A025404,3000844,ZW25799,MOG0095,2021JJ00,727.0,563.0,160.0,34.3,75.1,4.7,9.0
16952,A025404,3000844,ZW25799,MBG0095,2012JJ00,601.0,425.0,182.0,40.3,85.8,14.1,10.7
16953,A025404,3000844,ZW25799,MBG0095,2015JJ00,691.0,510.0,186.0,39.0,76.0,22.0,15.6
16954,A025404,3000844,ZW25799,MBG0095,2018JJ00,717.0,541.0,181.0,41.6,79.3,16.0,17.3
16955,A025404,3000844,ZW25799,MBG0095,2021JJ00,808.0,640.0,172.0,38.6,84.7,10.6,17.4
16956,A025404,3000844,ZW10412,MW00000,2012JJ00,562.0,383.0,179.0,33.3,82.5,13.3,4.2
16957,A025404,3000844,ZW10412,MW00000,2015JJ00,594.0,416.0,178.0,37.0,76.0,12.3,11.7
16958,A025404,3000844,ZW10412,MW00000,2018JJ00,602.0,422.0,180.0,35.3,80.2,8.3,11.5
16959,A025404,3000844,ZW10412,MW00000,2021JJ00,670.0,503.0,168.0,32.3,80.1,9.7,10.2
16960,A025404,3000844,ZW10412,MOG0095,2012JJ00,550.0,373.0,175.0,32.4,80.0,11.3,3.0
16961,A025404,3000844,ZW10412,MOG0095,2015JJ00,579.0,402.0,174.0,35.8,72.7,10.2,9.4
16962,A025404,3000844,ZW10412,MOG0095,2018JJ00,587.0,409.0,176.0,34.2,77.1,6.6,9.3
16963,A025404,3000844,ZW10412,MOG0095,2021JJ00,647.0,481.0,163.0,31.0,76.4,7.5,7.8
16964,A025404,3000844,ZW10412,MBG0095,2012JJ00,574.0,394.0,182.0,34.2,84.8,15.5,5.8
16965,A025404,3000844,ZW10412,MBG0095,2015JJ00,608.0,429.0,182.0,38.2,79.0,14.8,14.4
16966,A025404,3000844,ZW10412,MBG0095,2018JJ00,617.0,436.0,184.0,36.5,82.9,10.5,14.1
16967,A025404,3000844,ZW10412,MBG0095,2021JJ00,694.0,524.0,172.0,33.5,83.3,12.5,13.2
16968,A025404,3000844,ZW10413,MW00000,2012JJ00,571.0,400.0,172.0,35.6,82.4,10.2,7.4
16969,A025404,3000844,ZW10413,MW00000,2015JJ00,634.0,458.0,176.0,37.7,78.2,8.4,13.4
16970,A025404,3000844,ZW10413,MW00000,2018JJ00,629.0,457.0,172.0,37.2,79.4,6.6,14.0
16971,A025404,3000844,ZW10413,MW00000,2021JJ00,659.0,502.0,156.0,34.5,79.9,6.2,13.9
16972,A025404,3000844,ZW10413,MOG0095,2012JJ00,556.0,386.0,167.0,34.3,79.1,8.1,5.5
16973,A025404,3000844,ZW10413,MOG0095,2015JJ00,618.0,443.0,172.0,36.5,74.6,6.5,10.8
16974,A025404,3000844,ZW10413,MOG0095,2018JJ00,609.0,440.0,168.0,35.8,75.9,5.0,11.2
16975,A025404,3000844,ZW10413,MOG0095,2021JJ00,624.0,470.0,151.0,33.1,75.8,4.5,10.8
16976,A025404,3000844,ZW10413,MBG0095,2012JJ00,586.0,414.0,176.0,36.9,85.2,12.7,10.1
16977,A025404,3000844,ZW10413,MBG0095,2015JJ00,650.0,473.0,180.0,39.0,81.3,10.8,16.6
16978,A025404,3000844,ZW10413,MBG0095,2018JJ00,649.0,475.0,176.0,38.5,82.6,8.8,17.2
16979,A025404,3000844,ZW10413,MBG0095,2021JJ00,694.0,535.0,161.0,35.9,83.4,8.5,17.7
16980,A025404,3000844,ZW10414,MW00000,2012JJ00,587.0,427.0,161.0,36.7,81.8,8.5,9.7
16981,A025404,3000844,ZW10414,MW00000,2015JJ00,670.0,510.0,160.0,38.9,76.0,8.8,15.3
16982,A025404,3000844,ZW10414,MW00000,2018JJ00,650.0,495.0,156.0,38.0,80.4,4.0,15.6
16983,A025404,3000844,ZW10414,MW00000,2021JJ00,706.0,564.0,142.0,35.8,77.0,5.5,17.5
16984,A025404,3000844,ZW10414,MOG0095,2012JJ00,566.0,406.0,156.0,35.0,77.8,6.4,6.9
16985,A025404,3000844,ZW10414,MOG0095,2015JJ00,641.0,482.0,155.0,37.4,71.8,6.6,12.1
16986,A025404,3000844,ZW10414,MOG0095,2018JJ00,626.0,471.0,152.0,36.6,76.2,2.6,12.3
16987,A025404,3000844,ZW10414,MOG0095,2021JJ00,678.0,537.0,137.0,33.9,72.1,3.4,13.8
16988,A025404,3000844,ZW10414,MBG0095,2012JJ00,609.0,447.0,165.0,38.5,85.3,11.2,13.3
16989,A025404,3000844,ZW10414,MBG0095,2015JJ00,699.0,538.0,164.0,40.4,79.7,11.5,19.0
16990,A025404,3000844,ZW10414,MBG0095,2018JJ00,675.0,518.0,159.0,39.5,84.0,6.2,19.6
16991,A025404,3000844,ZW10414,MBG0095,2021JJ00,735.0,592.0,147.0,37.6,81.3,8.7,22.0
16992,A025404,3000844,ZW10415,MW00000,2012JJ00,687.0,518.0,169.0,37.3,75.8,10.8,13.4
16993,A025404,3000844,ZW10415,MW00000,2015JJ00,760.0,598.0,162.0,40.0,68.8,5.5,25.6
16994,A025404,3000844,ZW10415,MW00000,2018JJ00,800.0,641.0,159.0,40.5,69.8,3.1,27.0
16995,A025404,3000844,ZW10415,MW00000,2021JJ00,819.0,680.0,139.0,38.5,69.2,5.5,25.3
16996,A025404,3000844,ZW10415,MOG0095,2012JJ00,659.0,493.0,163.0,35.5,71.1,8.1,10.2
16997,A025404,3000844,ZW10415,MOG0095,2015JJ00,729.0,568.0,158.0,38.5,64.5,4.0,21.8
16998,A025404,3000844,ZW10415,MOG0095,2018JJ00,774.0,615.0,156.0,38.8,65.7,2.1,23.3
16999,A025404,3000844,ZW10415,MOG0095,2021JJ00,787.0,649.0,135.0,36.6,64.8,3.8,21.4
17000,A025404,3000844,ZW10415,MBG0095,2012JJ00,715.0,544.0,175.0,39.2,79.9,14.3,17.4
17001,A025404,3000844,ZW10415,MBG0095,2015JJ00,792.0,628.0,166.0,41.5,72.9,7.7,29.9
17002,A025404,3000844,ZW10415,MBG0095,2018JJ00,826.0,666.0,162.0,42.2,73.7,4.8,31.1
17003,A025404,3000844,ZW10415,MBG0095,2021JJ00,851.0,711.0,143.0,40.5,73.4,7.9,29.5
17004,A025404,3000844,ZW10270,MW00000,2012JJ00,608.0,418.0,190.0,34.6,80.3,11.9,7.8
17005,A025404,3000844,ZW10270,MW00000,2015JJ00,672.0,483.0,189.0,36.6,71.5,11.5,17.0
17006,A025404,3000844,ZW10270,MW00000,2018JJ00,672.0,488.0,184.0,36.9,74.9,7.6,17.5
17007,A025404,3000844,ZW10270,MW00000,2021JJ00,748.0,576.0,172.0,34.8,75.7,6.6,17.7
17008,A025404,3000844,ZW10270,MOG0095,2012JJ00,596.0,407.0,187.0,33.7,78.1,10.4,6.3
17009,A025404,3000844,ZW10270,MOG0095,2015JJ00,658.0,470.0,186.0,35.8,68.9,9.9,14.9
17010,A025404,3000844,ZW10270,MOG0095,2018JJ00,658.0,475.0,181.0,36.0,72.3,6.3,15.4
17011,A025404,3000844,ZW10270,MOG0095,2021JJ00,727.0,556.0,169.0,33.7,72.9,5.2,15.4
17012,A025404,3000844,ZW10270,MBG0095,2012JJ00,620.0,428.0,193.0,35.5,82.4,13.7,9.4
17013,A025404,3000844,ZW10270,MBG0095,2015JJ00,687.0,496.0,192.0,37.5,74.1,13.4,19.3
17014,A025404,3000844,ZW10270,MBG0095,2018JJ00,686.0,502.0,187.0,37.9,77.3,9.2,19.8
17015,A025404,3000844,ZW10270,MBG0095,2021JJ00,770.0,596.0,176.0,35.9,78.3,8.3,20.3
17016,A025404,3000844,ZW10280,MW00000,2012JJ00,567.0,411.0,156.0,36.4,82.4,10.4,7.2
17017,A025404,3000844,ZW10280,MW00000,2015JJ00,637.0,480.0,157.0,39.2,77.3,9.2,13.4
17018,A025404,3000844,ZW10280,MW00000,2018JJ00,657.0,500.0,158.0,38.4,79.5,6.2,14.2
17019,A025404,3000844,ZW10280,MW00000,2021JJ00,694.0,554.0,140.0,35.6,78.8,7.4,13.8
17020,A025404,3000844,ZW10280,MOG0095,2012JJ00,555.0,399.0,154.0,35.5,80.3,9.0,5.8
17021,A025404,3000844,ZW10280,MOG0095,2015JJ00,622.0,466.0,155.0,38.3,75.0,7.9,11.7
17022,A025404,3000844,ZW10280,MOG0095,2018JJ00,643.0,485.0,156.0,37.4,77.2,5.1,12.4
17023,A025404,3000844,ZW10280,MOG0095,2021JJ00,675.0,536.0,137.0,34.6,76.2,6.0,11.8
17024,A025404,3000844,ZW10280,MBG0095,2012JJ00,579.0,422.0,159.0,37.3,84.4,12.0,8.8
17025,A025404,3000844,ZW10280,MBG0095,2015JJ00,652.0,495.0,159.0,40.1,79.5,10.8,15.4
17026,A025404,3000844,ZW10280,MBG0095,2018JJ00,672.0,514.0,160.0,39.4,81.6,7.6,16.3
17027,A025404,3000844,ZW10280,MBG0095,2021JJ00,713.0,573.0,143.0,36.7,81.1,9.1,16.1
17028,A025404,3000844,T001100,MW00000,2012JJ00,587.0,414.0,172.0,35.5,81.4,11.1,7.5
17029,A025404,3000844,T001100,MW00000,2015JJ00,653.0,482.0,172.0,38.0,74.7,10.3,15.1
17030,A025404,3000844,T001100,MW00000,2018JJ00,664.0,494.0,170.0,37.7,77.3,6.9,15.8
17031,A025404,3000844,T001100,MW00000,2021JJ00,719.0,564.0,155.0,35.2,77.4,7.0,15.6
17032,A025404,3000844,T001100,MOG0095,2012JJ00,578.0,406.0,170.0,34.9,79.9,10.1,6.5
17033,A025404,3000844,T001100,MOG0095,2015JJ00,643.0,472.0,170.0,37.4,72.9,9.2,13.7
17034,A025404,3000844,T001100,MOG0095,2018JJ00,654.0,484.0,168.0,37.0,75.7,6.0,14.4
17035,A025404,3000844,T001100,MOG0095,2021JJ00,705.0,551.0,153.0,34.5,75.5,6.0,14.1
17036,A025404,3000844,T001100,MBG0095,2012JJ00,595.0,422.0,175.0,36.2,82.9,12.3,8.6
17037,A025404,3000844,T001100,MBG0095,2015JJ00,664.0,491.0,174.0,38.7,76.3,11.5,16.6
17038,A025404,3000844,T001100,MBG0095,2018JJ00,674.0,504.0,172.0,38.4,78.9,7.9,17.3
17039,A025404,3000844,T001100,MBG0095,2021JJ00,733.0,578.0,157.0,36.0,79.1,8.2,17.3
17040,A025404,3000844,ZW10290,MW00000,2012JJ00,629.0,428.0,201.0,34.2,77.7,13.8,8.5
17041,A025404,3000844,ZW10290,MW00000,2015JJ00,699.0,503.0,196.0,36.3,70.5,11.9,17.5
17042,A025404,3000844,ZW10290,MW00000,2018JJ00,697.0,504.0,193.0,35.7,72.6,8.8,18.5
17043,A025404,3000844,ZW10290,MW00000,2021JJ00,776.0,594.0,182.0,34.1,74.1,7.4,18.5
17044,A025404,3000844,ZW10290,MOG0095,2012JJ00,615.0,416.0,197.0,33.2,75.0,11.9,6.8
17045,A025404,3000844,ZW10290,MOG0095,2015JJ00,680.0,485.0,192.0,35.3,67.6,10.1,15.2
17046,A025404,3000844,ZW10290,MOG0095,2018JJ00,680.0,488.0,189.0,34.7,69.6,7.2,16.1
17047,A025404,3000844,ZW10290,MOG0095,2021JJ00,750.0,569.0,178.0,32.9,70.8,5.8,15.9
17048,A025404,3000844,ZW10290,MBG0095,2012JJ00,643.0,441.0,204.0,35.1,80.1,16.0,10.5
17049,A025404,3000844,ZW10290,MBG0095,2015JJ00,717.0,520.0,199.0,37.3,73.3,14.0,20.1
17050,A025404,3000844,ZW10290,MBG0095,2018JJ00,714.0,520.0,196.0,36.7,75.5,10.7,21.3
17051,A025404,3000844,ZW10290,MBG0095,2021JJ00,802.0,619.0,185.0,35.3,77.1,9.3,21.6
17052,A025404,3000844,ZW10320,MW00000,2012JJ00,890.0,621.0,269.0,34.6,59.1,25.2,15.7
17053,A025404,3000844,ZW10320,MW00000,2015JJ00,902.0,633.0,269.0,38.7,65.6,22.3,12.1
17054,A025404,3000844,ZW10320,MW00000,2018JJ00,914.0,658.0,256.0,43.2,82.7,8.1,9.2
17055,A025404,3000844,ZW10320,MW00000,2021JJ00,1036.0,796.0,240.0,40.1,88.5,2.7,8.8
17056,A025404,3000844,ZW10320,MOG0095,2012JJ00,714.0,459.0,243.0,28.3,41.2,13.5,5.7
17057,A025404,3000844,ZW10320,MOG0095,2015JJ00,719.0,452.0,232.0,30.9,48.6,12.0,4.3
17058,A025404,3000844,ZW10320,MOG0095,2018JJ00,797.0,546.0,237.0,35.8,68.7,3.2,3.3
17059,A025404,3000844,ZW10320,MOG0095,2021JJ00,775.0,546.0,221.0,33.5,76.1,0.6,3.4
17060,A025404,3000844,ZW10320,MBG0095,2012JJ00,1066.0,783.0,294.0,40.9,74.8,42.0,36.6
17061,A025404,3000844,ZW10320,MBG0095,2015JJ00,1085.0,815.0,305.0,46.5,79.4,37.7,29.7
17062,A025404,3000844,ZW10320,MBG0095,2018JJ00,1031.0,770.0,275.0,50.6,91.3,19.0,23.0
17063,A025404,3000844,ZW10320,MBG0095,2021JJ00,1296.0,1046.0,258.0,46.7,94.9,11.6,21.2
17064,A025404,3000844,ZW10300,MW00000,2012JJ00,638.0,442.0,196.0,35.1,80.8,12.1,7.1
17065,A025404,3000844,ZW10300,MW00000,2015JJ00,822.0,620.0,203.0,37.8,79.4,10.6,10.0
17066,A025404,3000844,ZW10300,MW00000,2018JJ00,702.0,505.0,197.0,32.6,72.8,12.7,14.6
17067,A025404,3000844,ZW10300,MW00000,2021JJ00,802.0,619.0,183.0,34.5,74.4,8.2,17.4
17068,A025404,3000844,ZW10300,MOG0095,2012JJ00,600.0,410.0,179.0,31.7,69.7,6.4,3.1
17069,A025404,3000844,ZW10300,MOG0095,2015JJ00,719.0,523.0,189.0,32.7,67.7,5.3,4.6
17070,A025404,3000844,ZW10300,MOG0095,2018JJ00,630.0,437.0,187.0,30.1,61.5,7.0,7.9
17071,A025404,3000844,ZW10300,MOG0095,2021JJ00,716.0,541.0,168.0,30.7,62.5,3.7,9.9
17072,A025404,3000844,ZW10300,MBG0095,2012JJ00,677.0,474.0,214.0,38.4,88.5,21.9,15.5
17073,A025404,3000844,ZW10300,MBG0095,2015JJ00,926.0,716.0,217.0,43.0,87.6,20.1,20.5
17074,A025404,3000844,ZW10300,MBG0095,2018JJ00,773.0,573.0,206.0,35.2,81.7,21.9,25.1
17075,A025404,3000844,ZW10300,MBG0095,2021JJ00,888.0,698.0,197.0,38.4,83.5,17.0,29.0
17076,A025404,3000844,ZW25806,MW00000,2012JJ00,615.0,412.0,203.0,35.5,79.8,13.5,6.7
17077,A025404,3000844,ZW25806,MW00000,2015JJ00,677.0,477.0,200.0,35.7,68.7,11.0,20.3
17078,A025404,3000844,ZW25806,MW00000,2018JJ00,681.0,489.0,192.0,34.7,70.7,13.0,16.4
17079,A025404,3000844,ZW25806,MW00000,2021JJ00,748.0,562.0,186.0,36.1,70.7,9.1,20.2
17080,A025404,3000844,ZW25806,MOG0095,2012JJ00,591.0,390.0,197.0,33.3,74.7,10.1,4.2
17081,A025404,3000844,ZW25806,MOG0095,2015JJ00,650.0,452.0,194.0,34.1,62.5,8.0,15.5
17082,A025404,3000844,ZW25806,MOG0095,2018JJ00,653.0,463.0,186.0,32.8,65.0,9.5,12.4
17083,A025404,3000844,ZW25806,MOG0095,2021JJ00,711.0,527.0,180.0,33.4,63.9,6.0,14.8
17084,A025404,3000844,ZW25806,MBG0095,2012JJ00,638.0,434.0,209.0,37.7,84.1,17.8,10.6
17085,A025404,3000844,ZW25806,MBG0095,2015JJ00,703.0,502.0,206.0,37.4,74.2,15.1,26.1
17086,A025404,3000844,ZW25806,MBG0095,2018JJ00,710.0,516.0,197.0,36.5,75.8,17.5,21.3
17087,A025404,3000844,ZW25806,MBG0095,2021JJ00,785.0,596.0,192.0,38.8,76.8,13.6,26.8
17088,A025404,3000844,ZW25805,MW00000,2012JJ00,618.0,422.0,196.0,33.5,77.6,13.5,8.9
17089,A025404,3000844,ZW25805,MW00000,2015JJ00,682.0,493.0,189.0,36.3,70.8,11.7,17.5
17090,A025404,3000844,ZW25805,MW00000,2018JJ00,685.0,498.0,187.0,36.0,72.7,6.4,20.9
17091,A025404,3000844,ZW25805,MW00000,2021JJ00,758.0,584.0,174.0,32.5,74.1,6.9,19.0
17092,A025404,3000844,ZW25805,MOG0095,2012JJ00,603.0,408.0,192.0,32.4,74.3,11.2,6.8
17093,A025404,3000844,ZW25805,MOG0095,2015JJ00,661.0,473.0,186.0,35.1,67.1,9.5,14.7
17094,A025404,3000844,ZW25805,MOG0095,2018JJ00,664.0,478.0,183.0,34.8,68.7,4.7,17.5
17095,A025404,3000844,ZW25805,MOG0095,2021JJ00,730.0,558.0,169.0,31.1,69.9,5.0,15.6
17096,A025404,3000844,ZW25805,MBG0095,2012JJ00,633.0,435.0,200.0,34.6,80.7,16.2,11.5
17097,A025404,3000844,ZW25805,MBG0095,2015JJ00,704.0,514.0,192.0,37.5,74.2,14.4,20.8
17098,A025404,3000844,ZW25805,MBG0095,2018JJ00,705.0,517.0,191.0,37.2,76.4,8.6,24.7
17099,A025404,3000844,ZW25805,MBG0095,2021JJ00,786.0,611.0,178.0,33.9,78.0,9.6,22.9
17100,A025404,3000844,ZW10340,MW00000,2012JJ00,560.0,405.0,155.0,36.4,83.8,9.4,6.8
17101,A025404,3000844,ZW10340,MW00000,2015JJ00,625.0,468.0,157.0,39.1,77.2,9.2,13.5
17102,A025404,3000844,ZW10340,MW00000,2018JJ00,646.0,489.0,157.0,38.8,79.9,5.8,14.3
17103,A025404,3000844,ZW10340,MW00000,2021JJ00,688.0,548.0,140.0,35.9,79.1,6.8,14.0
17104,A025404,3000844,ZW10340,MOG0095,2012JJ00,549.0,395.0,152.0,35.6,81.9,8.2,5.6
17105,A025404,3000844,ZW10340,MOG0095,2015JJ00,613.0,457.0,155.0,38.2,75.1,8.0,11.8
17106,A025404,3000844,ZW10340,MOG0095,2018JJ00,633.0,476.0,155.0,37.9,77.9,4.8,12.6
17107,A025404,3000844,ZW10340,MOG0095,2021JJ00,672.0,532.0,138.0,34.9,76.8,5.6,12.2
17108,A025404,3000844,ZW10340,MBG0095,2012JJ00,570.0,415.0,157.0,37.3,85.5,10.8,8.2
17109,A025404,3000844,ZW10340,MBG0095,2015JJ00,637.0,480.0,159.0,39.9,79.3,10.7,15.4
17110,A025404,3000844,ZW10340,MBG0095,2018JJ00,659.0,501.0,160.0,39.7,81.8,7.0,16.1
17111,A025404,3000844,ZW10340,MBG0095,2021JJ00,705.0,564.0,143.0,36.8,81.3,8.3,16.1
17112,A025404,3000844,ZW25790,MW00000,2012JJ00,523.0,363.0,160.0,35.8,84.0,10.1,5.8
17113,A025404,3000844,ZW25790,MW00000,2015JJ00,549.0,397.0,153.0,38.3,81.4,10.5,8.0
17114,A025404,3000844,ZW25790,MW00000,2018JJ00,560.0,408.0,152.0,38.0,84.1,6.8,9.2
17115,A025404,3000844,ZW25790,MW00000,2021JJ00,607.0,472.0,136.0,35.3,82.9,7.1,10.0
17116,A025404,3000844,ZW25790,MOG0095,2012JJ00,514.0,355.0,157.0,34.9,82.0,8.7,4.7
17117,A025404,3000844,ZW25790,MOG0095,2015JJ00,538.0,386.0,150.0,37.3,78.8,8.8,6.4
17118,A025404,3000844,ZW25790,MOG0095,2018JJ00,546.0,395.0,149.0,36.8,81.6,5.4,7.4
17119,A025404,3000844,ZW25790,MOG0095,2021JJ00,589.0,454.0,133.0,34.0,80.0,5.5,7.9
17120,A025404,3000844,ZW25790,MBG0095,2012JJ00,532.0,371.0,163.0,36.7,85.9,11.8,7.3
17121,A025404,3000844,ZW25790,MBG0095,2015JJ00,561.0,408.0,155.0,39.4,83.8,12.6,10.0
17122,A025404,3000844,ZW25790,MBG0095,2018JJ00,573.0,420.0,154.0,39.1,86.3,8.5,11.3
17123,A025404,3000844,ZW25790,MBG0095,2021JJ00,626.0,490.0,138.0,36.6,85.5,9.2,12.4
17124,A025404,3000844,ZW25791,MW00000,2012JJ00,606.0,433.0,173.0,34.9,80.3,11.6,8.1
17125,A025404,3000844,ZW25791,MW00000,2015JJ00,656.0,485.0,171.0,37.4,73.4,10.0,16.7
17126,A025404,3000844,ZW25791,MW00000,2018JJ00,680.0,508.0,172.0,37.9,73.7,7.0,19.3
17127,A025404,3000844,ZW25791,MW00000,2021JJ00,714.0,562.0,152.0,35.0,74.9,5.8,19.3
17128,A025404,3000844,ZW25791,MOG0095,2012JJ00,590.0,418.0,169.0,33.6,77.1,9.6,6.1
17129,A025404,3000844,ZW25791,MOG0095,2015JJ00,641.0,471.0,168.0,36.5,70.5,8.4,14.4
17130,A025404,3000844,ZW25791,MOG0095,2018JJ00,665.0,493.0,169.0,36.8,70.8,5.6,16.8
17131,A025404,3000844,ZW25791,MOG0095,2021JJ00,694.0,543.0,148.0,33.9,71.6,4.4,16.5
17132,A025404,3000844,ZW25791,MBG0095,2012JJ00,622.0,448.0,177.0,36.1,83.1,14.1,10.6
17133,A025404,3000844,ZW25791,MBG0095,2015JJ00,671.0,500.0,174.0,38.3,76.0,11.9,19.2
17134,A025404,3000844,ZW25791,MBG0095,2018JJ00,695.0,523.0,175.0,39.0,76.5,8.7,21.9
17135,A025404,3000844,ZW25791,MBG0095,2021JJ00,734.0,582.0,155.0,36.2,77.9,7.6,22.4
17136,A025404,3000844,ZW25792,MW00000,2012JJ00,697.0,500.0,197.0,34.7,76.6,13.8,9.5
17137,A025404,3000844,ZW25792,MW00000,2015JJ00,758.0,566.0,193.0,38.2,66.9,9.4,23.7
17138,A025404,3000844,ZW25792,MW00000,2018JJ00,776.0,585.0,191.0,36.7,71.2,6.8,22.0
17139,A025404,3000844,ZW25792,MW00000,2021JJ00,862.0,679.0,183.0,34.2,70.2,8.7,21.1
17140,A025404,3000844,ZW25792,MOG0095,2012JJ00,674.0,478.0,192.0,33.3,72.7,11.2,7.1
17141,A025404,3000844,ZW25792,MOG0095,2015JJ00,738.0,546.0,189.0,36.8,63.0,7.4,20.3
17142,A025404,3000844,ZW25792,MOG0095,2018JJ00,753.0,562.0,187.0,35.4,67.3,5.1,18.7
17143,A025404,3000844,ZW25792,MOG0095,2021JJ00,836.0,653.0,179.0,32.7,65.9,6.5,17.6
17144,A025404,3000844,ZW25792,MBG0095,2012JJ00,720.0,522.0,201.0,36.2,80.1,17.0,12.6
17145,A025404,3000844,ZW25792,MBG0095,2015JJ00,779.0,586.0,196.0,39.6,70.7,11.9,27.4
17146,A025404,3000844,ZW25792,MBG0095,2018JJ00,799.0,608.0,195.0,38.0,74.8,8.9,25.8
17147,A025404,3000844,ZW25792,MBG0095,2021JJ00,888.0,704.0,188.0,35.8,74.2,11.5,25.2
17148,A025404,3000844,ZW25793,MW00000,2012JJ00,704.0,501.0,203.0,39.2,79.1,8.2,12.7
17149,A025404,3000844,ZW25793,MW00000,2015JJ00,1047.0,797.0,250.0,40.0,69.9,17.4,12.7
17150,A025404,3000844,ZW25793,MW00000,2018JJ00,1019.0,796.0,223.0,39.7,81.7,7.8,10.5
17151,A025404,3000844,ZW25793,MW00000,2021JJ00,1137.0,907.0,230.0,42.5,83.0,8.0,9.0
17152,A025404,3000844,ZW25793,MOG0095,2012JJ00,645.0,449.0,190.0,35.4,70.6,4.9,7.4
17153,A025404,3000844,ZW25793,MOG0095,2015JJ00,909.0,654.0,227.0,33.3,58.2,10.6,6.4
17154,A025404,3000844,ZW25793,MOG0095,2018JJ00,905.0,690.0,206.0,34.1,71.9,3.6,5.5
17155,A025404,3000844,ZW25793,MOG0095,2021JJ00,955.0,732.0,215.0,36.9,72.9,3.8,4.3
17156,A025404,3000844,ZW25793,MBG0095,2012JJ00,763.0,553.0,216.0,43.1,85.6,13.5,20.9
17157,A025404,3000844,ZW25793,MBG0095,2015JJ00,1185.0,940.0,273.0,46.7,79.5,27.2,23.6
17158,A025404,3000844,ZW25793,MBG0095,2018JJ00,1132.0,902.0,240.0,45.4,88.7,15.9,19.2
17159,A025404,3000844,ZW25793,MBG0095,2021JJ00,1319.0,1082.0,244.0,48.2,89.9,16.3,18.0
17160,A025404,3000848,2060100,MW00000,2012JJ00,513.0,346.0,167.0,33.5,86.3,9.7,4.0
17161,A025404,3000848,2060100,MW00000,2015JJ00,551.0,386.0,166.0,36.2,86.1,8.0,5.9
17162,A025404,3000848,2060100,MW00000,2018JJ00,544.0,377.0,167.0,35.3,90.2,6.9,2.9
17163,A025404,3000848,2060100,MW00000,2021JJ00,568.0,416.0,152.0,33.3,86.2,7.1,6.7
17164,A025404,3000848,2060100,MOG0095,2012JJ00,505.0,338.0,164.0,32.8,84.4,8.2,3.0
17165,A025404,3000848,2060100,MOG0095,2015JJ00,544.0,379.0,163.0,35.6,84.2,6.7,4.8
17166,A025404,3000848,2060100,MOG0095,2018JJ00,536.0,370.0,165.0,34.5,88.5,5.6,2.2
17167,A025404,3000848,2060100,MOG0095,2021JJ00,557.0,406.0,149.0,32.4,83.8,5.7,5.2
17168,A025404,3000848,2060100,MBG0095,2012JJ00,521.0,353.0,169.0,34.2,88.1,11.3,5.2
17169,A025404,3000848,2060100,MBG0095,2015JJ00,559.0,393.0,168.0,36.8,87.8,9.5,7.3
17170,A025404,3000848,2060100,MBG0095,2018JJ00,552.0,384.0,170.0,36.0,91.7,8.4,4.0
17171,A025404,3000848,2060100,MBG0095,2021JJ00,579.0,426.0,155.0,34.2,88.3,8.9,8.6
17172,A025404,3000848,2060110,MW00000,2012JJ00,577.0,397.0,180.0,32.9,81.3,13.3,5.4
17173,A025404,3000848,2060110,MW00000,2015JJ00,624.0,450.0,173.0,35.1,81.2,9.7,9.2
17174,A025404,3000848,2060110,MW00000,2018JJ00,660.0,484.0,176.0,34.9,80.2,8.8,11.0
17175,A025404,3000848,2060110,MW00000,2021JJ00,679.0,518.0,161.0,33.6,77.0,7.1,15.9
17176,A025404,3000848,2060110,MOG0095,2012JJ00,566.0,387.0,177.0,32.1,78.8,11.4,4.2
17177,A025404,3000848,2060110,MOG0095,2015JJ00,613.0,440.0,171.0,34.2,78.7,8.1,7.5
