ID,Bedrijfsgrootte,BedrijfstakkenBranchesSBI2008,PersoneelDatWerktMetInternet_1,OnlineVergaderen_2,VeiligheidsrichtlijnenOnlineVergaderen_3,VoorkeurOnlineVergaderen_4,Bedrijfsemails_5,Bedrijfsdocumenten_6,BedrijfsapplicatiesOfSoftware_7,Bedrijfsemails_8,Bedrijfsrichtlijnen_9,Telewerkers_10,TelewerkKomtVoor_11,ICTPersAangenomenWillenAannemen_12,ICTVacaturesLastigTeVullen_13,TekortAanSollicitanten_14,SollicitantenMissenJuisteICTKennis_15,SollicitantenMissenWerkervaring_16,SollicitantenEisenTeHoogSalaris_17,ExterneLeverancier_18,EigenPersoneel_19,EigenPersoneelEnExterneLeverancier_20,NietVanToepassing_21,ICTSpecialistenInLoondienst_22,ICTCursusAanICTSpecialisten_23,ICTCursusAanOverigPersoneel_24,InternetVast_25,MinderDan30MbitS_26,k_30Tot100MbitS_27,k_100Tot500MbitS_28,k_500MbitSTot1GbitS_29,TenMinste1GbitS_30,MobielInternetVerstrekt_31,PersoneelDatWerktMetMobielInternet_32,BedrijvenMetWebsite_33,BeschrijvingenVanProductenPrijslijst_34,OnlineBestellenBoekenOfReserveren_35,ProductaanpassingDoorKlant_36,BestellingOnlineVolgen_37,KlantspecifiekeInfoVoorDeBezoeker_38,VerwijzingNaarSocialeMedia_39,AntiVirussoftware_40,BeleidVoorSterkeWachtwoorden_41,BiometrischeMethoden_42,AuthenticatieViaSoftOfHardwaretoken_43,EncryptieVanData_44,GegevensOpAndereFysiekeLocatie_45,NetworkAccessControl_46,VPNInternetgebruikBuitenHetBedrijf_47,LogbestandenVoorAnalyseIncidenten_48,MethodesVoorBeoordelenICTVeiligheid_49,Risicoanalyses_50,ICTVeiligheidVolgEnDetectiesysteem_51,VrijwilligeTraining_52,VerplichteTraining_53,MetContract_54,ICTVeiligheidsdocumentenAanwezig_55,MinderDan12MaandenGeleden_56,TussenDe12En24MaandenGeleden_57,MeerDan24MaandenGeleden_58,UitbesteedAanExternBedrijf_59,EigenPersoneel_60,EigenPersoneelEnExternBedrijf_61,NietVanToepassing_62,IncidentMetInterneOorzaakGehad_63,IncidentDoorAanvalVanBuitenGehad_64,UitvalICTDienstDoorVeiligheidsinc_65,VernietigingDataDoorVeiligheidsinc_66,OnthullingDoorInternIncident_67,UitvalICTDienstDoorAanvalBuitenaf_68,VernietigingDataAanvalVanBuitenaf_69,OnthullingGegevensDoorICTInbraak_70,KostenIncidentInternGehad_71,KostenIncidentAanvalBuitenafGehad_72,UitvalICTDienstDoorVeiligheidsinc_73,VernietigingDataDoorVeiligheidsinc_74,OnthullingDoorInternIncident_75,UitvalICTDienstDoorAanvalBuitenaf_76,VernietigingDataAanvalBuitenaf_77,OnthullingDoorICTInbraak_78,Kosten1VanDeTotaleOmzet_79,Kosten1Tot2VanDeTotaleOmzet_80,Kosten2Tot5VanDeTotaleOmzet_81,Kosten5Tot10VanDeTotaleOmzet_82,Kosten10Tot50VanDeTotaleOmzet_83,Kosten50VanDeTotaleOmzet_84,Kosten1VanDeTotaleOmzet_85,Kosten1Tot2VanDeTotaleOmzet_86,Kosten2Tot5VanDeTotaleOmzet_87,Kosten5Tot10VanDeTotaleOmzet_88,Kosten10Tot50VanDeTotaleOmzet_89,Kosten50VanDeTotaleOmzet_90,RansomwareAanvalGehad_91,LosgeldBetaald_92,BetalingLosgeldZinvol_93,AndereKostenRansomwareAanvalGehad_94,k_1VanDeTotaleOmzet_95,k_1Tot2VanDeTotaleOmzet_96,k_2Tot5VanDeTotaleOmzet_97,k_5Tot10VanDeTotaleOmzet_98,k_10Tot50VanDeTotaleOmzet_99,k_50VanDeTotaleOmzet_100,Kosten1VanDeTotaleOmzet_101,Kosten1Tot2VanDeTotaleOmzet_102,Kosten2Tot5VanDeTotaleOmzet_103,Kosten5Tot10VanDeTotaleOmzet_104,Kosten10Tot50VanDeTotaleOmzet_105,Kosten50VanDeTotaleOmzet_106,Politie_107,Cybersecurity_108,VerzekeringICTVeiligheidsincidenten_109,GezochtNaarMeldingenCyberdreigingen_110,BekendMetDTC_111,DTCWebsiteAlsBronGebruikt_112,MilieuBetrokken_113,Papierverbruik_114,Energieverbruik_115,MilieuBewustBijICTAanschaf_116,Ja_117,Nee_118,NVT_119,Ja_120,Nee_121,NVT_122,Ja_123,Nee_124,NVT_125,VerkoopViaWebsiteOfApp_126,Verkoopwaarde1VanDeTotaleOmzet_127,Verkoopwaarde1VanDeTotaleOmzet_128,Verkoopwaarde2VanDeTotaleOmzet_129,Verkoopwaarde5VanDeTotaleOmzet_130,Verkoopwaarde10VanDeTotaleOmzet_131,Verkoopwaarde25VanDeTotaleOmzet_132,Verkoopwaarde50VanDeTotaleOmzet_133,ViaWebsiteOfAppsVanEigenBedrijf_134,PercentageOmzetViaOnlinePlatforms_135,VerkoopViaECommerce_136,Verkoopwaarde1VanDeTotaleOmzet_137,Verkoopwaarde1VanDeTotaleOmzet_138,Verkoopwaarde2VanDeTotaleOmzet_139,Verkoopwaarde5VanDeTotaleOmzet_140,Verkoopwaarde10VanDeTotaleOmzet_141,Verkoopwaarde25VanDeTotaleOmzet_142,Verkoopwaarde50VanDeTotaleOmzet_143,ViaEen_144,ViaTwee_145,ViaDrieOfMeer_146,MeerDan75VanOmzetUitEenPlatform_147,VerkoopViaEDI_148,Verkoopwaarde1VanDeTotaleOmzet_149,Verkoopwaarde1VanDeTotaleOmzet_150,Verkoopwaarde2VanDeTotaleOmzet_151,Verkoopwaarde5VanDeTotaleOmzet_152,Verkoopwaarde10VanDeTotaleOmzet_153,Verkoopwaarde25VanDeTotaleOmzet_154,Verkoopwaarde50VanDeTotaleOmzet_155
53,WP19097,410200,77.0,68.0,49.0,21.0,84.0,79.0,78.0,,72.0,51.0,81.0,14.0,10.0,9.0,7.0,7.0,6.0,54.0,14.0,26.0,5,28.0,20.0,25.0,94.0,2,20.0,34.0,25.0,12.0,86.0,43.0,90.0,74.0,23.0,6.0,7.0,30.0,69.0,96,86.0,27.0,71.0,58.0,91.0,80.0,58.0,73.0,56.0,58.0,42.0,35.0,21.0,36.0,52.0,41.0,9.0,3,52.0,16.0,22.0,10.0,26.0,11.0,25.0,2.0,3.0,7.0,3,4.0,6.0,3.0,5.0,0.0,1.0,2.0,1.0,1.0,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,31.0,21.0,21.0,8.0,100,78.0,47.0,47.0,65.0,13.0,22.0,39.0,37.0,24.0,32.0,34.0,34.0,11.0,3.0,8.0,8.0,7.0,6.0,5.0,3.0,84.0,16.0,13.0,3.0,11.0,10.0,9.0,8.0,7.0,5.0,1.0,1.0,2.0,,4.0,0.0,,,,3.0,2.0,2.0
54,WP19097,422400,92.0,97.0,78.0,30.0,95.0,94.0,92.0,,86.0,63.0,95.0,21.0,13.0,,,,4.0,48.0,7.0,44.0,0,45.0,33.0,44.0,98.0,1,11.0,42.0,28.0,16.0,94.0,43.0,99.0,89.0,27.0,4.0,4.0,45.0,77.0,100,88.0,35.0,85.0,81.0,95.0,87.0,56.0,81.0,61.0,67.0,43.0,64.0,27.0,51.0,81.0,65.0,14.0,2,49.0,8.0,35.0,8.0,49.0,16.0,39.0,4.0,17.0,12.0,2,2.0,9.0,2.0,9.0,0.0,1.0,1.0,,1.0,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,35.0,24.0,28.0,13.0,100,81.0,44.0,50.0,79.0,10.0,11.0,31.0,53.0,15.0,35.0,39.0,26.0,13.0,,,,,,,,,9.0,17.0,8.0,9.0,9.0,9.0,8.0,6.0,6.0,0.0,0.0,,0.0,6.0,,,,,,2.0,2.0
55,WP19097,332915,97.0,100.0,89.0,46.0,99.0,99.0,97.0,,94.0,91.0,99.0,74.0,59.0,52.0,48.0,39.0,39.0,4.0,51.0,44.0,1,92.0,83.0,73.0,98.0,2,8.0,27.0,32.0,29.0,89.0,58.0,98.0,82.0,33.0,12.0,18.0,35.0,86.0,98,96.0,53.0,93.0,88.0,97.0,96.0,85.0,93.0,86.0,87.0,71.0,83.0,65.0,63.0,91.0,84.0,5.0,2,5.0,48.0,44.0,4.0,35.0,12.0,33.0,5.0,7.0,8.0,4,4.0,6.0,6.0,6.0,1.0,1.0,4.0,2.0,2.0,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,66.0,56.0,38.0,20.0,100,80.0,65.0,66.0,79.0,12.0,9.0,51.0,39.0,10.0,53.0,27.0,20.0,21.0,3.0,,17.0,15.0,12.0,11.0,8.0,96.0,4.0,25.0,3.0,22.0,21.0,19.0,17.0,15.0,12.0,1.0,0.0,,1.0,7.0,,,,,,,
56,WP19107,399907,83.0,97.0,84.0,47.0,97.0,96.0,95.0,,93.0,71.0,97.0,62.0,50.0,43.0,42.0,33.0,29.0,12.0,16.0,72.0,1,84.0,74.0,72.0,99.0,0,8.0,33.0,27.0,30.0,96.0,48.0,98.0,83.0,37.0,13.0,19.0,43.0,85.0,99,98.0,46.0,93.0,87.0,98.0,91.0,84.0,93.0,86.0,83.0,71.0,81.0,54.0,58.0,87.0,78.0,8.0,2,15.0,19.0,63.0,2.0,48.0,20.0,42.0,6.0,18.0,12.0,4,9.0,16.0,7.0,15.0,2.0,3.0,5.0,2.0,2.0,77.0,14.0,8.0,1.0,0.0,0.0,94.0,4.0,2.0,0.0,0.0,0.0,4,4.0,4.0,47.0,,,0.0,0.0,0.0,0.0,63.0,20.0,14.0,3.0,0.0,0.0,34.0,56.0,44.0,62.0,53.0,30.0,100,85.0,66.0,66.0,83.0,10.0,7.0,37.0,51.0,13.0,52.0,31.0,17.0,28.0,8.0,19.0,18.0,16.0,13.0,10.0,7.0,86.0,14.0,37.0,9.0,28.0,26.0,25.0,22.0,18.0,14.0,2.0,2.0,6.0,3.0,19.0,4.0,14.0,14.0,13.0,12.0,9.0,6.0
57,WP19107,307500,68.0,99.0,88.0,55.0,98.0,98.0,97.0,,95.0,57.0,98.0,59.0,46.0,38.0,37.0,29.0,25.0,6.0,16.0,77.0,1,89.0,78.0,76.0,98.0,1,8.0,38.0,26.0,26.0,96.0,41.0,99.0,80.0,30.0,12.0,17.0,32.0,85.0,99,97.0,45.0,92.0,89.0,98.0,89.0,90.0,93.0,88.0,80.0,76.0,84.0,66.0,61.0,90.0,81.0,7.0,2,10.0,24.0,63.0,3.0,48.0,21.0,45.0,10.0,10.0,11.0,8,9.0,14.0,10.0,14.0,3.0,3.0,,,2.0,,,,,,,,,,,,,8,,,,,,,,,,,,,,,,,,43.0,65.0,50.0,31.0,100,81.0,65.0,60.0,85.0,7.0,8.0,38.0,50.0,12.0,52.0,32.0,15.0,25.0,7.0,18.0,15.0,13.0,11.0,8.0,6.0,84.0,16.0,47.0,10.0,37.0,35.0,34.0,32.0,27.0,18.0,1.0,,,2.0,36.0,8.0,28.0,28.0,27.0,24.0,18.0,11.0
58,WP19107,800036,,100.0,,,100.0,100.0,,,100.0,,100.0,,,,,,,0.0,,,0,,,,100.0,0,,,,,,,100.0,,,,,,,100,100.0,,,,93.0,,,,96.0,,,,,,,100.0,0.0,0,,,,0.0,,,,,,,0,7.0,,,,,,,0.0,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,
59,WP19107,350000,,100.0,83.0,,99.0,97.0,97.0,,94.0,,97.0,,,,,,,9.0,22.0,,0,87.0,82.0,79.0,100.0,0,5.0,,,,99.0,,100.0,78.0,14.0,12.0,5.0,,90.0,100,100.0,,96.0,84.0,100.0,94.0,89.0,94.0,93.0,84.0,,90.0,,,89.0,81.0,7.0,1,10.0,19.0,,1.0,,,,6.0,9.0,9.0,6,8.0,8.0,6.0,7.0,,0.0,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,100,88.0,,77.0,88.0,7.0,5.0,,,8.0,,,12.0,11.0,,,,,,,2.0,,0.0,23.0,9.0,14.0,14.0,12.0,11.0,8.0,5.0,0.0,0.0,0.0,0.0,13.0,,,,,,,
60,WP19107,354200,59.0,97.0,83.0,48.0,98.0,98.0,95.0,,94.0,45.0,98.0,65.0,52.0,48.0,42.0,31.0,32.0,8.0,18.0,73.0,0,85.0,72.0,69.0,100.0,1,8.0,34.0,30.0,27.0,97.0,29.0,96.0,87.0,73.0,23.0,45.0,48.0,84.0,100,98.0,44.0,93.0,82.0,99.0,92.0,91.0,92.0,87.0,88.0,71.0,77.0,53.0,56.0,83.0,73.0,8.0,3,10.0,29.0,59.0,2.0,39.0,20.0,34.0,6.0,7.0,14.0,3,10.0,11.0,9.0,11.0,1.0,1.0,6.0,,3.0,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,44.0,63.0,48.0,26.0,100,85.0,62.0,66.0,83.0,11.0,7.0,44.0,44.0,12.0,54.0,33.0,13.0,68.0,13.0,55.0,51.0,47.0,40.0,31.0,19.0,91.0,9.0,74.0,11.0,63.0,60.0,56.0,50.0,38.0,30.0,5.0,5.0,13.0,7.0,30.0,7.0,23.0,21.0,20.0,15.0,11.0,7.0
61,WP19107,383100,70.0,97.0,82.0,54.0,95.0,94.0,93.0,,91.0,64.0,94.0,67.0,54.0,50.0,,,,8.0,21.0,70.0,1,85.0,74.0,74.0,98.0,0,14.0,34.0,19.0,31.0,95.0,36.0,95.0,85.0,44.0,16.0,39.0,46.0,81.0,99,98.0,40.0,90.0,85.0,98.0,89.0,88.0,92.0,95.0,93.0,76.0,79.0,56.0,50.0,87.0,82.0,5.0,0,15.0,24.0,59.0,2.0,39.0,14.0,34.0,11.0,14.0,12.0,5,2.0,20.0,7.0,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,37.0,65.0,54.0,,100,90.0,70.0,77.0,85.0,10.0,5.0,37.0,54.0,9.0,40.0,42.0,18.0,36.0,,,,,,,10.0,,,63.0,18.0,46.0,45.0,44.0,44.0,34.0,28.0,,2.0,,,47.0,11.0,,,,,,16.0
62,WP19107,389100,,93.0,,,,,,,91.0,,,,,,,,,,,,0,,,,100.0,0,,,,,,,,,,,,,,100,100.0,,97.0,,100.0,97.0,,,,,,,,,,,,0,,,,3.0,,,,6.0,,6.0,2,,,5.0,,,0.0,0.0,0.0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,100,,,,,6.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,6.0,4.0,,,,0.0,,,,,,
63,WP19107,391600,99.0,100.0,90.0,,100.0,98.0,98.0,,96.0,95.0,98.0,83.0,68.0,60.0,56.0,,,0.0,,,0,100.0,96.0,90.0,100.0,0,0.0,21.0,24.0,,99.0,79.0,100.0,84.0,,12.0,21.0,,94.0,100,100.0,,99.0,98.0,100.0,95.0,91.0,97.0,94.0,94.0,77.0,97.0,77.0,,98.0,94.0,3.0,0,1.0,,,0.0,,25.0,,6.0,9.0,19.0,2,10.0,10.0,10.0,10.0,1.0,2.0,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,76.0,,,100,90.0,81.0,81.0,75.0,18.0,7.0,,,8.0,,22.0,10.0,31.0,7.0,,,,,,,,,31.0,6.0,25.0,25.0,20.0,18.0,16.0,12.0,2.0,,,,3.0,0.0,,,,,,
64,WP19107,396300,,98.0,98.0,,93.0,93.0,90.0,,93.0,,93.0,,,,,,,5.0,,,7,,87.0,,,5,0.0,,,,,,,86.0,,,,,,98,98.0,,98.0,98.0,98.0,,94.0,95.0,98.0,98.0,98.0,,,,93.0,93.0,0.0,0,5.0,,,,,,,6.0,,10.0,0,7.0,,10.0,,0.0,,,0.0,,,,,,,,,,,,,,9,,,,,,,,,,,,,,,,,,,,,,100,91.0,94.0,,,5.0,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,0.0,0.0,,,,,,,,,,
65,WP19107,402000,,100.0,,,100.0,100.0,100.0,,100.0,,100.0,,,,,,,0.0,,,0,100.0,100.0,,100.0,0,,,,,100.0,,100.0,,,,,,,100,100.0,,100.0,100.0,100.0,100.0,,100.0,,100.0,,,,,,,,0,,0.0,,0.0,,,,,,0.0,0,,,,,0.0,,0.0,0.0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,100,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0
66,WP19107,403300,97.0,99.0,94.0,56.0,98.0,98.0,98.0,,97.0,92.0,98.0,74.0,57.0,52.0,51.0,,,4.0,12.0,83.0,1,92.0,89.0,86.0,98.0,0,6.0,24.0,39.0,29.0,95.0,70.0,93.0,80.0,26.0,12.0,16.0,43.0,78.0,98,98.0,55.0,95.0,95.0,98.0,93.0,90.0,96.0,91.0,92.0,85.0,91.0,76.0,67.0,95.0,90.0,5.0,0,6.0,14.0,76.0,3.0,41.0,29.0,37.0,5.0,17.0,17.0,3,13.0,11.0,12.0,10.0,,,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,62.0,70.0,65.0,45.0,100,87.0,76.0,75.0,73.0,14.0,13.0,38.0,48.0,14.0,65.0,22.0,13.0,16.0,,,,,,,,,,17.0,9.0,8.0,7.0,7.0,4.0,4.0,4.0,0.0,,,,6.0,,,,,,,
67,WP19107,410200,84.0,84.0,64.0,32.0,93.0,91.0,90.0,,85.0,75.0,93.0,29.0,23.0,20.0,16.0,,13.0,41.0,12.0,46.0,1,51.0,41.0,42.0,98.0,0,14.0,39.0,25.0,20.0,92.0,56.0,97.0,79.0,24.0,6.0,6.0,32.0,81.0,98,94.0,42.0,86.0,68.0,94.0,88.0,70.0,86.0,73.0,70.0,55.0,56.0,34.0,45.0,68.0,58.0,8.0,1,43.0,15.0,37.0,5.0,41.0,13.0,36.0,3.0,12.0,7.0,2,6.0,13.0,3.0,12.0,1.0,1.0,2.0,0.0,1.0,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,40.0,32.0,33.0,14.0,100,83.0,53.0,58.0,75.0,12.0,13.0,40.0,43.0,17.0,44.0,31.0,25.0,17.0,5.0,12.0,10.0,8.0,8.0,7.0,4.0,88.0,12.0,19.0,6.0,13.0,12.0,10.0,9.0,8.0,6.0,0.0,0.0,,,5.0,2.0,,,,,,
68,WP19107,422400,95.0,100.0,90.0,38.0,99.0,98.0,98.0,,95.0,76.0,99.0,70.0,57.0,49.0,50.0,41.0,33.0,8.0,8.0,83.0,0,91.0,79.0,77.0,100.0,0,8.0,32.0,27.0,33.0,98.0,43.0,100.0,86.0,25.0,3.0,5.0,52.0,90.0,99,98.0,43.0,97.0,95.0,98.0,89.0,76.0,95.0,83.0,82.0,66.0,88.0,40.0,61.0,94.0,81.0,11.0,3,13.0,8.0,78.0,1.0,64.0,21.0,52.0,5.0,38.0,12.0,4,10.0,23.0,6.0,21.0,2.0,5.0,4.0,0.0,2.0,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,38.0,69.0,60.0,33.0,100,85.0,61.0,62.0,88.0,8.0,4.0,29.0,59.0,12.0,52.0,33.0,16.0,9.0,6.0,4.0,3.0,3.0,3.0,2.0,1.0,81.0,19.0,16.0,6.0,10.0,10.0,9.0,9.0,8.0,7.0,1.0,1.0,1.0,1.0,8.0,1.0,,,,,6.0,5.0
69,WP19107,332915,98.0,100.0,92.0,,99.0,99.0,99.0,,97.0,93.0,99.0,85.0,67.0,60.0,53.0,,,1.0,46.0,,0,96.0,95.0,92.0,100.0,0,3.0,24.0,22.0,,95.0,75.0,100.0,89.0,39.0,15.0,27.0,,92.0,100,99.0,,95.0,100.0,100.0,94.0,96.0,95.0,93.0,91.0,83.0,94.0,82.0,,97.0,92.0,5.0,0,1.0,,,3.0,,22.0,,6.0,7.0,17.0,3,6.0,10.0,5.0,,1.0,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,68.0,78.0,,,100,90.0,75.0,80.0,78.0,13.0,10.0,,,9.0,,25.0,11.0,28.0,,,,,,,,,,31.0,6.0,25.0,23.0,22.0,21.0,20.0,16.0,,0.0,,,14.0,,,,,,,
70,WP19116,399907,81.0,35.0,21.0,11.0,56.0,49.0,44.0,,36.0,44.0,52.0,4.0,3.0,,,,,32.0,25.0,13.0,30,12.0,6.0,9.0,90.0,9,28.0,30.0,16.0,7.0,62.0,37.0,77.0,64.0,30.0,5.0,9.0,21.0,42.0,85,68.0,22.0,45.0,35.0,73.0,46.0,33.0,38.0,29.0,29.0,21.0,16.0,8.0,14.0,21.0,16.0,4.0,2,29.0,20.0,9.0,42.0,12.0,5.0,11.0,2.0,1.0,4.0,1,2.0,3.0,2.0,3.0,0.0,0.0,1.0,1.0,0.0,72.0,13.0,12.0,3.0,0.0,0.0,75.0,15.0,7.0,0.0,2.0,0.0,1,11.0,5.0,38.0,15.0,28.0,2.0,1.0,0.0,53.0,63.0,18.0,13.0,6.0,1.0,0.0,12.0,38.0,17.0,8.0,10.0,3.0,100,66.0,40.0,35.0,61.0,8.0,31.0,32.0,32.0,36.0,17.0,33.0,50.0,23.0,5.0,18.0,16.0,14.0,12.0,10.0,8.0,76.0,24.0,24.0,5.0,19.0,17.0,15.0,13.0,11.0,8.0,4.0,3.0,2.0,3.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0
71,WP19116,307500,67.0,33.0,20.0,11.0,60.0,51.0,46.0,,41.0,33.0,53.0,4.0,2.0,,,,,41.0,20.0,17.0,22,13.0,6.0,10.0,93.0,11,29.0,32.0,15.0,6.0,65.0,28.0,83.0,67.0,26.0,6.0,7.0,17.0,41.0,91,68.0,18.0,43.0,29.0,80.0,51.0,40.0,42.0,35.0,32.0,23.0,14.0,8.0,15.0,20.0,16.0,3.0,2,36.0,15.0,11.0,38.0,14.0,5.0,13.0,1.0,1.0,4.0,1,1.0,4.0,2.0,4.0,1.0,0.0,2.0,1.0,0.0,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,16.0,8.0,11.0,3.0,100,68.0,42.0,37.0,68.0,8.0,24.0,36.0,35.0,29.0,17.0,38.0,45.0,21.0,6.0,15.0,14.0,11.0,9.0,6.0,4.0,88.0,12.0,24.0,6.0,18.0,16.0,14.0,11.0,8.0,6.0,3.0,1.0,2.0,1.0,5.0,1.0,4.0,4.0,3.0,3.0,2.0,1.0
72,WP19116,800036,78.0,39.0,24.0,13.0,65.0,60.0,50.0,,49.0,47.0,62.0,6.0,4.0,,,,,51.0,15.0,17.0,16,16.0,10.0,13.0,88.0,8,22.0,33.0,18.0,8.0,70.0,47.0,69.0,52.0,14.0,2.0,3.0,17.0,32.0,91,69.0,24.0,47.0,30.0,74.0,59.0,37.0,46.0,38.0,38.0,22.0,14.0,7.0,19.0,23.0,20.0,3.0,1,41.0,18.0,14.0,27.0,16.0,4.0,14.0,2.0,2.0,2.0,2,1.0,3.0,1.0,3.0,0.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,12.0,8.0,11.0,4.0,100,71.0,46.0,44.0,68.0,9.0,24.0,43.0,35.0,23.0,15.0,38.0,47.0,10.0,5.0,5.0,4.0,4.0,2.0,1.0,1.0,,10.0,10.0,5.0,5.0,4.0,4.0,2.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,,,,,,,
73,WP19116,350000,75.0,16.0,9.0,3.0,48.0,37.0,32.0,,24.0,32.0,40.0,1.0,0.0,,,,,34.0,23.0,7.0,36,5.0,2.0,5.0,87.0,8,30.0,32.0,11.0,5.0,70.0,45.0,68.0,47.0,14.0,2.0,1.0,12.0,30.0,84,58.0,17.0,33.0,22.0,66.0,37.0,26.0,27.0,21.0,18.0,14.0,8.0,3.0,8.0,10.0,7.0,1.0,1,30.0,14.0,5.0,51.0,8.0,4.0,8.0,1.0,0.0,3.0,1,1.0,2.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,9.0,3.0,6.0,1.0,100,62.0,36.0,28.0,53.0,7.0,40.0,31.0,29.0,40.0,14.0,34.0,52.0,10.0,2.0,8.0,7.0,5.0,4.0,3.0,1.0,71.0,29.0,10.0,2.0,8.0,7.0,5.0,5.0,3.0,1.0,4.0,1.0,0.0,1.0,0.0,0.0,,,,,,
74,WP19116,354200,82.0,26.0,15.0,10.0,53.0,46.0,41.0,,30.0,38.0,49.0,4.0,2.0,,,,,30.0,24.0,13.0,33,10.0,5.0,8.0,91.0,11,30.0,29.0,14.0,7.0,59.0,33.0,78.0,68.0,45.0,7.0,19.0,25.0,46.0,85,68.0,21.0,40.0,32.0,72.0,43.0,31.0,36.0,28.0,27.0,21.0,12.0,6.0,11.0,16.0,12.0,2.0,2,27.0,20.0,8.0,45.0,11.0,6.0,10.0,1.0,1.0,4.0,1,2.0,3.0,2.0,3.0,0.0,0.0,2.0,0.0,0.0,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,14.0,7.0,9.0,2.0,100,67.0,41.0,34.0,61.0,8.0,30.0,31.0,32.0,37.0,14.0,33.0,53.0,39.0,8.0,31.0,28.0,25.0,22.0,18.0,15.0,78.0,22.0,40.0,7.0,32.0,30.0,26.0,23.0,20.0,16.0,7.0,5.0,3.0,4.0,3.0,1.0,3.0,3.0,2.0,2.0,1.0,1.0
75,WP19116,383100,72.0,18.0,10.0,5.0,43.0,37.0,31.0,,28.0,28.0,39.0,3.0,1.0,,,,,30.0,21.0,10.0,40,9.0,4.0,5.0,82.0,12,23.0,26.0,13.0,8.0,72.0,38.0,53.0,43.0,16.0,4.0,5.0,14.0,22.0,85,64.0,19.0,37.0,28.0,67.0,35.0,27.0,31.0,25.0,27.0,19.0,11.0,8.0,11.0,15.0,11.0,3.0,1,26.0,14.0,6.0,54.0,11.0,6.0,10.0,2.0,1.0,4.0,2,1.0,3.0,2.0,2.0,0.0,0.0,1.0,1.0,0.0,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,13.0,7.0,7.0,2.0,100,66.0,40.0,33.0,61.0,8.0,30.0,28.0,37.0,35.0,13.0,32.0,55.0,11.0,3.0,8.0,7.0,6.0,4.0,3.0,3.0,77.0,23.0,14.0,3.0,10.0,9.0,8.0,6.0,5.0,3.0,2.0,1.0,1.0,0.0,3.0,0.0,3.0,3.0,3.0,2.0,2.0,1.0
76,WP19116,389100,61.0,6.0,3.0,2.0,29.0,23.0,20.0,,11.0,10.0,26.0,0.0,,,,,,18.0,24.0,4.0,54,4.0,1.0,1.0,89.0,12,36.0,27.0,10.0,3.0,43.0,15.0,78.0,70.0,49.0,8.0,13.0,26.0,42.0,70,53.0,15.0,24.0,15.0,47.0,21.0,12.0,15.0,14.0,14.0,9.0,4.0,1.0,5.0,4.0,1.0,1.0,1,21.0,12.0,3.0,64.0,6.0,2.0,5.0,1.0,0.0,1.0,1,1.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,5.0,2.0,7.0,1.0,100,46.0,28.0,22.0,45.0,7.0,49.0,19.0,25.0,56.0,15.0,19.0,66.0,32.0,6.0,27.0,25.0,20.0,19.0,16.0,12.0,59.0,41.0,33.0,6.0,27.0,25.0,20.0,19.0,16.0,12.0,6.0,8.0,7.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
