ID,BedrijfstakkenBranchesSBI2008,PersoneelDatWerktMetInternet_1,BedrijfsEMails_2,Bedrijfsdocumenten_3,BedrijfsapplicatiesOfSoftware_4,Telewerkers_5,TelewerkKomtVoor_6,InternetVast_7,MinderDan30MbitS_8,k_30Tot100MbitS_9,k_100Tot500MbitS_10,k_500MbitSTot1GbitS_11,TenMinste1GbitS_12,BedrijvenMetWebsite_13,BeschrijvingenVanProductenPrijslijst_14,OnlineBestellenBoekenOfReserveren_15,ProductaanpassingDoorKlant_16,BestellingOnlineVolgen_17,KlantspecifiekeInfoVoorDeBezoeker_18,VirtueleKlantenservice_19,OnlineSolliciteren_20,MeertaligeOnderdelen_21,MobieleAppVoorKlanten_22,WebsiteOfAppHeeftPlatformfunctie_23,SocialeMediaGebruikt_24,SocialeNetwerkenBijvFacebook_25,BlogsOfMicroblogsBijvX_26,MultimediaDelenBijvYouTube_27,BusinessSoftwareGebruikt_28,ERPSoftware_29,CRMSoftware_30,BISoftware_31,EigenBedrijf_32,ExternBedrijf_33,Transactiegegevens_34,Klantgegevens_35,Socialemediagegevens_36,Webdata_37,LocatieOfGeografischeGegevens_38,GegevensVanSlimmeApparaten_39,GegevensVanOpenbareOverheidsbronnen_40,Satellietgegevens_41,ClouddienstenGebruikt_42,EMail_43,OfficeSoftware_44,OpslagDatabases_45,OpslagBestanden_46,Boekhoudingsoftware_47,ERPSoftware_48,CRMSoftware_49,Veiligheidssoftware_50,Rekenkracht_51,Rekenplatform_52,AIGebruikt_53,Textmining_54,Spraakherkenning_55,NaturalLanguageGeneration_56,AfbeeldingenVideoSGeluidGenereren_57,Afbeeldingherkenning_58,MachineLearning_59,RobotondersteundeProcesautomatisering_60,ServicerobotsOfAutonomeVoertuigen_61,MarketingOfVerkoop_62,ProductieOfServiceprocessen_63,AdministratieveProcessenBestuurstaken_64,Logistiek_65,ICTBeveiliging_66,BoekhoudingControleFinancieelBeheer_67,RDOfInnovatie_68,DoorEigenWerknemersOntwikkeld_69,CommercieleSoftwareZelfAangepast_70,OpensourcesoftwareZelfAangepast_71,CommercieleSoftwareGebruikt_72,DoorExterneLeveranciersOntwikkeld_73,HeeftAIOverwogen_74,KostenZijnTeHoog_75,GebrekAanRelevanteErvaringInBedrijf_76,IncompatibiliteitBestaandeICTSysteem_77,MoeilijkhedenBeschikbaarheidGegevens_78,BezorgdheidGegevensbescherming_79,OnduidelijkheidOverJuridischeGevolgen_80,EthischeOverwegingen_81,NietNuttigVoorOnderneming_82,Antivirussoftware_83,BeleidVoorSterkeWachtwoorden_84,BiometrischeMethoden_85,Multifactorauthenticatie_86,EncryptieVanData_87,GegevensOpAndereFysiekeLocatie_88,NetworkAccessControl_89,VPNGebruikBuitenHetBedrijf_90,LogbestandenVoorAnalyseIncidenten_91,MethodesVoorBeoordelenICTVeiligheid_92,Risicoanalyses_93,ICTBeveiligingsmonitoringsysteem_94,DoorVrijwilligeTraining_95,DoorVerplichteTraining_96,MetContract_97,CyberincidentGeoefend_98,ICTVeiligheidsdocumentenAanwezig_99,k_12MaandenOfMinderLangGeleden_100,TussenDe12En24MaandenGeleden_101,LangerDan24MaandenGeleden_102,UitbesteedAanExternBedrijf_103,EigenPersoneel_104,EigenPersoneelEnExternBedrijf_105,NietVanToepassing_106,PhishingAanval_107,DDoSAanval_108,DatalekOfDatamanipulatie_109,GehacktSocialemediaAccount_110,BECFraude_111,AndereCyberIncidenten_112,IncidentMetInterneOorzaakGehad_113,IncidentDoorAanvalVanBuitenGehad_114,UitvalICTDienstDoorInterneOorzaak_115,VernietigingDataDoorInterneOorzaak_116,OnthullingGegevensDoorInterneOorzaak_117,UitvalICTDienstDoorAanvalBuitenaf_118,VernietigingDataAanvalBuitenaf_119,OnthullingGegevensDoorICTInbraak_120,KostenIncidentInterneOorzaakGehad_121,KostenIncidentAanvalBuitenafGehad_122,UitvalICTDienstDoorInterneOorzaak_123,VernietigingDataDoorInterneOorzaak_124,OnthullingGegevensDoorInterneOorzaak_125,UitvalICTDienstDoorAanvalBuitenaf_126,VernietigingDataAanvalBuitenaf_127,OnthullingGegevensDoorICTInbraak_128,RansomwareAanvalGehad_129,BestandenOfICTSystemenVersleuteld_130,AfpersingOpenbaarmakingInformatie_131,VerzekeringICTVeiligheidsincidenten_132,BekendMetDTC_133,DTCWebsiteAlsBronGebruikt_134,GezochtNaarMeldingenCyberdreigingen_135,VerkoopViaWebsiteOfApp_136,FysiekeGoederen_137,DigitaleGoederenOfDiensten_138,NietDigitaleDiensten_139,FysiekeGoederen_140,DigitaleGoederenOfDiensten_141,NietDigitaleDiensten_142,Bedrijven_143,Overheidsorganisaties_144,NederlandseConsumenten_145,BuitenlandseConsumenten_146,KlantenInNederland_147,KlantenInAndereEULanden_148,KlantenInLandenBuitenDeEU_149,ViaWebsiteOfAppsVanEigenBedrijf_150,ViaOnlinePlatforms_151,HogeBezorgkosten_152,OplossenVanKlachten_153,LabelsAanpassen_154,OnvoldoendeKennisAndereTalen_155,BeperkingenZakenpartners_156,VerrekenenBtwSysteem_157,Verkoopwaarde1VanDeTotaleOmzet_158,Verkoopwaarde1VanDeTotaleOmzet_159,Verkoopwaarde2VanDeTotaleOmzet_160,Verkoopwaarde5VanDeTotaleOmzet_161,Verkoopwaarde10VanDeTotaleOmzet_162,Verkoopwaarde25VanDeTotaleOmzet_163,Verkoopwaarde50VanDeTotaleOmzet_164,VerkoopViaECommerce_165,Verkoopwaarde1VanDeTotaleOmzet_166,Verkoopwaarde1VanDeTotaleOmzet_167,Verkoopwaarde2VanDeTotaleOmzet_168,Verkoopwaarde5VanDeTotaleOmzet_169,Verkoopwaarde10VanDeTotaleOmzet_170,Verkoopwaarde25VanDeTotaleOmzet_171,Verkoopwaarde50VanDeTotaleOmzet_172,ViaEen_173,ViaTwee_174,ViaDrieOfMeer_175,MeerDan75VanOmzetUitEenPlatform_176,BetaaldAanPlatforms_177,VerkoopViaEDI_178,FysiekeGoederen_179,DigitaleGoederenOfDiensten_180,NietDigitaleDiensten_181,KlantenInNederland_182,KlantenInAndereEULanden_183,KlantenInLandenBuitenDeEU_184,Verkoopwaarde1VanDeTotaleOmzet_185,Verkoopwaarde1VanDeTotaleOmzet_186,Verkoopwaarde2VanDeTotaleOmzet_187,Verkoopwaarde5VanDeTotaleOmzet_188,Verkoopwaarde10VanDeTotaleOmzet_189,Verkoopwaarde25VanDeTotaleOmzet_190,Verkoopwaarde50VanDeTotaleOmzet_191,GebruikICTOplossingenVoorMilieu_192,VerminderenEnergieverbruik_193,VerbeterenMateriaalverbruik_194,MonitoringICTOplossingenVoorMilieu_195
41,800023,95,90.0,84.0,83.0,71.0,87.0,99,0,14.0,41.0,25.0,19.0,94,84.0,37.0,5.0,7.0,17.0,18.0,67.0,35.0,14.0,14.0,88.0,88.0,13.0,39.0,71.0,43.0,63.0,31.0,48.0,24.0,30.0,25.0,19.0,22.0,9.0,6.0,9,2,77.0,71.0,70.0,66.0,66.0,64.0,30.0,55.0,57.0,29.0,28.0,48.0,35.0,18.0,22.0,16.0,6,13.0,9.0,2,17.0,17.0,21.0,1,6,8.0,13.0,9.0,11.0,15.0,30.0,10.0,9.0,3,6.0,4.0,2,4.0,3.0,1,0,94,80,43.0,82.0,60.0,88.0,80.0,57.0,62.0,56.0,55.0,68.0,47.0,26.0,37.0,6.0,44.0,32.0,8.0,3,40.0,22.0,20.0,17.0,40.0,4,2,2,6,4,15.0,8,13.0,3,3,3,2,5,4,2,4,1,0,2,1,0,0,0,0,35.0,18.0,4.0,13.0,25.0,15.0,10.0,7.0,,,,,11.0,28.0,7.0,82.0,14.0,4.0,91.0,9.0,3.0,1.0,1.0,0.0,0.0,1.0,3.0,22.0,20.0,16.0,13.0,10.0,8.0,27.0,4.0,24.0,21.0,17.0,13.0,11.0,9.0,3.0,1.0,2.0,1.0,3.0,6.0,,,,90.0,9.0,1.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0,23.0,13.0,17.0,6.0
42,410300,90,88.0,80.0,79.0,66.0,83.0,100,1,15.0,44.0,22.0,18.0,95,91.0,50.0,11.0,13.0,27.0,21.0,69.0,46.0,13.0,9.0,93.0,91.0,16.0,55.0,76.0,58.0,58.0,40.0,48.0,23.0,41.0,35.0,26.0,25.0,17.0,14.0,12,7,70.0,67.0,65.0,61.0,61.0,53.0,31.0,38.0,59.0,26.0,32.0,34.0,23.0,14.0,18.0,17.0,4,10.0,6.0,3,16.0,5.0,14.0,3,7,10.0,7.0,6.0,7.0,10.0,18.0,9.0,9.0,1,8.0,4.0,1,3.0,2.0,3,0,97,88,39.0,85.0,62.0,92.0,84.0,68.0,68.0,65.0,68.0,71.0,46.0,34.0,42.0,16.0,43.0,38.0,4.0,0,37.0,18.0,27.0,19.0,38.0,5,3,2,5,6,11.0,8,10.0,1,1,6,2,4,2,2,2,0,0,2,0,0,0,0,0,37.0,24.0,8.0,21.0,39.0,26.0,6.0,20.0,,7.0,,,3.0,,9.0,85.0,12.0,3.0,92.0,8.0,2.0,0.0,1.0,1.0,0.0,4.0,6.0,33.0,31.0,28.0,25.0,14.0,8.0,41.0,5.0,35.0,33.0,30.0,28.0,16.0,10.0,6.0,2.0,4.0,0.0,6.0,4.0,,0.0,,,,0.0,0.0,3.0,3.0,3.0,3.0,2.0,1.0,33.0,26.0,25.0,14.0
43,412700,86,74.0,67.0,65.0,63.0,70.0,97,2,18.0,37.0,28.0,12.0,85,66.0,12.0,3.0,2.0,14.0,12.0,71.0,28.0,14.0,17.0,75.0,74.0,10.0,42.0,59.0,30.0,53.0,27.0,35.0,22.0,19.0,18.0,19.0,17.0,6.0,2.0,3,2,62.0,59.0,54.0,55.0,56.0,52.0,25.0,44.0,51.0,19.0,19.0,34.0,25.0,12.0,15.0,13.0,4,5.0,6.0,1,13.0,5.0,13.0,1,4,7.0,6.0,4.0,7.0,6.0,20.0,9.0,8.0,2,5.0,3.0,4,4.0,3.0,2,1,91,80,39.0,78.0,50.0,74.0,62.0,37.0,53.0,42.0,42.0,50.0,32.0,16.0,32.0,6.0,38.0,27.0,9.0,2,42.0,14.0,11.0,33.0,25.0,2,1,1,2,1,10.0,4,9.0,1,3,2,0,2,2,1,1,0,1,0,0,0,1,1,1,26.0,14.0,7.0,10.0,4.0,2.0,1.0,3.0,,,,73.0,9.0,15.0,3.0,91.0,6.0,3.0,,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,3.0,3.0,3.0,2.0,1.0,5.0,1.0,5.0,4.0,4.0,4.0,2.0,2.0,1.0,1.0,0.0,0.0,1.0,1.0,,,,93.0,6.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,22.0,13.0,18.0,6.0
44,413700,99,100.0,100.0,100.0,88.0,100.0,97,0,,,,18.0,97,97.0,,,,,,,,,,94.0,94.0,,,,,,,,,,,,,,11.0,15,2,,,,,,,30.0,,,,,,,,,,9,,,1,,,,1,4,13.0,,16.0,18.0,12.0,,,,11,,,10,,,7,6,97,93,,94.0,,,,,,,,,,,,12.0,,,,0,,,,4.0,,9,2,1,7,4,,11,,0,1,11,0,1,4,3,4,0,0,3,0,1,0,0,0,,18.0,8.0,12.0,,8.0,,,3.0,,,,7.0,,16.0,83.0,15.0,3.0,,,0.0,1.0,0.0,0.0,0.0,4.0,4.0,,,,,,,,4.0,,,,,,,,3.0,,10.0,,7.0,,,,,,,0.0,7.0,7.0,4.0,4.0,0.0,0.0,,,19.0,12.0
45,900011,55,78.0,70.0,68.0,38.0,74.0,96,3,9.0,39.0,30.0,15.0,87,73.0,22.0,4.0,6.0,16.0,11.0,63.0,17.0,11.0,12.0,78.0,78.0,6.0,39.0,62.0,40.0,51.0,27.0,34.0,22.0,22.0,19.0,13.0,11.0,9.0,5.0,6,3,64.0,61.0,57.0,55.0,59.0,55.0,28.0,40.0,52.0,24.0,18.0,24.0,18.0,8.0,10.0,11.0,4,6.0,8.0,2,10.0,3.0,10.0,2,4,6.0,6.0,3.0,5.0,5.0,15.0,10.0,10.0,1,7.0,2.0,4,4.0,3.0,2,1,94,81,32.0,75.0,54.0,83.0,73.0,54.0,55.0,49.0,49.0,62.0,30.0,14.0,31.0,8.0,33.0,24.0,8.0,2,46.0,13.0,13.0,29.0,27.0,4,1,1,2,1,11.0,5,10.0,1,2,3,1,2,1,1,1,0,0,1,0,0,1,1,1,33.0,18.0,9.0,10.0,15.0,10.0,4.0,4.0,,17.0,,,8.0,,7.0,86.0,10.0,3.0,89.0,11.0,2.0,1.0,0.0,1.0,0.0,1.0,2.0,13.0,12.0,10.0,8.0,7.0,5.0,15.0,2.0,13.0,12.0,10.0,9.0,8.0,5.0,1.0,1.0,1.0,1.0,2.0,2.0,,12.0,13.0,,,,0.0,2.0,2.0,2.0,2.0,1.0,0.0,26.0,15.0,20.0,9.0
46,422500,96,88.0,86.0,81.0,80.0,88.0,99,2,16.0,35.0,27.0,19.0,96,85.0,31.0,2.0,3.0,40.0,7.0,67.0,28.0,24.0,,74.0,73.0,5.0,39.0,55.0,21.0,42.0,32.0,39.0,41.0,19.0,17.0,11.0,10.0,2.0,4.0,7,1,70.0,63.0,62.0,55.0,60.0,55.0,23.0,40.0,60.0,22.0,14.0,26.0,14.0,17.0,8.0,6.0,2,4.0,3.0,0,4.0,4.0,11.0,0,4,4.0,5.0,1.0,3.0,3.0,14.0,6.0,18.0,6,11.0,9.0,8,13.0,10.0,6,2,97,93,35.0,95.0,83.0,91.0,85.0,58.0,74.0,63.0,71.0,73.0,58.0,25.0,44.0,10.0,63.0,48.0,13.0,2,50.0,10.0,27.0,13.0,34.0,3,8,1,2,2,25.0,8,18.0,4,11,6,2,4,6,3,4,2,2,2,1,1,1,1,0,41.0,28.0,15.0,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.0,25.0,31.0,11.0
47,425305,93,84.0,82.0,83.0,76.0,88.0,99,1,15.0,38.0,28.0,16.0,96,82.0,23.0,2.0,1.0,23.0,4.0,77.0,10.0,29.0,,87.0,87.0,7.0,52.0,62.0,26.0,51.0,31.0,35.0,24.0,16.0,14.0,13.0,10.0,3.0,6.0,6,0,69.0,66.0,62.0,57.0,63.0,60.0,27.0,48.0,60.0,18.0,16.0,29.0,18.0,14.0,8.0,9.0,2,3.0,4.0,1,4.0,3.0,13.0,0,5,4.0,4.0,2.0,4.0,3.0,17.0,7.0,10.0,4,8.0,2.0,3,6.0,5.0,3,1,96,86,42.0,89.0,74.0,89.0,76.0,40.0,63.0,50.0,58.0,61.0,51.0,24.0,42.0,9.0,57.0,43.0,12.0,2,41.0,16.0,23.0,20.0,29.0,2,6,1,2,2,17.0,6,12.0,1,8,3,0,4,2,1,2,0,1,0,0,1,0,0,0,31.0,22.0,10.0,17.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.0,16.0,22.0,5.0
48,437600,80,,,,,,100,0,0.0,,,,93,,,7.0,,7.0,,,,,,,,,,93.0,,,53.0,,12.0,,,,,,,6,6,,,,,,,,,,,12.0,,,,,,7,,7.0,7,,,,7,13,,,,12.0,7.0,,,7.0,7,0.0,0.0,0,0.0,0.0,0,0,93,94,,88.0,,93.0,87.0,,,,,,,,,24.0,,,0.0,6,7.0,,,7.0,,7,6,0,6,0,12.0,7,12.0,0,6,7,0,0,6,0,6,0,0,0,0,0,0,0,0,,,12.0,17.0,,,12.0,6.0,,14.0,,,2.0,,,,,7.0,,,,7.0,7.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,0.0,0.0,,6.0,12.0,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
49,332905,84,89.0,84.0,83.0,64.0,87.0,98,0,9.0,35.0,28.0,26.0,96,82.0,17.0,4.0,7.0,11.0,8.0,76.0,67.0,8.0,4.0,87.0,86.0,12.0,47.0,93.0,89.0,67.0,51.0,63.0,20.0,54.0,38.0,21.0,18.0,10.0,18.0,5,1,76.0,69.0,66.0,55.0,63.0,47.0,37.0,40.0,59.0,25.0,24.0,39.0,21.0,12.0,21.0,15.0,10,14.0,8.0,6,14.0,11.0,17.0,4,10,6.0,15.0,12.0,14.0,11.0,22.0,9.0,17.0,3,14.0,7.0,5,7.0,7.0,2,2,98,88,37.0,86.0,65.0,96.0,90.0,80.0,75.0,68.0,65.0,74.0,50.0,32.0,35.0,12.0,56.0,46.0,8.0,3,30.0,22.0,37.0,10.0,42.0,3,1,1,7,4,22.0,8,18.0,2,5,3,0,5,5,2,4,1,0,1,0,1,0,0,0,35.0,35.0,16.0,24.0,16.0,15.0,2.0,1.0,91.0,8.0,1.0,81.0,2.0,12.0,4.0,73.0,18.0,9.0,98.0,2.0,2.0,1.0,1.0,1.0,0.0,0.0,6.0,10.0,9.0,5.0,4.0,3.0,1.0,18.0,6.0,13.0,12.0,8.0,7.0,5.0,3.0,1.0,0.0,0.0,0.0,1.0,7.0,98.0,1.0,1.0,59.0,31.0,10.0,2.0,5.0,4.0,4.0,3.0,3.0,2.0,35.0,24.0,24.0,11.0
50,403405,97,96.0,95.0,92.0,87.0,96.0,100,1,8.0,36.0,32.0,23.0,95,81.0,13.0,3.0,4.0,13.0,7.0,83.0,38.0,7.0,10.0,89.0,88.0,13.0,40.0,82.0,47.0,74.0,45.0,54.0,19.0,36.0,29.0,21.0,21.0,8.0,9.0,13,2,84.0,79.0,76.0,69.0,76.0,71.0,37.0,60.0,72.0,38.0,31.0,53.0,38.0,23.0,29.0,25.0,6,17.0,14.0,2,14.0,11.0,24.0,2,11,15.0,17.0,10.0,14.0,13.0,34.0,13.0,13.0,3,9.0,3.0,5,9.0,7.0,3,1,97,92,46.0,93.0,70.0,94.0,88.0,68.0,78.0,66.0,66.0,76.0,61.0,37.0,50.0,15.0,67.0,54.0,11.0,2,38.0,19.0,35.0,8.0,45.0,3,4,0,4,4,19.0,8,15.0,2,6,4,1,4,4,2,4,1,0,1,0,1,1,0,0,51.0,28.0,14.0,20.0,8.0,4.0,3.0,4.0,,25.0,,61.0,10.0,26.0,2.0,88.0,8.0,5.0,88.0,12.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,6.0,5.0,4.0,3.0,2.0,1.0,10.0,2.0,8.0,6.0,6.0,5.0,4.0,2.0,1.0,0.0,1.0,0.0,1.0,3.0,,,,,17.0,,0.0,2.0,2.0,2.0,2.0,2.0,1.0,30.0,19.0,23.0,11.0
51,408105,96,91.0,88.0,87.0,76.0,90.0,98,0,10.0,37.0,28.0,23.0,95,81.0,27.0,7.0,7.0,16.0,17.0,71.0,41.0,10.0,12.0,91.0,91.0,16.0,56.0,79.0,47.0,72.0,40.0,53.0,24.0,32.0,33.0,28.0,28.0,10.0,4.0,8,2,81.0,77.0,77.0,71.0,72.0,69.0,34.0,58.0,66.0,31.0,32.0,63.0,44.0,27.0,32.0,40.0,11,17.0,12.0,2,26.0,16.0,27.0,1,8,11.0,23.0,12.0,17.0,20.0,41.0,13.0,9.0,1,6.0,2.0,3,3.0,3.0,2,0,93,86,48.0,88.0,68.0,92.0,85.0,66.0,68.0,61.0,62.0,70.0,50.0,29.0,40.0,9.0,51.0,41.0,6.0,3,37.0,22.0,27.0,15.0,40.0,5,2,2,5,3,15.0,6,14.0,2,3,3,1,3,3,2,3,0,0,2,1,0,1,1,1,44.0,23.0,9.0,14.0,21.0,13.0,8.0,5.0,,29.0,17.0,56.0,10.0,27.0,6.0,85.0,11.0,4.0,88.0,12.0,2.0,1.0,1.0,1.0,0.0,1.0,4.0,17.0,15.0,13.0,10.0,8.0,6.0,23.0,4.0,18.0,16.0,14.0,11.0,9.0,6.0,3.0,1.0,1.0,1.0,3.0,4.0,,,12.0,91.0,8.0,1.0,2.0,3.0,3.0,2.0,1.0,1.0,0.0,25.0,14.0,21.0,7.0
52,800010,79,77.0,70.0,67.0,58.0,73.0,97,2,14.0,38.0,29.0,13.0,86,70.0,18.0,4.0,5.0,16.0,13.0,68.0,25.0,13.0,16.0,77.0,77.0,9.0,42.0,61.0,35.0,53.0,28.0,36.0,22.0,22.0,20.0,18.0,16.0,8.0,4.0,5,2,64.0,61.0,56.0,56.0,58.0,54.0,26.0,43.0,52.0,22.0,20.0,31.0,23.0,11.0,14.0,13.0,4,6.0,7.0,1,13.0,5.0,13.0,1,4,7.0,6.0,4.0,6.0,5.0,19.0,9.0,9.0,2,7.0,3.0,4,4.0,3.0,2,1,92,81,37.0,78.0,53.0,78.0,67.0,44.0,55.0,45.0,45.0,55.0,32.0,16.0,32.0,7.0,37.0,26.0,9.0,2,43.0,14.0,13.0,30.0,26.0,3,1,1,2,1,11.0,5,10.0,1,2,3,0,2,2,1,1,0,1,1,0,0,1,1,1,30.0,16.0,8.0,10.0,11.0,5.0,3.0,5.0,40.0,19.0,41.0,46.0,8.0,38.0,8.0,87.0,10.0,3.0,84.0,16.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,10.0,9.0,8.0,7.0,6.0,5.0,12.0,1.0,10.0,10.0,9.0,8.0,7.0,5.0,2.0,1.0,1.0,1.0,2.0,2.0,,11.0,,,14.0,6.0,0.0,2.0,2.0,1.0,1.0,1.0,0.0,24.0,14.0,19.0,7.0
53,332915,99,96.0,95.0,94.0,89.0,96.0,100,0,7.0,30.0,33.0,30.0,96,84.0,28.0,8.0,14.0,21.0,28.0,82.0,55.0,19.0,19.0,92.0,92.0,28.0,51.0,92.0,64.0,84.0,60.0,75.0,16.0,55.0,50.0,39.0,41.0,17.0,14.0,11,4,89.0,87.0,85.0,80.0,84.0,78.0,48.0,70.0,76.0,59.0,64.0,66.0,48.0,32.0,48.0,38.0,17,33.0,28.0,7,32.0,23.0,34.0,5,22,20.0,35.0,28.0,32.0,31.0,39.0,12.0,10.0,2,6.0,3.0,4,4.0,4.0,2,2,96,96,61.0,96.0,85.0,96.0,94.0,78.0,87.0,81.0,81.0,84.0,77.0,56.0,61.0,22.0,82.0,70.0,10.0,2,9.0,47.0,38.0,7.0,40.0,8,2,2,4,5,19.0,11,17.0,1,4,7,0,4,2,2,2,0,0,1,0,1,2,2,1,56.0,42.0,23.0,40.0,20.0,10.0,13.0,4.0,42.0,50.0,8.0,65.0,5.0,17.0,13.0,71.0,15.0,15.0,91.0,9.0,2.0,1.0,1.0,1.0,1.0,3.0,3.0,17.0,16.0,15.0,13.0,10.0,8.0,23.0,3.0,20.0,18.0,17.0,16.0,13.0,9.0,2.0,1.0,3.0,1.0,4.0,5.0,,20.0,8.0,,,8.0,1.0,5.0,4.0,3.0,3.0,2.0,1.0,41.0,30.0,32.0,18.0
