ID,Energiedragers,Perioden,TotaalAanbodTPES_1,Winning_2,Invoer_3,Uitvoer_4,NettoInvoer_5,Bunkering_6,Voorraadmutatie_7,StatistischeVerschillen_8,TotaalEnergieverbruik_9,TotaalInzet_10,InzetElektriciteitWKKOmzetting_11,InzetAndereOmzetting_12,TotaalProductie_13,ProductieElektriciteitWKKOmzetting_14,ProductieAndereOmzetting_15,TotaalSaldoEnergieomzetting_16,SaldoElektriciteitWKKOmzetting_17,SaldoAndereOmzetting_18,Totaal_19,ElektriciteitsEnWarmteproductie_20,WinningVanOlieEnGas_21,Cokesfabrieken_22,Hoogovens_23,OlieraffinageInstallaties_24,WaterstofproductieInstallaties_25,OverigeInstallaties_26,VerliezenBijDistributie_27,TotaalFinaalVerbruik_28,Totaal_29,Totaal_30,IJzerEnStaalindustrie_31,ChemieEnFarmaceutischeIndustrie_32,NonFerrometalen_33,Bouwmaterialenindustrie_34,Transportmiddelenindustrie_35,MetaalproductenEnMachineIndustrie_36,DelfstoffenwinningGeenOlieEnGas_37,VoedingsEnGenotmiddelenindustrie_38,PapierEnGrafischeIndustrie_39,Houtindustrie_40,Bouwnijverheid_41,TextielKledingEnLederindustrie_42,OverigeIndustrieEnOnbekend_43,Totaal_44,BinnenlandseLuchtvaart_45,Wegverkeer_46,Railverkeer_47,Pijpleidingen_48,BinnenlandseScheepvaart_49,Onbekend_50,Totaal_51,DienstenAfvalWaterEnReparatie_52,Woningen_53,Landbouw_54,Visserij_55,Onbekend_56,Totaal_57,NijverheidExclusiefDeEnergiesector_58,WaarvanChemieEnPetrochemie_59,Vervoer_60,OverigeAfnemers_61
3880,E006595   ,1955JJ00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3881,E006595   ,1956JJ00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3882,E006595   ,1957JJ00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3883,E006595   ,1958JJ00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3884,E006595   ,1959JJ00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3885,E006595   ,1960JJ00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3886,E006595   ,1961JJ00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3887,E006595   ,1962JJ00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3888,E006595   ,1963JJ00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3889,E006595   ,1964JJ00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3890,E006595   ,1965JJ00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3891,E006595   ,1966JJ00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3892,E006595   ,1967JJ00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3893,E006595   ,1968JJ00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3894,E006595   ,1969JJ00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3895,E006595   ,1970JJ00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3896,E006595   ,1971JJ00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3897,E006595   ,1972JJ00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3898,E006595   ,1973JJ00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3899,E006595   ,1974JJ00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3900,E006595   ,1975JJ00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3901,E006595   ,1976JJ00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3902,E006595   ,1977JJ00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3903,E006595   ,1978JJ00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3904,E006595   ,1979JJ00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3905,E006595   ,1980JJ00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3906,E006595   ,1981JJ00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3907,E006595   ,1982JJ00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3908,E006595   ,1983JJ00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3909,E006595   ,1984JJ00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3910,E006595   ,1985JJ00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3911,E006595   ,1986JJ00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3912,E006595   ,1987JJ00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3913,E006595   ,1988JJ00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3914,E006595   ,1989JJ00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3915,E006595   ,1990JJ00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3916,E006595   ,1991JJ00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3917,E006595   ,1992JJ00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3918,E006595   ,1993JJ00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3919,E006595   ,1994JJ00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3920,E006595   ,1995JJ00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3921,E006595   ,1996JJ00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3922,E006595   ,1997JJ00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3923,E006595   ,1998JJ00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3924,E006595   ,1999JJ00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3925,E006595   ,2000JJ00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3926,E006595   ,2001JJ00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3927,E006595   ,2002JJ00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3928,E006595   ,2003JJ00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3929,E006595   ,2004JJ00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3930,E006595   ,2005JJ00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3931,E006595   ,2006JJ00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3932,E006595   ,2007JJ00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3933,E006595   ,2008JJ00,0.1,0.1,,,,,,,0.1,,,,,,,,,,,,,,,,,,,0.1,0.1,,,,,,,,,,,,,,,,,,,,,,0.1,,,0.1,,,,,,,
3934,E006595   ,2009JJ00,0.1,0.1,,,,,,,0.1,,,,,,,,,,,,,,,,,,,0.1,0.1,,,,,,,,,,,,,,,,,,,,,,0.1,,,0.1,,,,,,,
3935,E006595   ,2010JJ00,0.3,0.3,,,,,,,0.3,,,,,,,,,,,,,,,,,,,0.3,0.3,,,,,,,,,,,,,,,,,,,,,,0.3,,,0.3,,,,,,,
3936,E006595   ,2011JJ00,0.3,0.3,,,,,,,0.3,,,,,,,,,,,,,,,,,,,0.3,0.3,,,,,,,,,,,,,,,,,,,,,,0.3,,,0.3,,,,,,,
3937,E006595   ,2012JJ00,0.5,0.5,,,,,,,0.5,,,,,,,,,,,,,,,,,,,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,0.5,,,0.5,,,,,,,
3938,E006595   ,2013JJ00,1.0,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,1.0,,,1.0,,,,,,,
3939,E006595   ,2014JJ00,1.5,1.5,,,,,,,1.5,,,,,,,,,,,,,,,,,,,1.5,1.5,,,,,,,,,,,,,,,,,,,,,,1.5,,,1.5,,,,,,,
3940,E006595   ,2015JJ00,2.4,2.4,,,,,,,2.4,,,,,,,,,,,,,,,,,,,2.4,2.4,,,,,,,,,,,,,,,,,,,,,,2.4,,,2.4,,,,,,,
3941,E006595   ,2016JJ00,2.8,2.8,,,,,,,2.8,,,,,,,,,,,,,,,,,,,2.8,2.8,,,,,,,,,,,,,,,,,,,,,,2.8,,,2.8,,,,,,,
3942,E006595   ,2017JJ00,3.0,3.0,,,,,,,3.0,,,,,,,,,,,,,,,,,,,3.0,3.0,,,,,,,,,,,,,,,,,,,,,,3.0,,,3.0,,,,,,,
3943,E006595   ,2018JJ00,3.7,3.7,,,,,,,3.7,,,,,,,,,,,,,,,,,,,3.7,3.7,,,,,,,,,,,,,,,,,,,,,,3.7,,,3.7,,,,,,,
3944,E006595   ,2019JJ00,5.6,5.6,,,,,,,5.6,,,,,,,,,,,,,,,,,,,5.6,5.6,,,,,,,,,,,,,,,,,,,,,,5.6,,,5.6,,,,,,,
3945,E006595   ,2020JJ00,6.2,6.2,,,,,,,6.2,,,,,,,,,,,,,,,,,,,6.2,6.2,,,,,,,,,,,,,,,,,,,,,,6.2,,,6.2,,,,,,,
3946,E006595   ,2021JJ00,6.3,6.3,,,,,,,6.3,,,,,,,,,,,,,,,,,,,6.3,6.3,,,,,,,,,,,,,,,,,,,,,,6.3,,,6.3,,,,,,,
3947,E006595   ,2022JJ00,6.8,6.8,,,,,,,6.8,,,,,,,,,,,,,,,,,,,6.8,6.8,,,,,,,,,,,,,,,,,,,,,,6.8,,,6.8,,,,,,,
3948,E006595   ,2023JJ00,6.8,6.8,,,,,,,6.8,,,,,,,,,,,,,,,,,,,6.8,6.8,,,,,,,,,,,,,,,,,,,,,,6.8,,,6.8,,,,,,,
3949,E006595   ,2024JJ00,7.5,7.5,,,,,,,7.5,,,,,,,,,,,,,,,,,,,7.5,7.5,,,,,,,,,,,,,,,,,,,,,,7.5,,,7.5,,,,,,,
3950,E006629   ,1946JJ00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3951,E006629   ,1947JJ00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3952,E006629   ,1948JJ00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3953,E006629   ,1949JJ00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3954,E006629   ,1950JJ00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3955,E006629   ,1951JJ00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3956,E006629   ,1952JJ00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3957,E006629   ,1953JJ00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3958,E006629   ,1954JJ00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3959,E006629   ,1955JJ00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3960,E006629   ,1956JJ00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3961,E006629   ,1957JJ00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3962,E006629   ,1958JJ00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3963,E006629   ,1959JJ00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3964,E006629   ,1960JJ00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3965,E006629   ,1961JJ00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3966,E006629   ,1962JJ00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3967,E006629   ,1963JJ00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3968,E006629   ,1964JJ00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3969,E006629   ,1965JJ00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3970,E006629   ,1966JJ00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3971,E006629   ,1967JJ00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3972,E006629   ,1968JJ00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3973,E006629   ,1969JJ00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3974,E006629   ,1970JJ00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3975,E006629   ,1971JJ00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3976,E006629   ,1972JJ00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3977,E006629   ,1973JJ00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3978,E006629   ,1974JJ00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3979,E006629   ,1975JJ00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3980,E006629   ,1976JJ00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3981,E006629   ,1977JJ00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3982,E006629   ,1978JJ00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3983,E006629   ,1979JJ00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3984,E006629   ,1980JJ00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3985,E006629   ,1981JJ00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3986,E006629   ,1982JJ00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3987,E006629   ,1983JJ00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3988,E006629   ,1984JJ00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3989,E006629   ,1985JJ00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3990,E006629   ,1986JJ00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3991,E006629   ,1987JJ00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3992,E006629   ,1988JJ00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3993,E006629   ,1989JJ00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3994,E006629   ,1990JJ00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3995,E006629   ,1991JJ00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3996,E006629   ,1992JJ00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3997,E006629   ,1993JJ00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3998,E006629   ,1994JJ00,0.0,0.0,,,,,,,0.0,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,
3999,E006629   ,1995JJ00,0.0,0.0,,,,,,,0.0,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,
4000,E006629   ,1996JJ00,0.0,0.0,,,,,,,0.0,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,
4001,E006629   ,1997JJ00,0.1,0.1,,,,,,,0.1,,,,,,,,,,,,,,,,,,,0.1,0.1,,,,,,,,,,,,,,,,,,,,,,0.1,0.0,0.0,0.0,,,,,,,
4002,E006629   ,1998JJ00,0.1,0.1,,,,,,,0.1,,,,,,,,,,,,,,,,,,,0.1,0.1,,,,,,,,,,,,,,,,,,,,,,0.1,0.0,0.1,0.0,,,,,,,
4003,E006629   ,1999JJ00,0.1,0.1,,,,,,,0.1,,,,,,,,,,,,,,,,,,,0.1,0.1,,,,,,,,,,,,,,,,,,,,,,0.1,0.1,0.1,0.0,,,,,,,
4004,E006629   ,2000JJ00,0.2,0.2,,,,,,,0.2,,,,,,,,,,,,,,,,,,,0.2,0.2,,,,,,,,,,,,,,,,,,,,,,0.2,0.1,0.1,0.0,,,,,,,
4005,E006629   ,2001JJ00,0.2,0.2,,,,,,,0.2,,,,,,,,,,,,,,,,,,,0.2,0.2,,,,,,,,,,,,,,,,,,,,,,0.2,0.1,0.1,0.0,,,,,,,
4006,E006629   ,2002JJ00,0.3,0.3,,,,,,,0.3,,,,,,,,,,,,,,,,,,,0.3,0.3,,,,,,,,,,,,,,,,,,,,,,0.3,0.1,0.1,0.0,,,,,,,
4007,E006629   ,2003JJ00,0.4,0.4,,,,,,,0.4,,,,,,,,,,,,,,,,,,,0.4,0.4,,,,,,,,,,,,,,,,,,,,,,0.4,0.2,0.2,0.1,,,,,,,
4008,E006629   ,2004JJ00,0.5,0.5,,,,,,,0.5,,,,,,,,,,,,,,,,,,,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,0.5,0.3,0.2,0.1,,,,,,,
4009,E006629   ,2005JJ00,0.7,0.7,,,,,,,0.7,,,,,,,,,,,,,,,,,,,0.7,0.7,,,,,,,,,,,,,,,,,,,,,,0.7,0.4,0.2,0.1,,,,,,,
4010,E006629   ,2006JJ00,0.9,0.9,,,,,,,0.9,,,,,,,,,,,,,,,,,,,0.9,0.9,,,,,,,,,,,,,,,,,,,,,,0.9,0.5,0.3,0.1,,,,,,,
4011,E006629   ,2007JJ00,1.2,1.2,,,,,,,1.2,,,,,,,,,,,,,,,,,,,1.2,1.2,,,,,,,,,,,,,,,,,,,,,,1.2,0.7,0.4,0.2,,,,,,,
4012,E006629   ,2008JJ00,1.7,1.7,,,,,,,1.7,,,,,,,,,,,,,,,,,,,1.7,1.7,,,,,,,,,,,,,,,,,,,,,,1.7,0.9,0.5,0.3,,,,,,,
4013,E006629   ,2009JJ00,2.2,2.2,,,,,,,2.2,,,,,,,,,,,,,,,,,,,2.2,2.2,,,,,,,,,,,,,,,,,,,,,,2.2,1.2,0.7,0.3,,,,,,,
4014,E006629   ,2010JJ00,2.7,2.7,,,,,,,2.7,,,,,,,,,,,,,,,,,,,2.7,2.7,,,,,,,,,,,,,,,,,,,,,,2.7,1.6,0.9,0.3,,,,,,,
4015,E006629   ,2011JJ00,3.3,3.3,,,,,,,3.3,,,,,,,,,,,,,,,,,,,3.3,3.3,,,,,,,,,,,,,,,,,,,,,,3.3,1.9,1.1,0.3,,,,,,,
4016,E006629   ,2012JJ00,3.8,3.8,,,,,,,3.8,,,,,,,,,,,,,,,,,,,3.8,3.8,,,,,,,,,,,,,,,,,,,,,,3.8,2.3,1.2,0.3,,,,,,,
4017,E006629   ,2013JJ00,4.4,4.4,,,,,,,4.4,,,,,,,,,,,,,,,,,,,4.4,4.4,,,,,,,,,,,,,,,,,,,,,,4.4,2.7,1.4,0.3,,,,,,,
4018,E006629   ,2014JJ00,5.0,5.0,,,,,,,5.0,,,,,,,,,,,,,,,,,,,5.0,5.0,,,,,,,,,,,,,,,,,,,,,,5.0,3.2,1.5,0.3,,,,,,,
4019,E006629   ,2015JJ00,5.7,5.7,,,,,,,5.7,,,,,,,,,,,,,,,,,,,5.7,5.7,,,,,,,,,,,,,,,,,,,,,,5.7,3.7,1.7,0.3,,,,,,,
4020,E006629   ,2016JJ00,6.5,6.5,,,,,,,6.5,,,,,,,,,,,,,,,,,,,6.5,6.5,,,,,,,,,,,,,,,,,,,,,,6.5,4.2,2.0,0.3,,,,,,,
4021,E006629   ,2017JJ00,7.6,7.6,,,,,,,7.6,,,,,,,,,,,,,,,,,,,7.6,7.6,,,,,,,,,,,,,,,,,,,,,,7.6,4.7,2.6,0.3,,,,,,,
4022,E006629   ,2018JJ00,9.1,9.1,,,,,,,9.1,,,,,,,,,,,,,,,,,,,9.1,9.1,,,,,,,,,,,,,,,,,,,,,,9.1,5.4,3.3,0.3,,,,,,,
4023,E006629   ,2019JJ00,10.9,10.9,,,,,,,10.9,,,,,,,,,,,,,,,,,,,10.9,10.9,,,,,,,,,,,,,,,,,,,,,,10.9,6.0,4.5,0.3,,,,,,,
4024,E006629   ,2020JJ00,13.3,13.3,,,,,,,13.3,,,,,,,,,,,,,,,,,,,13.3,13.3,,,,,,,,,,,,,,,,,,,,,,13.3,6.8,6.3,0.3,,,,,,,
4025,E006629   ,2021JJ00,16.0,16.0,,,,,,,16.0,,,,,,,,,,,,,,,,,,,16.0,16.0,,,,,,,,,,,,,,,,,,,,,,16.0,7.5,8.2,0.3,,,,,,,
4026,E006629   ,2022JJ00,20.2,20.2,,,,,,,20.2,,,,,,,,,,,,,,,,,,,20.2,20.2,,,,,,,,,,,,,,,,,,,,,,20.2,8.6,11.3,0.3,,,,,,,
4027,E006629   ,2023JJ00,25.5,25.5,,,,,,,25.5,,,,,,,,,,,,,,,,,,,25.5,25.5,,,,,,,,,,,,,,,,,,,,,,25.5,9.8,15.4,0.3,,,,,,,
4028,E006629   ,2024JJ00,29.6,29.6,,,,,,,29.6,,,,,,,,,,,,,,,,,,,29.6,29.6,,,,,,,,,,,,,,,,,,,,,,29.6,11.0,18.2,0.4,,,,,,,
4029,E006566   ,1946JJ00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4030,E006566   ,1947JJ00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4031,E006566   ,1948JJ00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4032,E006566   ,1949JJ00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4033,E006566   ,1950JJ00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4034,E006566   ,1951JJ00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
