ID,BedrijfstakkenBranchesSBI2008,PersoneelDatWerktMetInternet_1,Bedrijfsemails_2,Bedrijfsdocumenten_3,BedrijfsapplicatiesOfSoftware_4,Telewerkers_5,TelewerkKomtVoor_6,InternetVast_7,MinderDan30MbitS_8,k_30Tot100MbitS_9,k_100Tot500MbitS_10,k_500MbitSTot1GbitS_11,TenMinste1GbitS_12,BedrijvenMetWebsite_13,BeschrijvingenVanProductenPrijslijst_14,OnlineBestellenBoekenOfReserveren_15,ProductaanpassingDoorKlant_16,BestellingOnlineVolgen_17,KlantspecifiekeInfoVoorDeBezoeker_18,VirtueleKlantenservice_19,OnlineSolliciteren_20,Meertalig_21,MobieleAppVoorKlanten_22,SocialeMediaGebruikt_23,SocialeNetwerkenBijvFacebook_24,BlogsOfMicroblogsBijvTwitter_25,MultimediaDelenBijvYouTube_26,MarketingProductenBedrijfsimago_27,MeningenKlantReagerenOpVragen_28,BetrekkingKlantBijProductontwikkeling_29,SamenwerkenMetZakenrelaties_30,WervenVanPersoneel_31,KennisUitwisselingBinnenHetBedrijf_32,OnlineAdvertenties_33,Zoektermen_34,ProfielVolgen_35,GeografischeLocatie_36,Anders_37,BusinessSoftwareGebruikt_38,ERPSoftware_39,CRMSoftware_40,BISoftware_41,DataUitwisseling_42,EigenBedrijf_43,ExternBedrijf_44,Transactiegegevens_45,Klantgegevens_46,SocialeMediaGegevens_47,Webdata_48,GeolocatieGegevens_49,SlimmeApparatenGegevens_50,OverheidGegevens_51,SatellietenGegevens_52,EigenDataVerkocht_53,ExterneDataGekocht_54,ClouddienstenGebruikt_55,EMail_56,OfficeSoftware_57,OpslagDatabases_58,BestandenOpslaan_59,BoekhoudingSoftware_60,ERPSoftware_61,KlantbeheerSoftware_62,Veiligheidssoftware_63,Rekenkracht_64,Rekenplatform_65,BestandenOfDatabasesOpslag_66,AIGebruikt_67,TextMining_68,Spraakherkenning_69,NaturalLanguageGeneration_70,AfbeeldingHerkenning_71,MachineLearning_72,RobotOndersteundeProcesautomatisering_73,ServiceRobotsOfAutonomeVoertuigen_74,VoorMarketingOfVerkoop_75,Productieprocessen_76,AdministratieveProcessenBestuurtaken_77,Logistiek_78,ICTBeveiliging_79,BoekhoudingControleFinancieelBeheer_80,OnderzoekOntwikkelingOfInnovatie_81,EigenWerknemersOntwikkeld_82,CommercieelZelfAangepast_83,OpenSourceZelfAangepast_84,CommercieelGebruikt_85,ExternOntwikkeld_86,HeeftAIOverwogen_87,KostenZijnTeHoog_88,GebrekAanRelevanteErvaringInBedrijf_89,IncompatibiliteitBestaandeICTSysteem_90,MoeilijkhedenBeschikbaarheidGegevens_91,BezorgdheidSchendingGegevensbescherm_92,OnduidelijkheidOverJuridischeGevolgen_93,EthischeOverwegingen_94,NietNuttigVoorOnderneming_95,GebruiktEenOfMeerAITechnologieen_96,GebruiktTweeOfMeerAITechnologieen_97,GebruiktDrieOfMeerAITechnologieen_98,GebruiktVierOfMeerAITechnologieen_99,Antivirussoftware_100,BeleidVoorSterkeWachtwoorden_101,BiometrischeMethoden_102,AuthenticatieViaSoftOfHardwaretoken_103,EncryptieVanData_104,GegevensOpAndereFysiekeLocatie_105,NetworkAccessControl_106,VPNInternetgebruikBuitenHetBedrijf_107,LogbestandenVoorAnalyseIncidenten_108,MethodesVoorBeoordelenICTVeiligheid_109,Risicoanalyses_110,ICTVeiligheidVolgEnDetectiesysteem_111,VrijwilligeTraining_112,VerplichteTraining_113,MetContract_114,ICTVeiligheidsdocumentenAanwezig_115,MinderDan12MaandenGeleden_116,TussenDe12En24MaandenGeleden_117,MeerDan24MaandenGeleden_118,UitbesteedAanExternBedrijf_119,EigenPersoneel_120,EigenPersoneelEnExternBedrijf_121,NietVanToepassing_122,IncidentMetInterneOorzaakGehad_123,IncidentDoorAanvalVanBuitenGehad_124,UitvalICTDienstDoorVeiligheidsinc_125,VernietigingDataDoorVeiligheidsinc_126,OnthullingDoorInternIncident_127,UitvalICTDienstDoorAanvalBuitenaf_128,VernietigingDataAanvalVanBuitenaf_129,OnthullingGegevensDoorICTInbraak_130,KostenIncidentInternGehad_131,KostenIncidentAanvalBuitenafGehad_132,UitvalICTDienstDoorVeiligheidsinc_133,VernietigingDataDoorVeiligheidsinc_134,OnthullingDoorInternIncident_135,UitvalICTDienstDoorAanvalBuitenaf_136,VernietigingDataAanvalBuitenaf_137,OnthullingDoorICTInbraak_138,Kosten1VanDeTotaleOmzet_139,Kosten1Tot2VanDeTotaleOmzet_140,Kosten2Tot5VanDeTotaleOmzet_141,Kosten5Tot10VanDeTotaleOmzet_142,Kosten10Tot50VanDeTotaleOmzet_143,Kosten50VanDeTotaleOmzet_144,Kosten1VanDeTotaleOmzet_145,Kosten1Tot2VanDeTotaleOmzet_146,Kosten2Tot5VanDeTotaleOmzet_147,Kosten5Tot10VanDeTotaleOmzet_148,Kosten10Tot50VanDeTotaleOmzet_149,Kosten50VanDeTotaleOmzet_150,RansomwareAanvalGehad_151,LosgeldBetaald_152,BetalingLosgeldZinvol_153,AndereKostenRansomwareAanvalGehad_154,k_1VanDeTotaleOmzet_155,k_1Tot2VanDeTotaleOmzet_156,k_2Tot5VanDeTotaleOmzet_157,k_5Tot10VanDeTotaleOmzet_158,k_10Tot50VanDeTotaleOmzet_159,k_50VanDeTotaleOmzet_160,Kosten1VanDeTotaleOmzet_161,Kosten1Tot2VanDeTotaleOmzet_162,Kosten2Tot5VanDeTotaleOmzet_163,Kosten5Tot10VanDeTotaleOmzet_164,Kosten10Tot50VanDeTotaleOmzet_165,Kosten50VanDeTotaleOmzet_166,Politie_167,Cybersecurity_168,VerzekeringICTVeiligheidsincidenten_169,GezochtNaarMeldingenCyberdreigingen_170,BekendMetDTC_171,DTCWebsiteAlsBronGebruikt_172,EFactuur_173,ElektronischMaarGeenEFactuur_174,PapierenVorm_175,MinderDan10_176,TenMinste10Tot25_177,TenMinste25Tot50_178,TenMinste50Tot75_179,TenMinste75_180,VerkoopViaWebsiteOfApp_181,Bedrijven_182,Overheidsorganisaties_183,NederlandseConsumenten_184,BuitenlandseConsumenten_185,Verkoopwaarde1VanDeTotaleOmzet_186,Verkoopwaarde1VanDeTotaleOmzet_187,Verkoopwaarde2VanDeTotaleOmzet_188,Verkoopwaarde5VanDeTotaleOmzet_189,Verkoopwaarde10VanDeTotaleOmzet_190,Verkoopwaarde25VanDeTotaleOmzet_191,Verkoopwaarde50VanDeTotaleOmzet_192,ViaWebsiteOfAppsVanEigenBedrijf_193,PercentageOmzetViaOnlinePlatforms_194,VerkoopViaECommerce_195,Verkoopwaarde1VanDeTotaleOmzet_196,Verkoopwaarde1VanDeTotaleOmzet_197,Verkoopwaarde2VanDeTotaleOmzet_198,Verkoopwaarde5VanDeTotaleOmzet_199,Verkoopwaarde10VanDeTotaleOmzet_200,Verkoopwaarde25VanDeTotaleOmzet_201,Verkoopwaarde50VanDeTotaleOmzet_202,ViaEen_203,ViaTwee_204,ViaDrieOfMeer_205,MeerDan75VanOmzetUitEenPlatform_206,BetaaldAanPlatforms_207,VerkoopViaEDI_208,Verkoopwaarde1VanDeTotaleOmzet_209,Verkoopwaarde1VanDeTotaleOmzet_210,Verkoopwaarde2VanDeTotaleOmzet_211,Verkoopwaarde5VanDeTotaleOmzet_212,Verkoopwaarde10VanDeTotaleOmzet_213,Verkoopwaarde25VanDeTotaleOmzet_214,Verkoopwaarde50VanDeTotaleOmzet_215
41,800023,95,90.0,86.0,87.0,72,91.0,100,2,19.0,36.0,26.0,17.0,91.0,76.0,43.0,7.0,10.0,22.0,14.0,61.0,28.0,11.0,85.0,84.0,25.0,42.0,91.0,39.0,26.0,38.0,75.0,29.0,38.0,31.0,14.0,18.0,24.0,72.0,45.0,62.0,29.0,22.0,51.0,15.0,39.0,28.0,23.0,22.0,10.0,9.0,8.0,6,1,3.0,78.0,70.0,62.0,56.0,66.0,63.0,28.0,47.0,53.0,22.0,19.0,70.0,18.0,11,6.0,6,4,6,6.0,3,6.0,6.0,4.0,1.0,3.0,5.0,2.0,5.0,5.0,3.0,,4.0,10.0,,,2.0,2.0,1.0,2.0,0.0,1.0,18.0,11.0,6,3,95.0,82.0,29.0,70.0,50.0,86.0,80.0,60.0,66.0,49.0,47.0,27.0,34.0,19.0,33.0,48.0,40.0,4.0,3,37.0,23.0,25.0,16.0,26.0,5,24.0,5,2.0,3,1,2,8,3,7.0,0.0,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,26.0,16.0,15.0,,34.0,89.0,38.0,6.0,3.0,2,2.0,,24.0,,6.0,,7.0,3.0,,,,11.0,8.0,8.0,,10.0,25.0,3.0,23.0,18.0,15.0,13.0,10.0,10.0,,1.0,1.0,0.0,,3,,,,,,,
42,410300,92,94.0,90.0,86.0,70,90.0,100,2,19.0,29.0,30.0,19.0,97.0,91.0,58.0,15.0,23.0,31.0,16.0,66.0,43.0,19.0,92.0,92.0,26.0,57.0,95.0,53.0,,,91.0,30.0,59.0,47.0,32.0,34.0,41.0,79.0,68.0,58.0,45.0,29.0,56.0,34.0,47.0,41.0,30.0,19.0,14.0,14.0,17.0,4,0,8.0,75.0,68.0,68.0,57.0,64.0,57.0,,,53.0,30.0,31.0,66.0,14.0,4,2.0,0,2,7,9.0,2,3.0,4.0,,2.0,,,2.0,5.0,,3.0,,,6.0,,,1.0,,,1.0,0.0,1.0,14.0,8.0,2,1,99.0,89.0,31.0,83.0,65.0,94.0,87.0,71.0,76.0,73.0,73.0,,,32.0,,59.0,54.0,4.0,1,37.0,31.0,27.0,6.0,34.0,17,31.0,6,3.0,10,3,5,7,5,7.0,1.0,0.0,,,0.0,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,39.0,18.0,25.0,,43.0,95.0,,7.0,2.0,7,4.0,,39.0,,2.0,,,7.0,,,,,,,,8.0,39.0,5.0,34.0,29.0,28.0,24.0,18.0,16.0,2.0,2.0,,,,6,0.0,,,,,,
43,412700,89,72.0,67.0,64.0,75,70.0,95,4,25.0,33.0,18.0,14.0,83.0,65.0,13.0,2.0,2.0,18.0,10.0,69.0,28.0,10.0,72.0,72.0,17.0,36.0,89.0,35.0,28.0,53.0,96.0,29.0,44.0,30.0,18.0,20.0,30.0,56.0,28.0,51.0,20.0,9.0,32.0,14.0,22.0,15.0,19.0,15.0,6.0,2.0,4.0,2,0,4.0,58.0,53.0,47.0,48.0,52.0,47.0,22.0,37.0,45.0,14.0,13.0,54.0,12.0,6,2.0,4,2,2,5.0,1,5.0,1.0,5.0,0.0,3.0,3.0,3.0,2.0,2.0,2.0,7.0,4.0,5.0,2.0,4.0,3.0,2.0,2.0,2.0,1.0,0.0,12.0,5.0,3,2,93.0,82.0,31.0,77.0,48.0,83.0,64.0,40.0,49.0,39.0,38.0,28.0,26.0,16.0,27.0,39.0,29.0,6.0,4,41.0,19.0,13.0,27.0,17.0,5,16.0,2,3.0,4,2,1,3,2,2.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,23.0,9.0,13.0,5.0,38.0,86.0,28.0,6.0,2.0,1,2.0,26.0,8.0,,11.0,15.0,1.0,2.0,6.0,5.0,5.0,4.0,2.0,1.0,79.0,21.0,8.0,2.0,6.0,5.0,5.0,4.0,2.0,2.0,1.0,1.0,0.0,1.0,,1,0.0,,,,,,0.0
44,413700,100,,,,85,,100,0,,,,9.0,95.0,87.0,,,,,,,,21.0,94.0,94.0,,,95.0,,,,,,,,,,,,,,,,,,,,,,,9.0,,7,0,4.0,,,,,,,22.0,,,,,,14.0,8,4.0,6,1,10,8.0,3,,,,,,1.0,,,,,,,16.0,,,,,,,,,14.0,12.0,5,5,96.0,,,,,,,,,,,,,,,,,,0,,,,,,18,,3,5.0,14,5,6,9,6,,0.0,1.0,,0.0,0.0,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,16.0,,,,,,3.0,3,,,,,,,,3.0,,,,,,,,8.0,,3.0,,,,,,,,,,,,15,,,,,,,
45,900011,51,66.0,63.0,58.0,41,68.0,99,5,21.0,36.0,23.0,14.0,87.0,74.0,25.0,6.0,8.0,14.0,11.0,58.0,21.0,8.0,74.0,74.0,13.0,32.0,86.0,34.0,25.0,44.0,85.0,23.0,35.0,27.0,11.0,15.0,18.0,56.0,33.0,45.0,24.0,8.0,27.0,12.0,19.0,15.0,13.0,11.0,9.0,5.0,5.0,3,0,3.0,52.0,44.0,37.0,36.0,43.0,41.0,18.0,24.0,39.0,11.0,13.0,44.0,12.0,3,4.0,4,5,4,5.0,2,2.0,2.0,3.0,1.0,4.0,3.0,2.0,2.0,3.0,1.0,5.0,6.0,5.0,2.0,4.0,2.0,3.0,2.0,2.0,1.0,1.0,12.0,6.0,3,2,92.0,81.0,22.0,60.0,42.0,83.0,69.0,47.0,52.0,46.0,43.0,33.0,26.0,15.0,29.0,37.0,30.0,5.0,2,44.0,14.0,17.0,25.0,19.0,6,17.0,1,3.0,2,0,4,2,1,2.0,0.0,0.0,1.0,,1.0,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,32.0,10.0,16.0,6.0,37.0,85.0,57.0,5.0,1.0,1,5.0,25.0,18.0,,5.0,,5.0,3.0,,,11.0,8.0,5.0,3.0,,16.0,19.0,3.0,16.0,14.0,13.0,10.0,7.0,4.0,2.0,,1.0,,,2,0.0,2.0,2.0,2.0,2.0,1.0,1.0
46,422500,98,87.0,81.0,76.0,72,87.0,100,1,16.0,36.0,28.0,18.0,98.0,92.0,32.0,2.0,3.0,36.0,9.0,63.0,18.0,22.0,77.0,76.0,15.0,42.0,82.0,41.0,28.0,48.0,85.0,28.0,28.0,21.0,6.0,16.0,14.0,50.0,20.0,36.0,24.0,27.0,47.0,33.0,22.0,19.0,13.0,12.0,4.0,7.0,10.0,1,1,2.0,67.0,56.0,51.0,55.0,57.0,53.0,18.0,35.0,43.0,21.0,11.0,61.0,14.0,2,8.0,3,2,4,6.0,1,0.0,2.0,5.0,0.0,4.0,2.0,6.0,2.0,2.0,2.0,7.0,3.0,5.0,3.0,,2.0,3.0,3.0,3.0,1.0,0.0,14.0,6.0,3,2,96.0,90.0,27.0,94.0,81.0,92.0,84.0,67.0,81.0,61.0,71.0,42.0,49.0,24.0,46.0,74.0,66.0,5.0,3,39.0,20.0,27.0,13.0,37.0,8,33.0,3,11.0,6,2,3,6,3,6.0,0.0,1.0,,,1.0,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,50.0,15.0,24.0,11.0,37.0,76.0,71.0,4.0,3.0,2,3.0,24.0,12.0,26.0,6.0,,2.0,4.0,,,5.0,4.0,3.0,2.0,,24.0,18.0,6.0,12.0,11.0,9.0,7.0,6.0,4.0,,1.0,0.0,,,7,3.0,,,,3.0,3.0,3.0
47,425305,93,82.0,78.0,77.0,74,82.0,99,2,20.0,39.0,27.0,12.0,96.0,82.0,25.0,2.0,2.0,25.0,5.0,74.0,9.0,21.0,87.0,87.0,19.0,45.0,79.0,30.0,25.0,40.0,89.0,24.0,32.0,17.0,6.0,11.0,18.0,59.0,27.0,48.0,26.0,14.0,29.0,19.0,14.0,13.0,10.0,7.0,4.0,5.0,7.0,1,0,1.0,68.0,60.0,58.0,50.0,57.0,54.0,23.0,42.0,52.0,17.0,13.0,61.0,9.0,2,4.0,4,3,1,3.0,1,1.0,1.0,4.0,0.0,3.0,2.0,1.0,0.0,1.0,1.0,6.0,3.0,5.0,2.0,4.0,2.0,2.0,3.0,2.0,1.0,1.0,9.0,4.0,2,1,96.0,84.0,27.0,76.0,61.0,86.0,68.0,40.0,53.0,40.0,51.0,30.0,44.0,20.0,40.0,60.0,45.0,10.0,4,37.0,17.0,25.0,21.0,28.0,8,23.0,2,8.0,3,0,7,7,1,7.0,1.0,1.0,1.0,0.0,1.0,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,26.0,15.0,23.0,10.0,33.0,84.0,45.0,3.0,2.0,1,3.0,24.0,5.0,13.0,3.0,83.0,1.0,1.0,4.0,4.0,3.0,3.0,3.0,2.0,86.0,14.0,7.0,1.0,6.0,5.0,5.0,5.0,4.0,4.0,1.0,0.0,0.0,0.0,,2,0.0,1.0,1.0,1.0,1.0,1.0,1.0
48,437600,73,,,,55,,100,0,,,,8.0,95.0,,,5.0,,4.0,,,17.0,0.0,,,,,,,,,,,,,5.0,,,,,,,,,4.0,,,0.0,4.0,,0.0,0.0,0,0,0.0,,,,,,,,,,,,,,0,5.0,5,5,5,0.0,0,,0.0,,,0.0,,0.0,,,,0.0,0.0,,,,,,,,0.0,0.0,,5.0,5,0,,,,,,,,,,,,,,,,,,,0,5.0,,,,,4,,0,4.0,0,0,4,4,4,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,8.0,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,5,0.0,,,,,,0.0
49,332905,82,95.0,90.0,88.0,62,92.0,99,2,21.0,34.0,23.0,19.0,96.0,81.0,18.0,5.0,5.0,13.0,7.0,71.0,67.0,6.0,88.0,87.0,23.0,46.0,91.0,25.0,36.0,47.0,85.0,28.0,40.0,29.0,15.0,16.0,23.0,95.0,91.0,66.0,40.0,24.0,55.0,18.0,49.0,35.0,15.0,12.0,10.0,17.0,5.0,3,2,5.0,64.0,49.0,46.0,43.0,47.0,34.0,27.0,27.0,41.0,18.0,15.0,52.0,16.0,4,3.0,3,5,7,7.0,8,2.0,6.0,2.0,3.0,4.0,1.0,4.0,6.0,4.0,6.0,8.0,7.0,9.0,4.0,,5.0,4.0,4.0,5.0,2.0,2.0,16.0,10.0,5,4,99.0,84.0,26.0,72.0,58.0,95.0,86.0,81.0,70.0,63.0,57.0,40.0,42.0,30.0,33.0,55.0,48.0,5.0,1,35.0,21.0,33.0,11.0,28.0,9,27.0,4,2.0,6,2,3,11,2,11.0,1.0,0.0,2.0,0.0,1.0,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,33.0,22.0,27.0,9.0,30.0,95.0,47.0,6.0,1.0,2,3.0,17.0,14.0,,5.0,5.0,4.0,5.0,9.0,6.0,4.0,3.0,3.0,2.0,,6.0,19.0,4.0,15.0,11.0,8.0,8.0,7.0,4.0,,0.0,0.0,0.0,,9,1.0,8.0,6.0,5.0,4.0,4.0,3.0
50,403405,98,95.0,94.0,91.0,89,94.0,100,1,14.0,38.0,27.0,20.0,96.0,83.0,15.0,3.0,4.0,17.0,9.0,84.0,39.0,7.0,88.0,87.0,27.0,37.0,92.0,26.0,31.0,62.0,92.0,37.0,35.0,25.0,14.0,16.0,22.0,80.0,48.0,69.0,41.0,18.0,52.0,15.0,35.0,27.0,23.0,19.0,9.0,9.0,16.0,5,1,7.0,82.0,72.0,66.0,68.0,72.0,62.0,34.0,47.0,61.0,32.0,26.0,76.0,23.0,8,7.0,6,6,10,8.0,2,4.0,5.0,9.0,1.0,7.0,7.0,6.0,6.0,5.0,5.0,11.0,7.0,10.0,3.0,7.0,4.0,3.0,3.0,3.0,1.0,2.0,23.0,12.0,6,3,98.0,92.0,36.0,86.0,65.0,95.0,89.0,70.0,78.0,62.0,64.0,50.0,56.0,32.0,46.0,71.0,58.0,10.0,3,40.0,21.0,31.0,8.0,31.0,9,26.0,5,7.0,6,2,3,8,3,8.0,2.0,1.0,2.0,1.0,1.0,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,46.0,24.0,24.0,13.0,42.0,95.0,45.0,9.0,2.0,3,4.0,24.0,8.0,56.0,6.0,31.0,7.0,3.0,6.0,5.0,4.0,3.0,2.0,1.0,77.0,23.0,10.0,3.0,7.0,6.0,5.0,4.0,3.0,2.0,2.0,1.0,1.0,0.0,,3,1.0,2.0,2.0,1.0,1.0,1.0,1.0
51,408105,96,93.0,91.0,91.0,76,93.0,100,1,13.0,39.0,30.0,17.0,95.0,78.0,32.0,7.0,6.0,18.0,16.0,68.0,34.0,8.0,90.0,88.0,32.0,56.0,91.0,36.0,34.0,45.0,84.0,33.0,49.0,43.0,25.0,31.0,35.0,79.0,50.0,68.0,34.0,19.0,53.0,14.0,35.0,32.0,26.0,27.0,12.0,8.0,9.0,4,2,7.0,83.0,73.0,69.0,67.0,73.0,68.0,34.0,51.0,61.0,29.0,27.0,78.0,29.0,17,11.0,12,7,11,9.0,3,12.0,9.0,7.0,1.0,6.0,8.0,7.0,8.0,7.0,7.0,16.0,6.0,11.0,3.0,,3.0,,4.0,3.0,2.0,0.0,29.0,19.0,10,5,96.0,87.0,35.0,79.0,59.0,92.0,85.0,66.0,67.0,52.0,52.0,34.0,41.0,25.0,39.0,56.0,46.0,8.0,2,38.0,24.0,24.0,14.0,23.0,9,22.0,4,2.0,7,1,2,7,2,6.0,0.0,1.0,1.0,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,42.0,14.0,14.0,6.0,46.0,91.0,27.0,6.0,4.0,4,1.0,30.0,21.0,54.0,5.0,28.0,13.0,5.0,16.0,14.0,11.0,9.0,7.0,6.0,,9.0,23.0,5.0,18.0,16.0,13.0,11.0,9.0,7.0,,1.0,1.0,1.0,,3,0.0,,,,,,
52,800010,81,70.0,66.0,62.0,68,69.0,97,4,23.0,34.0,20.0,14.0,85.0,69.0,20.0,4.0,5.0,17.0,11.0,65.0,25.0,10.0,74.0,73.0,16.0,35.0,88.0,35.0,27.0,50.0,91.0,27.0,42.0,30.0,16.0,19.0,26.0,57.0,30.0,49.0,23.0,9.0,31.0,14.0,22.0,17.0,17.0,14.0,8.0,4.0,5.0,2,0,3.0,57.0,50.0,43.0,43.0,49.0,45.0,21.0,32.0,43.0,14.0,14.0,51.0,12.0,5,3.0,4,3,3,5.0,1,4.0,2.0,4.0,1.0,4.0,3.0,3.0,2.0,3.0,2.0,6.0,5.0,5.0,2.0,4.0,3.0,3.0,2.0,2.0,1.0,1.0,12.0,6.0,3,2,92.0,82.0,27.0,70.0,46.0,83.0,67.0,44.0,51.0,42.0,41.0,31.0,27.0,17.0,29.0,39.0,30.0,6.0,3,42.0,17.0,15.0,26.0,19.0,6,17.0,1,3.0,4,1,3,3,2,2.0,0.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,27.0,10.0,14.0,6.0,38.0,85.0,40.0,6.0,2.0,1,3.0,26.0,14.0,53.0,7.0,35.0,6.0,2.0,11.0,10.0,9.0,7.0,5.0,3.0,84.0,16.0,15.0,2.0,12.0,11.0,10.0,8.0,6.0,4.0,1.0,2.0,1.0,1.0,,2,0.0,2.0,2.0,2.0,1.0,1.0,1.0
53,332915,97,95.0,95.0,93.0,90,95.0,99,1,8.0,28.0,30.0,32.0,97.0,87.0,33.0,9.0,13.0,29.0,26.0,82.0,50.0,18.0,92.0,90.0,42.0,52.0,94.0,40.0,43.0,64.0,91.0,40.0,56.0,47.0,32.0,33.0,41.0,90.0,64.0,79.0,56.0,27.0,66.0,12.0,49.0,47.0,33.0,35.0,15.0,13.0,16.0,5,3,10.0,86.0,78.0,76.0,76.0,79.0,67.0,43.0,60.0,66.0,49.0,54.0,83.0,36.0,18,12.0,14,12,19,16.0,4,15.0,10.0,13.0,3.0,14.0,11.0,16.0,18.0,14.0,16.0,19.0,9.0,12.0,3.0,8.0,3.0,4.0,3.0,2.0,2.0,3.0,36.0,24.0,15,10,96.0,97.0,48.0,93.0,84.0,95.0,90.0,78.0,88.0,75.0,77.0,61.0,73.0,54.0,60.0,83.0,73.0,9.0,2,8.0,45.0,40.0,7.0,28.0,11,26.0,3,5.0,8,2,3,5,3,5.0,0.0,1.0,2.0,1.0,1.0,58.0,22.0,5.0,11.0,5.0,0.0,97.0,0.0,0.0,0.0,3.0,0.0,1,0.0,0.0,23.0,,,,,,,,19.0,19.0,0.0,0.0,0.0,4.0,21.0,55.0,38.0,38.0,18.0,47.0,93.0,26.0,7.0,3.0,2,2.0,33.0,21.0,67.0,7.0,14.0,12.0,3.0,18.0,17.0,14.0,13.0,11.0,9.0,88.0,12.0,23.0,3.0,20.0,19.0,16.0,15.0,13.0,11.0,1.0,1.0,3.0,2.0,,4,0.0,,,,,,2.0
