ID,VerblijfsrecreatieveLogiesvormen,Perioden,AlleLanden_1,Nederland_2,BuitenlandTotaal_3,EuropaExclusiefNederland_4,Duitsland_5,Belgie_6,GrootBrittannie_7,Frankrijk_8,Zwitserland_9,Italie_10,Spanje_11,Denemarken_12,Zweden_13,OverigeLandenEurozone_14,OverigEuropa_15,Amerika_16,Azie_17,AustralieEnOceanie_18,Afrika_19,AlleLanden_20,Nederland_21,BuitenlandTotaal_22,EuropaExclusiefNederland_23,Duitsland_24,Belgie_25,GrootBrittannie_26,Frankrijk_27,Zwitserland_28,Italie_29,Spanje_30,Denemarken_31,Zweden_32,OverigeLandenEurozone_33,OverigEuropa_34,Amerika_35,Azie_36,AustralieEnOceanie_37,Afrika_38
569,1020,2007MM07,512.8,362.2,150.6,149.2,97.7,36.6,4.5,2.0,1.1,,,3.0,,1.9,1.4,,,,,3275.2,2260.3,1014.9,1005.0,731.5,180.4,26.8,11.4,8.7,,,17.1,,13.2,10.2,,,,
570,1020,2007MM08,615.9,476.8,139.2,136.2,76.7,34.4,13.6,3.8,,,,,,2.9,1.5,,2.3,,,4134.0,3203.0,930.9,908.8,546.7,177.9,100.1,23.9,,,,,,22.3,14.6,,16.7,,
571,1020,2007MM09,513.8,382.1,131.7,130.4,103.0,20.8,2.3,,,,,,,1.4,1.1,,,,,2561.2,1827.5,733.7,727.9,602.7,83.5,16.0,,,,,,,8.6,7.0,,,,
572,1020,2007KW03,1642.5,1221.0,421.5,415.8,277.4,91.7,20.4,6.4,2.3,,1.7,4.0,,6.3,4.0,1.6,3.4,,,9970.3,7290.8,2679.5,2641.7,1880.9,441.8,142.9,38.3,19.2,,10.1,22.7,,44.1,31.8,10.7,22.8,,
573,1020,2007MM10,637.9,512.8,125.0,124.3,91.8,24.0,4.0,,,,,1.1,,,1.1,,,,,2857.2,2217.0,640.3,636.5,504.4,88.7,20.2,,,,,4.6,,,6.3,,,,
574,1020,2007MM11,480.6,381.9,98.7,97.8,44.4,43.0,1.7,5.1,,,,,,2.0,,,,,,1957.4,1523.8,433.6,430.8,218.7,164.3,6.4,21.4,,,,,,13.1,,,,,
575,1020,2007MM12,396.0,320.9,75.0,74.2,37.0,23.8,7.1,2.5,,,,,,2.1,,,,,,1936.8,1537.1,399.7,395.4,211.0,105.2,43.0,13.4,,,,,,12.3,,,,,
576,1020,2007KW04,1514.4,1215.7,298.7,296.2,173.3,90.8,12.8,8.2,1.3,,,1.5,,4.5,2.4,,1.5,,,6751.4,5277.8,1473.6,1462.7,934.1,358.3,69.6,37.5,9.2,,,7.0,,27.6,14.2,,5.2,,
577,1020,2007JJ00,5989.3,4643.4,1345.9,1334.2,862.2,322.6,58.8,41.1,5.4,2.5,3.2,7.9,1.2,17.1,12.2,4.6,5.7,,,29283.1,22102.3,7180.8,7107.7,4909.2,1344.7,344.9,195.7,40.8,14.3,18.6,40.9,6.4,105.4,86.8,30.4,33.5,,
578,1020,2008MM01,337.1,270.2,66.9,66.4,44.4,17.8,1.1,1.5,,,,,,,,,,,,1536.0,1203.3,332.7,330.5,236.2,71.4,5.8,7.6,,,,,,,,,,,
579,1020,2008MM02,443.4,371.6,71.8,71.5,33.4,25.5,3.1,7.3,,,,,,,,,,,,1863.7,1556.0,307.7,305.7,150.0,97.9,14.4,31.9,,,,,,,,,,,
580,1020,2008MM03,476.0,334.1,142.0,141.3,94.3,33.5,6.0,2.9,,,,,,1.0,1.5,,,,,1957.3,1301.9,655.4,652.1,459.6,126.7,29.4,14.0,,,,,,5.3,7.6,,,,
581,1020,2008KW01,1256.5,975.9,280.7,279.3,172.1,76.7,10.2,11.7,,,,1.4,,2.3,2.4,,,,,5357.0,4061.2,1295.8,1288.3,845.8,296.0,49.7,53.5,,,,6.3,,13.4,12.7,,,,
582,1020,2008MM04,438.8,336.6,102.3,101.0,45.5,30.7,7.9,12.8,,,,,,1.4,,,,,,1946.0,1444.5,501.4,493.0,239.0,127.6,42.9,58.8,,,,,,8.2,,,,,
583,1020,2008MM05,641.4,511.6,129.8,128.8,92.3,22.1,8.8,1.7,,,,,,2.0,,,,,,2930.7,2329.9,600.8,595.2,431.8,85.9,47.3,8.0,,,,,,10.1,,,,,
584,1020,2008MM06,513.2,418.6,94.7,93.4,66.9,19.6,3.1,,,,,,,,1.0,,,,,2449.6,1924.9,524.7,515.8,390.7,77.1,21.6,,,,,,,,9.3,,,,
585,1020,2008KW02,1593.5,1266.7,326.7,323.2,204.8,72.4,19.7,15.3,1.2,,,1.4,,4.3,2.8,1.6,,,,7326.3,5699.4,1626.9,1603.9,1061.4,290.6,111.9,70.7,7.0,,,7.2,,23.9,22.4,10.2,,,
586,1020,2008MM07,501.4,355.3,146.1,144.9,101.3,32.1,3.0,1.3,1.2,,,2.3,,1.5,1.4,,,,,3304.6,2330.8,973.8,965.3,728.2,162.6,20.7,7.5,7.4,,,14.6,,10.7,9.8,,,,
587,1020,2008MM08,622.8,481.5,141.3,138.1,75.7,42.8,9.9,3.0,,,,,,3.0,1.2,,2.2,,,3991.5,3107.5,884.1,860.0,513.0,213.2,71.0,15.3,,,,,,20.6,9.5,,15.5,,
588,1020,2008MM09,519.6,406.8,112.8,111.9,85.6,18.1,2.7,,,,,,,1.7,,,,,,2531.1,1915.5,615.7,610.3,492.6,72.4,17.2,,,,,,,10.6,,,,,
589,1020,2008KW03,1643.8,1243.5,400.3,394.9,262.6,93.1,15.6,5.1,2.3,1.2,1.2,3.2,,6.2,3.4,1.2,2.9,,1.1,9827.2,7353.7,2473.5,2435.6,1733.8,448.1,108.8,26.6,15.5,5.4,7.6,19.2,,41.8,24.3,8.6,20.5,,7.4
590,1020,2008MM10,686.2,519.1,167.0,165.9,120.6,34.9,4.9,1.7,,,,,,,1.1,,,,,3142.4,2290.7,851.7,845.7,652.6,142.8,24.4,7.5,,,,,,,4.5,,,,
591,1020,2008MM11,410.6,344.8,65.9,65.6,27.7,31.9,,2.3,,,,,,1.2,,,,,,1713.6,1430.1,283.4,281.8,137.7,114.6,,9.8,,,,,,6.8,,,,,
592,1020,2008MM12,406.8,365.4,41.3,41.1,22.9,14.0,,,,,,,,,1.1,,,,,1807.9,1609.9,198.0,196.3,117.6,57.1,,,,,,,,,5.3,,,,
593,1020,2008KW04,1503.6,1229.4,274.2,272.6,171.2,80.8,6.6,5.0,1.3,,,1.3,,2.4,3.0,,,,,6663.9,5330.7,1333.2,1323.8,907.9,314.5,34.2,22.1,6.7,,,5.7,,13.4,13.7,,,,
594,1020,2008JJ00,5997.4,4715.5,1281.9,1269.9,810.7,323.0,52.0,37.1,5.5,2.7,2.8,7.2,2.2,15.1,11.6,4.6,4.4,,2.0,29174.4,22445.0,6729.4,6651.6,4548.9,1349.3,304.6,172.9,32.8,12.5,15.5,38.5,11.0,92.5,73.1,28.0,30.5,,13.5
595,1020,2009MM01,345.4,277.7,67.8,67.1,45.4,16.9,1.8,1.3,,,,,,,,,,,,1465.8,1162.2,303.6,300.9,212.9,63.8,9.6,5.9,,,,,,,,,,,
596,1020,2009MM02,427.9,365.8,62.1,61.9,28.9,23.0,1.6,6.2,,,,,,,,,,,,1783.8,1530.3,253.5,251.9,123.8,86.2,8.8,22.9,,,,,,,,,,,
597,1020,2009MM03,403.3,342.5,60.8,60.6,33.9,19.6,,4.8,,,,,,,,,,,,1554.2,1292.4,261.7,260.1,153.7,68.6,,21.7,,,,,,,,,,,
598,1020,2009KW01,1176.6,986.0,190.6,189.5,108.2,59.5,4.1,12.4,,,,,,1.8,1.3,,,,,4803.8,3984.9,818.9,813.0,490.4,218.5,24.1,50.5,,,,,,11.0,7.9,,,,
599,1020,2009MM04,542.0,357.1,184.9,184.0,104.8,52.7,8.3,10.4,,,,,,2.0,3.1,,,,,2405.2,1525.2,880.0,875.1,540.9,210.8,41.1,46.1,,,,,,10.1,13.4,,,,
600,1020,2009MM05,641.6,531.2,110.4,109.7,65.6,31.1,6.0,2.7,,,,,,2.7,,,,,,2859.3,2360.6,498.7,494.5,322.6,110.5,30.0,11.3,,,,,,10.9,,,,,
601,1020,2009MM06,543.0,421.5,121.4,120.5,92.2,21.3,1.9,1.0,,,,,,1.5,1.4,,,,,2535.2,1900.6,634.6,627.7,493.4,81.5,12.7,5.2,,,,,,12.0,14.8,,,,
602,1020,2009KW02,1726.5,1309.8,416.7,414.3,262.6,105.1,16.2,14.1,1.4,,,1.5,,6.2,5.4,1.3,,,,7799.7,5786.4,2013.3,1997.4,1356.9,402.9,83.8,62.6,8.8,,,7.3,,32.9,32.9,8.6,,,
603,1020,2009MM07,566.1,409.9,156.2,154.3,103.8,37.4,2.7,1.4,1.3,,1.0,2.2,,2.4,1.6,,,,,3616.7,2552.4,1064.3,1049.7,767.9,192.3,19.1,8.3,11.2,,4.2,13.8,,16.8,13.1,,,,
604,1020,2009MM08,620.0,489.3,130.7,127.9,76.0,37.5,6.1,2.3,,,,,,2.6,,,1.7,,,3918.2,3073.5,844.6,825.3,540.3,187.2,41.7,13.8,,,,,,18.1,,,12.1,,
605,1020,2009MM09,506.5,412.1,94.4,93.7,69.6,17.1,1.9,,,,,,,2.6,,,,,,2375.1,1876.7,498.5,493.4,384.2,67.8,12.6,,,,,,,13.5,,,,,
606,1020,2009KW03,1692.5,1311.2,381.3,375.9,249.4,92.0,10.7,4.3,2.3,1.2,2.0,3.0,,7.6,3.2,1.3,2.9,,,9910.0,7502.6,2407.4,2368.5,1692.4,447.2,73.5,25.1,18.1,6.3,10.5,17.7,,48.5,27.4,9.5,21.0,,
607,1020,2009MM10,637.6,483.2,154.4,153.7,116.6,26.2,3.6,3.0,,,,,,1.5,,,,,,2889.2,2108.5,780.6,776.4,623.0,98.6,18.2,12.6,,,,,,8.4,,,,,
608,1020,2009MM11,465.1,375.2,89.9,89.5,27.1,56.3,,1.9,,,,,,1.6,1.1,,,,,1850.8,1465.6,385.1,383.5,130.9,223.0,,8.7,,,,,,7.1,6.3,,,,
609,1020,2009MM12,420.5,363.3,57.2,56.8,30.1,22.9,,1.3,,,,,,,,,,,,1797.7,1577.9,219.7,217.6,116.8,82.0,,6.0,,,,,,,,,,,
610,1020,2009KW04,1523.2,1221.7,301.4,299.9,173.8,105.3,5.3,6.2,1.3,,,1.0,,3.8,2.3,,,,,6537.6,5152.1,1385.5,1377.5,870.6,403.6,26.6,27.3,7.8,,,4.1,,18.8,14.4,,,,
611,1020,2009JJ00,6118.8,4828.8,1290.1,1279.6,794.1,361.9,36.3,37.1,5.4,2.7,3.3,6.3,1.1,19.3,12.2,4.3,4.0,,1.5,29051.1,22426.1,6625.0,6556.4,4410.4,1472.2,208.0,165.5,37.0,13.1,17.1,32.6,6.6,111.3,82.6,26.3,28.3,,9.6
612,1020,2010MM01,318.1,251.6,66.6,66.2,46.4,16.4,,1.3,,,,,,,,,,,,1378.4,1064.0,314.4,312.0,221.9,70.7,,7.0,,,,,,,,,,,
613,1020,2010MM02,410.6,342.8,67.8,67.5,31.2,23.3,2.1,8.9,,,,,,,,,,,,1695.7,1403.0,292.7,291.3,141.9,88.7,10.3,39.8,,,,,,,,,,,
614,1020,2010MM03,391.1,312.8,78.3,77.9,56.4,15.5,,2.6,,,,,,1.0,,,,,,1528.8,1163.8,364.9,362.6,276.1,53.9,,12.4,,,,,,6.3,,,,,
615,1020,2010KW01,1119.8,907.2,212.7,211.6,134.0,55.1,3.5,12.8,,,,,,2.5,1.8,,,,,4602.8,3630.8,972.0,966.0,639.9,213.3,18.3,59.2,,,,,,13.7,11.7,,,,
616,1020,2010MM04,579.0,378.0,201.0,200.2,102.8,68.7,9.1,13.7,,,,,,2.6,1.2,,,,,2342.5,1438.2,904.2,900.0,492.3,273.9,42.4,62.8,,,,,,12.2,6.0,,,,
617,1020,2010MM05,669.1,561.0,108.2,107.5,71.2,26.3,4.3,2.0,,,,,,1.6,1.0,,,,,3013.5,2532.7,480.7,476.7,329.3,99.9,17.5,9.5,,,,,,8.8,6.0,,,,
618,1020,2010MM06,459.0,350.6,108.4,107.3,81.0,16.7,5.3,,,,,,,1.1,1.1,,,,,2215.8,1636.5,579.3,571.2,447.2,67.2,28.8,,,,,,,7.4,8.5,,,,
619,1020,2010KW02,1707.1,1289.5,417.6,415.1,255.0,111.6,18.7,16.6,1.7,,,1.2,,5.4,3.3,1.3,,,,7571.7,5607.4,1964.3,1948.0,1268.8,441.0,88.8,76.6,8.7,,,5.8,,28.5,20.5,7.8,,,
620,1020,2010MM07,553.9,402.0,151.9,149.3,97.7,38.8,2.4,1.7,1.4,,,2.0,,2.5,1.6,,1.3,,,3547.6,2558.4,989.2,968.3,685.2,196.2,15.6,9.6,11.4,,,13.2,,19.8,10.8,,11.3,,
621,1020,2010MM08,611.4,454.6,156.8,153.6,97.1,39.5,7.4,3.4,,,,,,2.3,1.4,,2.1,,,3819.6,2802.6,1017.0,994.6,691.1,193.0,48.0,19.4,,,,,,16.4,10.1,,14.4,,
622,1020,2010MM09,464.6,372.9,91.7,90.7,66.4,16.3,2.5,,,,,,,1.8,2.2,,,,,2324.3,1804.7,519.6,513.7,400.5,67.5,17.8,,,,,,,10.8,7.7,,,,
623,1020,2010KW03,1629.9,1229.5,400.4,393.6,261.2,94.5,12.3,5.7,2.5,,1.7,2.7,,6.7,5.2,1.4,3.7,,1.3,9691.6,7165.8,2525.8,2476.5,1776.9,456.7,81.3,32.0,19.3,,10.3,17.0,,47.1,28.6,10.8,28.0,,7.9
624,1020,2010MM10,612.5,465.9,146.6,145.8,115.0,19.8,3.0,3.9,,,,,,,1.3,,,,,2741.5,1992.0,749.5,744.7,621.0,72.6,14.8,16.2,,,,,,,4.5,,,,
625,1020,2010MM11,458.6,358.1,100.5,100.0,33.4,60.1,,3.3,,,,,,,,,,,,1828.2,1410.7,417.5,415.2,146.9,237.1,,14.1,,,,,,,,,,,
626,1020,2010MM12,378.9,333.2,45.7,45.3,22.5,17.9,,2.0,,,,,,1.2,,,,,,1558.4,1370.2,188.2,185.8,96.7,65.0,,8.5,,,,,,6.5,,,,,
627,1020,2010KW04,1450.0,1157.2,292.8,291.1,170.9,97.8,4.5,9.2,1.2,,,,,2.9,2.6,,,,,6128.1,4772.9,1355.2,1345.7,864.7,374.7,23.6,38.7,6.8,,,,,16.6,11.8,,,,
628,1020,2010JJ00,5906.9,4583.5,1323.4,1311.5,821.1,359.1,39.0,44.2,5.8,2.1,3.7,5.1,,17.5,13.0,4.0,5.2,,2.0,27994.3,21176.9,6817.3,6736.2,4550.2,1485.8,211.9,206.4,36.8,12.5,20.3,28.8,,105.9,72.7,26.3,37.4,,11.8
629,1020,2011MM01,359.7,284.9,74.8,74.5,44.6,26.0,,1.1,,,,,,,,,,,,1464.6,1126.9,337.7,335.4,207.3,106.8,,5.8,,,,,,,,,,,
630,1020,2011MM02,362.6,314.8,47.8,47.6,22.8,16.7,1.8,4.4,,,,,,,,,,,,1474.9,1273.1,201.8,200.6,104.2,59.7,8.4,19.7,,,,,,,,,,,
631,1020,2011MM03,415.9,341.9,74.0,73.7,38.1,28.9,,3.6,,,,,,1.3,,,,,,1711.1,1398.7,312.4,310.9,168.9,108.4,,16.3,,,,,,7.2,,,,,
632,1020,2011KW01,1138.2,941.6,196.6,195.8,105.5,71.7,3.5,9.1,,,,,,3.0,,,,,,4650.6,3798.7,851.9,847.0,480.4,274.8,17.0,41.8,,,,,,17.4,,,,,
633,1020,2011MM04,636.9,408.6,228.3,227.4,126.5,74.5,9.7,8.6,,,,,,3.3,2.0,,,,,2738.6,1625.8,1112.8,1107.5,666.1,313.4,48.1,37.3,,,,,,19.9,8.5,,,,
634,1020,2011MM05,604.2,512.6,91.6,90.9,57.8,24.7,3.3,1.8,,,,,,1.7,,,,,,2554.5,2139.7,414.9,410.6,275.8,86.7,15.9,9.1,,,,,,12.0,,,,,
635,1020,2011MM06,559.5,410.6,149.0,147.8,109.1,26.6,5.3,1.2,,,,,,2.9,,,,,,2692.2,1935.9,756.3,747.8,565.3,109.7,28.1,5.7,,,,,,20.3,,,,,
636,1020,2011KW02,1800.7,1331.8,468.9,466.1,293.4,125.8,18.4,11.7,1.7,,,1.2,,8.0,3.8,1.3,,,,7985.3,5701.3,2284.0,2266.0,1507.2,509.9,92.2,52.2,10.7,,,5.9,,52.1,23.9,7.8,,,
637,1020,2011MM07,553.2,404.3,149.0,146.3,94.4,39.9,2.1,1.1,1.5,,,2.5,,2.3,1.4,,1.2,,,3316.1,2387.5,928.6,908.0,632.3,193.1,14.5,6.4,12.0,,,16.2,,16.2,10.9,,10.9,,
638,1020,2011MM08,624.6,456.4,168.1,165.3,104.9,43.7,6.3,2.9,1.3,,,,,2.2,1.9,,1.6,,,3750.9,2669.8,1081.2,1063.4,755.8,197.6,41.4,15.9,10.4,,,,,14.4,13.8,,9.1,,
639,1020,2011MM09,533.4,407.0,126.4,125.5,94.6,22.8,3.0,1.0,,,,,,2.4,,,,,,2636.6,1928.4,708.2,701.3,561.4,91.8,18.6,5.1,,,,,,13.7,,,,,
640,1020,2011KW03,1711.2,1267.7,443.5,437.0,293.9,106.4,11.4,5.1,3.1,,1.5,3.5,,6.9,3.9,1.7,3.2,,1.1,9703.6,6985.7,2718.0,2672.8,1949.6,482.5,74.4,27.4,24.5,,9.6,22.2,,44.4,28.9,11.0,22.7,,7.1
641,1020,2011MM10,659.3,494.4,165.0,164.0,117.9,35.8,2.4,4.6,,,,,,,,,,,,2822.3,2080.3,742.0,736.3,570.5,116.2,12.1,18.8,,,,,,,,,,,
642,1020,2011MM11,438.4,330.5,107.9,107.6,43.4,59.9,,1.5,,,,,,,,,,,,1800.7,1319.1,481.6,480.1,216.2,243.3,,5.8,,,,,,,,,,,
643,1020,2011MM12,385.1,330.5,54.6,54.0,25.8,22.6,,2.7,,,,,,,,,,,,1638.4,1397.4,241.1,237.7,120.9,88.0,,12.4,,,,,,,,,,,
644,1020,2011KW04,1482.9,1155.4,327.5,325.6,187.0,118.3,4.1,8.8,1.3,,,,,2.5,1.9,,,,,6261.5,4796.8,1464.7,1454.1,907.5,447.5,19.8,37.1,7.1,,,,,15.4,10.4,,,,
645,1020,2011JJ00,6132.9,4696.4,1436.5,1424.6,879.8,422.1,37.3,34.7,6.5,2.7,3.4,5.9,1.2,20.5,10.5,4.1,5.0,1.1,1.6,28601.1,21282.5,7318.6,7239.8,4844.7,1714.6,203.4,158.4,44.9,15.5,20.1,33.5,7.1,129.3,68.3,25.6,34.4,8.4,10.4
646,1020,2012MM01,374.5,300.7,73.8,73.5,43.5,26.0,,1.3,,,,,,,,,,,,1495.4,1190.0,305.4,303.7,188.3,95.4,,5.5,,,,,,,,,,,
647,1020,2012MM02,368.3,302.1,66.2,65.9,33.3,26.4,2.6,2.1,,,,,,,,,,,,1466.3,1193.6,272.7,271.2,143.2,99.3,11.5,9.5,,,,,,,,,,,
648,1020,2012MM03,417.2,335.8,81.4,81.1,49.8,20.3,,8.1,,,,,,,,,,,,1651.7,1305.9,345.8,344.0,225.1,67.8,,36.2,,,,,,,,,,,
649,1020,2012KW01,1160.0,938.6,221.4,220.4,126.7,72.7,3.8,11.5,,,,,,2.4,1.5,,,,,4613.3,3689.5,923.9,918.8,556.6,262.5,17.7,51.2,,,,,,14.4,7.5,,,,
650,1020,2012MM04,663.7,434.4,229.2,228.0,119.8,79.4,9.0,11.4,1.1,,,1.1,,3.3,1.3,,,,,2742.2,1675.6,1066.6,1061.4,614.1,314.2,41.0,50.7,6.2,,,4.9,,17.4,6.4,,,,
651,1020,2012MM05,601.5,484.8,116.7,115.8,78.0,29.2,2.1,2.4,,,,,,1.9,,,,,,2671.2,2144.4,526.8,522.5,362.2,117.2,9.3,11.2,,,,,,12.0,,,,,
652,1020,2012MM06,521.5,394.8,126.7,125.5,88.5,23.0,8.6,,,,,,,2.8,,,,,,2410.2,1776.3,633.9,625.3,466.4,87.3,42.3,,,,,,,15.4,,,,,
653,1020,2012KW02,1786.7,1314.0,472.7,469.3,286.3,131.5,19.7,14.5,1.9,,1.1,1.6,,8.0,2.9,1.7,,,,7823.5,5596.3,2227.3,2209.1,1442.6,518.8,92.5,64.5,10.5,,4.8,7.1,,44.8,16.0,8.5,,,
654,1020,2012MM07,579.4,412.3,167.1,164.7,99.1,52.2,3.0,1.2,1.5,,,2.4,,3.5,1.0,,1.4,,,3285.0,2303.5,981.5,964.1,630.7,247.9,19.1,6.7,10.3,,,13.7,,25.5,5.8,,9.1,,
655,1020,2012MM08,636.2,462.0,174.2,171.4,103.8,48.7,8.7,2.5,1.3,,,,,3.5,1.5,,2.0,,,3797.3,2727.3,1070.0,1053.2,689.7,240.8,55.2,14.9,8.6,,,,,25.1,10.4,,10.9,,
656,1020,2012MM09,481.3,373.0,108.3,107.0,77.2,22.8,1.9,,,,,,,2.2,,,,,,2279.3,1717.9,561.5,553.7,421.4,91.6,11.2,,,,,,,15.0,,,,,
657,1020,2012KW03,1697.0,1247.3,449.6,443.1,280.1,123.7,13.5,4.5,3.3,1.2,1.0,3.0,,9.2,3.2,1.5,4.0,,,9361.6,6748.7,2613.0,2571.0,1741.8,580.3,85.5,24.9,21.1,6.3,5.4,17.6,,65.5,21.1,12.3,23.6,,
658,1020,2012MM10,632.6,456.4,176.1,175.3,125.6,38.2,3.0,4.9,1.1,,,,,1.1,,,,,,2745.3,1933.2,812.1,808.1,620.2,135.8,14.0,19.9,6.1,,,,,5.5,,,,,
659,1020,2012MM11,452.5,337.0,115.6,115.3,38.6,65.5,3.4,4.7,,,,,,1.6,,,,,,1744.5,1263.3,481.3,480.0,179.8,249.0,14.8,20.0,,,,,,8.9,,,,,
660,1020,2012MM12,411.5,345.8,65.7,65.1,30.8,29.4,,1.4,,,,,,1.5,,,,,,1691.6,1418.0,273.5,270.7,135.9,109.0,,6.6,,,,,,9.3,,,,,
661,1020,2012KW04,1496.6,1139.2,357.3,355.7,195.0,133.2,7.4,11.0,1.6,,,,,4.2,1.3,,,,,6181.4,4614.5,1566.9,1558.7,935.9,493.8,33.6,46.5,8.4,,,,,23.7,6.7,,,,
662,1020,2012JJ00,6140.3,4639.2,1501.1,1488.6,888.0,461.1,44.4,41.5,7.2,3.1,3.0,5.8,1.5,23.8,8.9,4.4,5.7,1.2,1.2,27979.9,20648.9,7331.0,7257.7,4676.9,1855.4,229.3,187.1,42.0,15.3,14.2,30.0,7.8,148.4,51.3,27.0,32.8,7.2,6.4
663,1030,2000MM01,25.1,24.7,,,,,,,,,,,,,,,,,,58.9,57.3,,,,,,,,,,,,,,,,,
664,1030,2000MM02,23.2,22.2,1.0,1.0,,,,,,,,,,,,,,,,59.3,57.5,1.8,1.7,,,,,,,,,,,,,,,
665,1030,2000MM03,40.4,39.0,1.4,1.4,1.2,,,,,,,,,,,,,,,97.5,91.5,6.0,5.6,5.3,,,,,,,,,,,,,,
666,1030,2000KW01,88.8,85.9,2.9,2.9,1.7,,,,,,,,,,,,,,,215.7,206.4,9.3,8.8,6.4,,,,,,,,,,,,,,
667,1030,2000MM04,109.8,100.4,9.5,9.2,4.9,1.7,,,,,,,,,1.2,,,,,305.1,262.5,42.7,42.2,27.4,5.0,,,,,,,,,5.9,,,,
668,1030,2000MM05,174.0,162.8,11.2,11.2,6.6,2.3,2.0,,,,,,,,,,,,,470.2,428.8,41.4,41.4,28.6,5.4,6.1,,,,,,,,,,,,
669,1030,2000MM06,226.9,213.7,13.1,13.1,10.8,,,,,,,,,,,,,,,595.5,543.6,51.8,51.8,44.6,,,,,,,,,,,,,,
670,1030,2000KW02,510.7,476.9,33.8,33.6,22.3,4.9,3.0,1.3,,,,,,,1.6,,,,,1370.8,1234.9,135.9,135.4,100.7,13.0,9.2,3.0,,,,,,,8.0,,,,
671,1030,2000MM07,127.9,111.7,16.2,16.0,13.2,1.3,,,,,,,,,,,,,,658.1,471.4,186.7,185.5,170.9,5.7,,,,,,,,,,,,,
672,1030,2000MM08,129.4,115.8,13.6,13.5,9.8,2.3,,,,,,,,,1.1,,,,,565.9,445.0,120.9,118.4,96.2,14.2,,,,,,,,,6.6,,,,
673,1030,2000MM09,180.4,173.7,6.7,6.6,6.2,,,,,,,,,,,,,,,441.2,410.4,30.8,30.6,25.3,,,,,,,,,,,,,,
674,1030,2000KW03,437.7,401.3,36.5,36.1,29.3,3.7,,,,,,,,,1.4,,,,,1665.2,1326.9,338.3,334.5,292.3,23.8,,,,,,,,,10.7,,,,
675,1030,2000MM10,99.5,93.9,5.7,5.7,4.2,1.0,,,,,,,,,,,,,,259.8,235.1,24.7,24.7,20.8,2.1,,,,,,,,,,,,,
676,1030,2000MM11,45.9,42.8,3.2,3.2,1.0,,,,,,,,,,1.9,,,,,101.2,93.3,7.9,7.9,3.5,,,,,,,,,,3.2,,,,
677,1030,2000MM12,32.7,31.4,1.3,1.3,,,,,,,,,,,,,,,,98.4,84.6,13.8,13.3,,,,,,,,,,,,,,,
678,1030,2000KW04,178.2,168.0,10.1,10.1,6.0,1.4,,,,,,,,,2.2,,,,,459.5,413.0,46.5,45.9,32.6,3.6,,,,,,,,,8.1,,,,
679,1030,2000JJ00,1215.4,1132.1,83.3,82.6,59.3,11.0,3.8,1.5,,,,,,,5.4,,,,,3711.1,3181.1,530.0,524.6,432.0,42.1,12.1,3.4,,,,,,,27.2,,,,
680,1030,2001MM01,26.4,25.8,,,,,,,,,,,,,,,,,,56.1,54.0,,,,,,,,,,,,,,,,,
681,1030,2001MM02,31.6,31.1,,,,,,,,,,,,,,,,,,68.8,67.6,,,,,,,,,,,,,,,,,
682,1030,2001MM03,58.4,55.6,2.8,2.8,1.7,,,,,,,,,,,,,,,130.7,122.7,8.0,7.6,4.0,,,,,,,,,,,,,,
683,1030,2001KW01,116.4,112.4,4.0,3.9,2.5,,,,,,,,,,,,,,,255.6,244.3,11.3,11.0,6.1,,,,,,,,,,,,,,
684,1030,2001MM04,100.9,92.7,8.2,8.0,5.5,,1.2,,,,,,,,,,,,,255.6,221.0,34.7,34.0,24.4,,3.6,,,,,,,,,,,,
685,1030,2001MM05,179.7,171.0,8.7,8.4,5.3,1.5,,,,,,,,,,,,,,460.1,430.3,29.9,29.0,19.3,4.3,,,,,,,,,,,,,
686,1030,2001MM06,209.2,200.5,8.7,8.7,7.2,,,,,,,,,,,,,,,525.2,490.9,34.4,34.4,29.4,,,,,,,,,,,,,,
687,1030,2001KW02,489.9,464.2,25.6,25.1,18.0,2.5,2.4,,,,,,,,1.6,,,,,1241.0,1142.1,98.9,97.4,73.1,9.0,8.3,,,,,,,,5.0,,,,
688,1030,2001MM07,126.9,111.2,15.7,15.6,12.9,1.2,,,,,,,,,,,,,,622.3,469.8,152.5,152.0,135.5,9.7,,,,,,,,,,,,,
689,1030,2001MM08,147.6,133.6,14.0,13.7,11.0,1.5,,,,,,,,,,,,,,624.3,511.8,112.5,111.2,96.3,8.9,,,,,,,,,,,,,
690,1030,2001MM09,166.5,156.4,10.1,10.0,8.9,,,,,,,,,,,,,,,419.7,374.8,44.9,44.5,40.9,,,,,,,,,,,,,,
691,1030,2001KW03,441.0,401.2,39.8,39.3,32.8,3.4,,,,,,,,,,,,,,1666.3,1356.3,310.0,307.8,272.7,20.7,,,,,,,,,,,,,
692,1030,2001MM10,105.1,96.9,8.1,8.1,6.5,1.4,,,,,,,,,,,,,,264.6,231.5,33.1,33.1,29.7,2.9,,,,,,,,,,,,,
693,1030,2001MM11,45.2,42.2,2.9,2.9,1.3,,,,,,,,,,,,,,,107.0,99.3,7.7,7.7,3.6,,,,,,,,,,,,,,
694,1030,2001MM12,34.3,32.7,1.6,1.6,1.4,,,,,,,,,,,,,,,92.3,85.2,7.1,7.1,5.3,,,,,,,,,,,,,,
