ID,HealthAndLifestyle,PersonalCharacteristics,Periods,NotHappy_1,Happy_2,NotSatisfiedWithLife_3,SatisfiedWithLife_4
993,  901,13000,2006JJ00,,,,
994,  901,13000,2007JJ00,,,,
995,  901,13000,2008JJ00,,,,
996,  901,13000,2009JJ00,,,,
997,  901,13000,2010XX00,,,,
998,  901,13000,2010JJ00,,,,
999,  901,13000,2012JJ00,,,,
1000,  234,10001,2003JJ00,,,,
1001,  234,10001,2004JJ00,,,,
1002,  234,10001,2005JJ00,13.0,87.0,14.0,86.0
1003,  234,10001,2006JJ00,11.0,89.0,13.0,87.0
1004,  234,10001,2007JJ00,11.0,89.0,12.0,88.0
1005,  234,10001,2008JJ00,12.0,88.0,12.0,88.0
1006,  234,10001,2009JJ00,11.0,89.0,12.0,88.0
1007,  234,10001,2010XX00,11.0,89.0,13.0,87.0
1008,  234,10001,2010JJ00,14.0,86.0,14.0,86.0
1009,  234,10001,2012JJ00,,,,
1010,  234,15400,2003JJ00,,,,
1011,  234,15400,2004JJ00,,,,
1012,  234,15400,2005JJ00,13.0,87.0,14.0,86.0
1013,  234,15400,2006JJ00,9.0,91.0,13.0,87.0
1014,  234,15400,2007JJ00,11.0,89.0,12.0,88.0
1015,  234,15400,2008JJ00,13.0,87.0,12.0,88.0
1016,  234,15400,2009JJ00,10.0,90.0,12.0,88.0
1017,  234,15400,2010XX00,11.0,89.0,12.0,88.0
1018,  234,15400,2010JJ00,14.0,86.0,15.0,85.0
1019,  234,15400,2012JJ00,,,,
1020,  234,15450,2003JJ00,,,,
1021,  234,15450,2004JJ00,,,,
1022,  234,15450,2005JJ00,13.0,87.0,13.0,87.0
1023,  234,15450,2006JJ00,12.0,88.0,13.0,87.0
1024,  234,15450,2007JJ00,12.0,88.0,13.0,87.0
1025,  234,15450,2008JJ00,11.0,89.0,11.0,89.0
1026,  234,15450,2009JJ00,12.0,88.0,12.0,88.0
1027,  234,15450,2010XX00,12.0,88.0,13.0,87.0
1028,  234,15450,2010JJ00,14.0,86.0,14.0,86.0
1029,  234,15450,2012JJ00,,,,
1030,  234,53110,2003JJ00,,,,
1031,  234,53110,2004JJ00,,,,
1032,  234,53110,2005JJ00,10.0,90.0,13.0,87.0
1033,  234,53110,2006JJ00,8.0,92.0,11.0,89.0
1034,  234,53110,2007JJ00,9.0,91.0,10.0,90.0
1035,  234,53110,2008JJ00,7.0,93.0,9.0,91.0
1036,  234,53110,2009JJ00,8.0,92.0,10.0,90.0
1037,  234,53110,2010XX00,8.0,92.0,10.0,90.0
1038,  234,53110,2010JJ00,12.0,88.0,13.0,87.0
1039,  234,53110,2012JJ00,,,,
1040,  234,53705,2003JJ00,,,,
1041,  234,53705,2004JJ00,,,,
1042,  234,53705,2005JJ00,12.0,88.0,13.0,87.0
1043,  234,53705,2006JJ00,10.0,90.0,13.0,87.0
1044,  234,53705,2007JJ00,10.0,90.0,13.0,87.0
1045,  234,53705,2008JJ00,13.0,87.0,13.0,87.0
1046,  234,53705,2009JJ00,10.0,90.0,14.0,86.0
1047,  234,53705,2010XX00,10.0,90.0,14.0,86.0
1048,  234,53705,2010JJ00,13.0,87.0,14.0,86.0
1049,  234,53705,2012JJ00,,,,
1050,  234,53850,2003JJ00,,,,
1051,  234,53850,2004JJ00,,,,
1052,  234,53850,2005JJ00,15.0,85.0,15.0,85.0
1053,  234,53850,2006JJ00,14.0,86.0,16.0,84.0
1054,  234,53850,2007JJ00,13.0,87.0,14.0,86.0
1055,  234,53850,2008JJ00,15.0,85.0,13.0,87.0
1056,  234,53850,2009JJ00,13.0,87.0,12.0,88.0
1057,  234,53850,2010XX00,13.0,87.0,15.0,85.0
1058,  234,53850,2010JJ00,18.0,82.0,16.0,84.0
1059,  234,53850,2012JJ00,,,,
1060,  234,15700,2003JJ00,,,,
1061,  234,15700,2004JJ00,,,,
1062,  234,15700,2005JJ00,18.0,82.0,13.0,87.0
1063,  234,15700,2006JJ00,15.0,85.0,14.0,86.0
1064,  234,15700,2007JJ00,16.0,84.0,14.0,86.0
1065,  234,15700,2008JJ00,17.0,83.0,14.0,86.0
1066,  234,15700,2009JJ00,16.0,84.0,11.0,89.0
1067,  234,15700,2010XX00,21.0,79.0,13.0,87.0
1068,  234,15700,2010JJ00,18.0,82.0,15.0,85.0
1069,  234,15700,2012JJ00,,,,
1070,  234,12600,2003JJ00,,,,
1071,  234,12600,2004JJ00,,,,
1072,  234,12600,2005JJ00,11.0,89.0,12.0,88.0
1073,  234,12600,2006JJ00,10.0,90.0,11.0,89.0
1074,  234,12600,2007JJ00,9.0,91.0,12.0,88.0
1075,  234,12600,2008JJ00,10.0,90.0,11.0,89.0
1076,  234,12600,2009JJ00,10.0,90.0,10.0,90.0
1077,  234,12600,2010XX00,10.0,90.0,11.0,89.0
1078,  234,12600,2010JJ00,13.0,87.0,14.0,86.0
1079,  234,12600,2012JJ00,,,,
1080,  234,12650,2003JJ00,,,,
1081,  234,12650,2004JJ00,,,,
1082,  234,12650,2005JJ00,16.0,84.0,15.0,85.0
1083,  234,12650,2006JJ00,12.0,88.0,15.0,85.0
1084,  234,12650,2007JJ00,16.0,84.0,15.0,85.0
1085,  234,12650,2008JJ00,14.0,86.0,14.0,86.0
1086,  234,12650,2009JJ00,13.0,87.0,18.0,82.0
1087,  234,12650,2010XX00,15.0,85.0,16.0,84.0
1088,  234,12650,2010JJ00,19.0,81.0,17.0,83.0
1089,  234,12650,2012JJ00,,,,
1090,  234,13000,2003JJ00,,,,
1091,  234,13000,2004JJ00,,,,
1092,  234,13000,2005JJ00,27.0,73.0,26.0,74.0
1093,  234,13000,2006JJ00,18.0,82.0,29.0,71.0
1094,  234,13000,2007JJ00,24.0,76.0,18.0,82.0
1095,  234,13000,2008JJ00,25.0,75.0,20.0,80.0
1096,  234,13000,2009JJ00,19.0,81.0,21.0,79.0
1097,  234,13000,2010XX00,19.0,81.0,22.0,78.0
1098,  234,13000,2010JJ00,24.0,76.0,16.0,84.0
1099,  234,13000,2012JJ00,,,,
1100,  567,10001,2003JJ00,,,,
1101,  567,10001,2004JJ00,,,,
1102,  567,10001,2005JJ00,13.0,87.0,13.0,87.0
1103,  567,10001,2006JJ00,11.0,89.0,12.0,88.0
1104,  567,10001,2007JJ00,12.0,88.0,12.0,88.0
1105,  567,10001,2008JJ00,11.0,89.0,11.0,89.0
1106,  567,10001,2009JJ00,12.0,88.0,12.0,88.0
1107,  567,10001,2010XX00,12.0,88.0,14.0,86.0
1108,  567,10001,2010JJ00,16.0,84.0,15.0,85.0
1109,  567,10001,2012JJ00,,,,
1110,  567,15400,2003JJ00,,,,
1111,  567,15400,2004JJ00,,,,
1112,  567,15400,2005JJ00,12.0,88.0,12.0,88.0
1113,  567,15400,2006JJ00,9.0,91.0,11.0,89.0
1114,  567,15400,2007JJ00,10.0,90.0,11.0,89.0
1115,  567,15400,2008JJ00,11.0,89.0,10.0,90.0
1116,  567,15400,2009JJ00,9.0,91.0,11.0,89.0
1117,  567,15400,2010XX00,10.0,90.0,13.0,87.0
1118,  567,15400,2010JJ00,13.0,87.0,14.0,86.0
1119,  567,15400,2012JJ00,,,,
1120,  567,15450,2003JJ00,,,,
1121,  567,15450,2004JJ00,,,,
1122,  567,15450,2005JJ00,14.0,86.0,14.0,86.0
1123,  567,15450,2006JJ00,14.0,86.0,13.0,87.0
1124,  567,15450,2007JJ00,15.0,85.0,12.0,88.0
1125,  567,15450,2008JJ00,12.0,88.0,13.0,87.0
1126,  567,15450,2009JJ00,16.0,84.0,13.0,87.0
1127,  567,15450,2010XX00,15.0,85.0,15.0,85.0
1128,  567,15450,2010JJ00,19.0,81.0,16.0,84.0
1129,  567,15450,2012JJ00,,,,
1130,  567,53110,2003JJ00,,,,
1131,  567,53110,2004JJ00,,,,
1132,  567,53110,2005JJ00,12.0,88.0,12.0,88.0
1133,  567,53110,2006JJ00,7.0,93.0,10.0,90.0
1134,  567,53110,2007JJ00,9.0,91.0,8.0,92.0
1135,  567,53110,2008JJ00,7.0,93.0,9.0,91.0
1136,  567,53110,2009JJ00,9.0,91.0,11.0,89.0
1137,  567,53110,2010XX00,7.0,93.0,11.0,89.0
1138,  567,53110,2010JJ00,14.0,86.0,14.0,86.0
1139,  567,53110,2012JJ00,,,,
1140,  567,53705,2003JJ00,,,,
1141,  567,53705,2004JJ00,,,,
1142,  567,53705,2005JJ00,12.0,88.0,14.0,86.0
1143,  567,53705,2006JJ00,11.0,89.0,14.0,86.0
1144,  567,53705,2007JJ00,10.0,90.0,11.0,89.0
1145,  567,53705,2008JJ00,12.0,88.0,13.0,87.0
1146,  567,53705,2009JJ00,13.0,87.0,13.0,87.0
1147,  567,53705,2010XX00,12.0,88.0,16.0,84.0
1148,  567,53705,2010JJ00,15.0,85.0,16.0,84.0
1149,  567,53705,2012JJ00,,,,
1150,  567,53850,2003JJ00,,,,
1151,  567,53850,2004JJ00,,,,
1152,  567,53850,2005JJ00,12.0,88.0,14.0,86.0
1153,  567,53850,2006JJ00,11.0,89.0,12.0,88.0
1154,  567,53850,2007JJ00,13.0,87.0,12.0,88.0
1155,  567,53850,2008JJ00,11.0,89.0,10.0,90.0
1156,  567,53850,2009JJ00,9.0,91.0,11.0,89.0
1157,  567,53850,2010XX00,14.0,86.0,14.0,86.0
1158,  567,53850,2010JJ00,15.0,85.0,15.0,85.0
1159,  567,53850,2012JJ00,,,,
1160,  567,15700,2003JJ00,,,,
1161,  567,15700,2004JJ00,,,,
1162,  567,15700,2005JJ00,15.0,85.0,12.0,88.0
1163,  567,15700,2006JJ00,14.0,86.0,9.0,91.0
1164,  567,15700,2007JJ00,15.0,85.0,14.0,86.0
1165,  567,15700,2008JJ00,14.0,86.0,11.0,89.0
1166,  567,15700,2009JJ00,16.0,84.0,12.0,88.0
1167,  567,15700,2010XX00,14.0,86.0,13.0,87.0
1168,  567,15700,2010JJ00,19.0,81.0,14.0,86.0
1169,  567,15700,2012JJ00,,,,
1170,  567,12600,2003JJ00,,,,
1171,  567,12600,2004JJ00,,,,
1172,  567,12600,2005JJ00,10.0,90.0,12.0,88.0
1173,  567,12600,2006JJ00,9.0,91.0,10.0,90.0
1174,  567,12600,2007JJ00,11.0,89.0,11.0,89.0
1175,  567,12600,2008JJ00,10.0,90.0,10.0,90.0
1176,  567,12600,2009JJ00,10.0,90.0,10.0,90.0
1177,  567,12600,2010XX00,11.0,89.0,12.0,88.0
1178,  567,12600,2010JJ00,15.0,85.0,14.0,86.0
1179,  567,12600,2012JJ00,,,,
1180,  567,12650,2003JJ00,,,,
1181,  567,12650,2004JJ00,,,,
1182,  567,12650,2005JJ00,15.0,85.0,13.0,87.0
1183,  567,12650,2006JJ00,14.0,86.0,18.0,82.0
1184,  567,12650,2007JJ00,11.0,89.0,13.0,87.0
1185,  567,12650,2008JJ00,15.0,85.0,15.0,85.0
1186,  567,12650,2009JJ00,13.0,87.0,15.0,85.0
1187,  567,12650,2010XX00,,,,
1188,  567,12650,2010JJ00,16.0,84.0,13.0,87.0
1189,  567,12650,2012JJ00,,,,
1190,  567,13000,2003JJ00,,,,
1191,  567,13000,2004JJ00,,,,
1192,  567,13000,2005JJ00,30.0,70.0,27.0,73.0
1193,  567,13000,2006JJ00,22.0,78.0,24.0,76.0
1194,  567,13000,2007JJ00,26.0,74.0,21.0,79.0
1195,  567,13000,2008JJ00,23.0,77.0,20.0,80.0
1196,  567,13000,2009JJ00,30.0,70.0,26.0,74.0
1197,  567,13000,2010XX00,27.0,73.0,28.0,72.0
1198,  567,13000,2010JJ00,25.0,75.0,26.0,74.0
1199,  567,13000,2012JJ00,,,,
1200,  890,10001,2003JJ00,,,,
1201,  890,10001,2004JJ00,,,,
1202,  890,10001,2005JJ00,14.0,86.0,17.0,83.0
1203,  890,10001,2006JJ00,15.0,85.0,17.0,83.0
1204,  890,10001,2007JJ00,17.0,83.0,19.0,81.0
1205,  890,10001,2008JJ00,12.0,88.0,14.0,86.0
1206,  890,10001,2009JJ00,12.0,88.0,16.0,84.0
1207,  890,10001,2010XX00,15.0,85.0,17.0,83.0
1208,  890,10001,2010JJ00,21.0,79.0,20.0,80.0
1209,  890,10001,2012JJ00,,,,
1210,  890,15400,2003JJ00,,,,
1211,  890,15400,2004JJ00,,,,
1212,  890,15400,2005JJ00,11.0,89.0,17.0,83.0
1213,  890,15400,2006JJ00,15.0,85.0,16.0,84.0
1214,  890,15400,2007JJ00,14.0,86.0,18.0,82.0
1215,  890,15400,2008JJ00,9.0,91.0,12.0,88.0
1216,  890,15400,2009JJ00,12.0,88.0,16.0,84.0
1217,  890,15400,2010XX00,12.0,88.0,15.0,85.0
1218,  890,15400,2010JJ00,18.0,82.0,19.0,81.0
1219,  890,15400,2012JJ00,,,,
1220,  890,15450,2003JJ00,,,,
1221,  890,15450,2004JJ00,,,,
1222,  890,15450,2005JJ00,15.0,85.0,16.0,84.0
1223,  890,15450,2006JJ00,15.0,85.0,17.0,83.0
1224,  890,15450,2007JJ00,19.0,81.0,20.0,80.0
1225,  890,15450,2008JJ00,14.0,86.0,15.0,85.0
1226,  890,15450,2009JJ00,13.0,87.0,16.0,84.0
1227,  890,15450,2010XX00,18.0,82.0,18.0,82.0
1228,  890,15450,2010JJ00,24.0,76.0,21.0,79.0
1229,  890,15450,2012JJ00,,,,
1230,  890,53110,2003JJ00,,,,
1231,  890,53110,2004JJ00,,,,
1232,  890,53110,2005JJ00,6.0,94.0,16.0,84.0
1233,  890,53110,2006JJ00,12.0,88.0,18.0,82.0
1234,  890,53110,2007JJ00,,,,
1235,  890,53110,2008JJ00,11.0,89.0,14.0,86.0
1236,  890,53110,2009JJ00,14.0,86.0,18.0,82.0
1237,  890,53110,2010XX00,,,,
1238,  890,53110,2010JJ00,,,,
1239,  890,53110,2012JJ00,,,,
1240,  890,53705,2003JJ00,,,,
1241,  890,53705,2004JJ00,,,,
1242,  890,53705,2005JJ00,15.0,85.0,17.0,83.0
1243,  890,53705,2006JJ00,17.0,83.0,17.0,83.0
1244,  890,53705,2007JJ00,14.0,86.0,20.0,80.0
1245,  890,53705,2008JJ00,14.0,86.0,16.0,84.0
1246,  890,53705,2009JJ00,10.0,90.0,16.0,84.0
1247,  890,53705,2010XX00,15.0,85.0,18.0,82.0
1248,  890,53705,2010JJ00,22.0,78.0,23.0,77.0
1249,  890,53705,2012JJ00,,,,
1250,  890,53850,2003JJ00,,,,
1251,  890,53850,2004JJ00,,,,
1252,  890,53850,2005JJ00,16.0,84.0,19.0,81.0
1253,  890,53850,2006JJ00,15.0,85.0,17.0,83.0
1254,  890,53850,2007JJ00,19.0,81.0,18.0,82.0
1255,  890,53850,2008JJ00,13.0,87.0,16.0,84.0
1256,  890,53850,2009JJ00,14.0,86.0,17.0,83.0
1257,  890,53850,2010XX00,13.0,87.0,14.0,86.0
1258,  890,53850,2010JJ00,19.0,81.0,20.0,80.0
1259,  890,53850,2012JJ00,,,,
1260,  890,15700,2003JJ00,,,,
1261,  890,15700,2004JJ00,,,,
1262,  890,15700,2005JJ00,13.0,87.0,12.0,88.0
1263,  890,15700,2006JJ00,15.0,85.0,14.0,86.0
1264,  890,15700,2007JJ00,18.0,82.0,18.0,82.0
1265,  890,15700,2008JJ00,8.0,92.0,6.0,94.0
1266,  890,15700,2009JJ00,13.0,87.0,14.0,86.0
1267,  890,15700,2010XX00,,,,
1268,  890,15700,2010JJ00,,,,
1269,  890,15700,2012JJ00,,,,
1270,  890,12600,2003JJ00,,,,
1271,  890,12600,2004JJ00,,,,
1272,  890,12600,2005JJ00,11.0,89.0,15.0,85.0
1273,  890,12600,2006JJ00,13.0,87.0,16.0,84.0
1274,  890,12600,2007JJ00,14.0,86.0,17.0,83.0
1275,  890,12600,2008JJ00,10.0,90.0,12.0,88.0
1276,  890,12600,2009JJ00,12.0,88.0,14.0,86.0
1277,  890,12600,2010XX00,11.0,89.0,14.0,86.0
1278,  890,12600,2010JJ00,20.0,80.0,20.0,80.0
1279,  890,12600,2012JJ00,,,,
1280,  890,12650,2003JJ00,,,,
1281,  890,12650,2004JJ00,,,,
1282,  890,12650,2005JJ00,,,,
1283,  890,12650,2006JJ00,,,,
1284,  890,12650,2007JJ00,,,,
1285,  890,12650,2008JJ00,,,,
1286,  890,12650,2009JJ00,,,,
1287,  890,12650,2010XX00,,,,
1288,  890,12650,2010JJ00,,,,
1289,  890,12650,2012JJ00,,,,
1290,  890,13000,2003JJ00,,,,
1291,  890,13000,2004JJ00,,,,
1292,  890,13000,2005JJ00,,,,
1293,  890,13000,2006JJ00,,,,
1294,  890,13000,2007JJ00,,,,
1295,  890,13000,2008JJ00,,,,
1296,  890,13000,2009JJ00,19.0,81.0,29.0,71.0
1297,  890,13000,2010XX00,,,,
1298,  890,13000,2010JJ00,,,,
1299,  890,13000,2012JJ00,,,,
1300,   23,10001,2003JJ00,,,,
1301,   23,10001,2004JJ00,,,,
1302,   23,10001,2005JJ00,14.0,86.0,16.0,84.0
1303,   23,10001,2006JJ00,13.0,87.0,16.0,84.0
1304,   23,10001,2007JJ00,13.0,87.0,14.0,86.0
1305,   23,10001,2008JJ00,13.0,87.0,14.0,86.0
1306,   23,10001,2009JJ00,11.0,89.0,13.0,87.0
1307,   23,10001,2010XX00,,,,
1308,   23,10001,2010JJ00,,,,
1309,   23,10001,2012JJ00,,,,
1310,   23,15400,2003JJ00,,,,
1311,   23,15400,2004JJ00,,,,
1312,   23,15400,2005JJ00,13.0,87.0,15.0,85.0
1313,   23,15400,2006JJ00,11.0,89.0,15.0,85.0
1314,   23,15400,2007JJ00,12.0,88.0,14.0,86.0
1315,   23,15400,2008JJ00,12.0,88.0,13.0,87.0
1316,   23,15400,2009JJ00,8.0,92.0,11.0,89.0
1317,   23,15400,2010XX00,,,,
1318,   23,15400,2010JJ00,,,,
1319,   23,15400,2012JJ00,,,,
1320,   23,15450,2003JJ00,,,,
1321,   23,15450,2004JJ00,,,,
1322,   23,15450,2005JJ00,16.0,84.0,17.0,83.0
1323,   23,15450,2006JJ00,14.0,86.0,16.0,84.0
1324,   23,15450,2007JJ00,15.0,85.0,14.0,86.0
1325,   23,15450,2008JJ00,14.0,86.0,15.0,85.0
1326,   23,15450,2009JJ00,14.0,86.0,15.0,85.0
1327,   23,15450,2010XX00,,,,
1328,   23,15450,2010JJ00,,,,
1329,   23,15450,2012JJ00,,,,
1330,   23,53110,2003JJ00,,,,
1331,   23,53110,2004JJ00,,,,
1332,   23,53110,2005JJ00,10.0,90.0,14.0,86.0
1333,   23,53110,2006JJ00,9.0,91.0,13.0,87.0
1334,   23,53110,2007JJ00,9.0,91.0,9.0,91.0
1335,   23,53110,2008JJ00,8.0,92.0,10.0,90.0
1336,   23,53110,2009JJ00,6.0,94.0,8.0,92.0
1337,   23,53110,2010XX00,,,,
1338,   23,53110,2010JJ00,,,,
1339,   23,53110,2012JJ00,,,,
1340,   23,53705,2003JJ00,,,,
1341,   23,53705,2004JJ00,,,,
1342,   23,53705,2005JJ00,13.0,87.0,15.0,85.0
1343,   23,53705,2006JJ00,12.0,88.0,15.0,85.0
1344,   23,53705,2007JJ00,10.0,90.0,13.0,87.0
1345,   23,53705,2008JJ00,14.0,86.0,15.0,85.0
1346,   23,53705,2009JJ00,10.0,90.0,13.0,87.0
1347,   23,53705,2010XX00,,,,
1348,   23,53705,2010JJ00,,,,
1349,   23,53705,2012JJ00,,,,
1350,   23,53850,2003JJ00,,,,
1351,   23,53850,2004JJ00,,,,
1352,   23,53850,2005JJ00,16.0,84.0,20.0,80.0
1353,   23,53850,2006JJ00,15.0,85.0,19.0,81.0
1354,   23,53850,2007JJ00,16.0,84.0,17.0,83.0
1355,   23,53850,2008JJ00,12.0,88.0,13.0,87.0
1356,   23,53850,2009JJ00,11.0,89.0,13.0,87.0
1357,   23,53850,2010XX00,,,,
1358,   23,53850,2010JJ00,,,,
1359,   23,53850,2012JJ00,,,,
1360,   23,15700,2003JJ00,,,,
1361,   23,15700,2004JJ00,,,,
1362,   23,15700,2005JJ00,20.0,80.0,15.0,85.0
1363,   23,15700,2006JJ00,16.0,84.0,16.0,84.0
1364,   23,15700,2007JJ00,21.0,79.0,19.0,81.0
1365,   23,15700,2008JJ00,19.0,81.0,16.0,84.0
1366,   23,15700,2009JJ00,18.0,82.0,17.0,83.0
1367,   23,15700,2010XX00,,,,
1368,   23,15700,2010JJ00,,,,
1369,   23,15700,2012JJ00,,,,
1370,   23,12600,2003JJ00,,,,
1371,   23,12600,2004JJ00,,,,
1372,   23,12600,2005JJ00,12.0,88.0,14.0,86.0
1373,   23,12600,2006JJ00,11.0,89.0,13.0,87.0
1374,   23,12600,2007JJ00,12.0,88.0,14.0,86.0
1375,   23,12600,2008JJ00,12.0,88.0,13.0,87.0
1376,   23,12600,2009JJ00,11.0,89.0,12.0,88.0
1377,   23,12600,2010XX00,,,,
1378,   23,12600,2010JJ00,,,,
1379,   23,12600,2012JJ00,,,,
1380,   23,12650,2003JJ00,,,,
1381,   23,12650,2004JJ00,,,,
1382,   23,12650,2005JJ00,18.0,82.0,18.0,82.0
1383,   23,12650,2006JJ00,13.0,87.0,19.0,81.0
1384,   23,12650,2007JJ00,15.0,85.0,15.0,85.0
1385,   23,12650,2008JJ00,14.0,86.0,21.0,79.0
1386,   23,12650,2009JJ00,11.0,89.0,16.0,84.0
1387,   23,12650,2010XX00,,,,
1388,   23,12650,2010JJ00,,,,
1389,   23,12650,2012JJ00,,,,
1390,   23,13000,2003JJ00,,,,
1391,   23,13000,2004JJ00,,,,
1392,   23,13000,2005JJ00,33.0,67.0,32.0,68.0
1393,   23,13000,2006JJ00,26.0,74.0,30.0,70.0
1394,   23,13000,2007JJ00,23.0,77.0,16.0,84.0
1395,   23,13000,2008JJ00,24.0,76.0,17.0,83.0
1396,   23,13000,2009JJ00,16.0,84.0,18.0,82.0
1397,   23,13000,2010XX00,,,,
1398,   23,13000,2010JJ00,,,,
1399,   23,13000,2012JJ00,,,,
1400,   45,10001,2003JJ00,,,,
1401,   45,10001,2004JJ00,,,,
1402,   45,10001,2005JJ00,10.0,90.0,11.0,89.0
1403,   45,10001,2006JJ00,10.0,90.0,10.0,90.0
1404,   45,10001,2007JJ00,10.0,90.0,10.0,90.0
1405,   45,10001,2008JJ00,10.0,90.0,10.0,90.0
1406,   45,10001,2009JJ00,9.0,91.0,10.0,90.0
1407,   45,10001,2010XX00,,,,
1408,   45,10001,2010JJ00,,,,
1409,   45,10001,2012JJ00,,,,
1410,   45,15400,2003JJ00,,,,
1411,   45,15400,2004JJ00,,,,
1412,   45,15400,2005JJ00,9.0,91.0,11.0,89.0
1413,   45,15400,2006JJ00,8.0,92.0,10.0,90.0
1414,   45,15400,2007JJ00,8.0,92.0,10.0,90.0
1415,   45,15400,2008JJ00,10.0,90.0,9.0,91.0
1416,   45,15400,2009JJ00,8.0,92.0,10.0,90.0
1417,   45,15400,2010XX00,,,,
1418,   45,15400,2010JJ00,,,,
1419,   45,15400,2012JJ00,,,,
1420,   45,15450,2003JJ00,,,,
1421,   45,15450,2004JJ00,,,,
1422,   45,15450,2005JJ00,11.0,89.0,11.0,89.0
1423,   45,15450,2006JJ00,11.0,89.0,11.0,89.0
1424,   45,15450,2007JJ00,11.0,89.0,11.0,89.0
1425,   45,15450,2008JJ00,9.0,91.0,10.0,90.0
1426,   45,15450,2009JJ00,11.0,89.0,11.0,89.0
1427,   45,15450,2010XX00,,,,
1428,   45,15450,2010JJ00,,,,
1429,   45,15450,2012JJ00,,,,
1430,   45,53110,2003JJ00,,,,
1431,   45,53110,2004JJ00,,,,
1432,   45,53110,2005JJ00,9.0,91.0,11.0,89.0
1433,   45,53110,2006JJ00,8.0,92.0,10.0,90.0
1434,   45,53110,2007JJ00,8.0,92.0,11.0,89.0
1435,   45,53110,2008JJ00,7.0,93.0,8.0,92.0
1436,   45,53110,2009JJ00,9.0,91.0,11.0,89.0
1437,   45,53110,2010XX00,,,,
1438,   45,53110,2010JJ00,,,,
1439,   45,53110,2012JJ00,,,,
1440,   45,53705,2003JJ00,,,,
1441,   45,53705,2004JJ00,,,,
1442,   45,53705,2005JJ00,9.0,91.0,12.0,88.0
1443,   45,53705,2006JJ00,9.0,91.0,11.0,89.0
1444,   45,53705,2007JJ00,8.0,92.0,12.0,88.0
1445,   45,53705,2008JJ00,9.0,91.0,10.0,90.0
1446,   45,53705,2009JJ00,9.0,91.0,12.0,88.0
1447,   45,53705,2010XX00,,,,
1448,   45,53705,2010JJ00,,,,
1449,   45,53705,2012JJ00,,,,
1450,   45,53850,2003JJ00,,,,
1451,   45,53850,2004JJ00,,,,
1452,   45,53850,2005JJ00,12.0,88.0,12.0,88.0
1453,   45,53850,2006JJ00,11.0,89.0,11.0,89.0
1454,   45,53850,2007JJ00,11.0,89.0,10.0,90.0
1455,   45,53850,2008JJ00,11.0,89.0,10.0,90.0
1456,   45,53850,2009JJ00,10.0,90.0,10.0,90.0
1457,   45,53850,2010XX00,,,,
1458,   45,53850,2010JJ00,,,,
1459,   45,53850,2012JJ00,,,,
1460,   45,15700,2003JJ00,,,,
1461,   45,15700,2004JJ00,,,,
1462,   45,15700,2005JJ00,11.0,89.0,8.0,92.0
1463,   45,15700,2006JJ00,11.0,89.0,8.0,92.0
1464,   45,15700,2007JJ00,12.0,88.0,9.0,91.0
1465,   45,15700,2008JJ00,10.0,90.0,10.0,90.0
1466,   45,15700,2009JJ00,10.0,90.0,8.0,92.0
1467,   45,15700,2010XX00,,,,
1468,   45,15700,2010JJ00,,,,
1469,   45,15700,2012JJ00,,,,
1470,   45,12600,2003JJ00,,,,
1471,   45,12600,2004JJ00,,,,
1472,   45,12600,2005JJ00,10.0,90.0,11.0,89.0
1473,   45,12600,2006JJ00,9.0,91.0,9.0,91.0
1474,   45,12600,2007JJ00,8.0,92.0,10.0,90.0
1475,   45,12600,2008JJ00,9.0,91.0,9.0,91.0
1476,   45,12600,2009JJ00,9.0,91.0,9.0,91.0
1477,   45,12600,2010XX00,,,,
1478,   45,12600,2010JJ00,,,,
1479,   45,12600,2012JJ00,,,,
1480,   45,12650,2003JJ00,,,,
1481,   45,12650,2004JJ00,,,,
1482,   45,12650,2005JJ00,14.0,86.0,14.0,86.0
1483,   45,12650,2006JJ00,13.0,87.0,11.0,89.0
1484,   45,12650,2007JJ00,15.0,85.0,14.0,86.0
1485,   45,12650,2008JJ00,14.0,86.0,11.0,89.0
1486,   45,12650,2009JJ00,10.0,90.0,15.0,85.0
1487,   45,12650,2010XX00,,,,
1488,   45,12650,2010JJ00,,,,
1489,   45,12650,2012JJ00,,,,
1490,   45,13000,2003JJ00,,,,
1491,   45,13000,2004JJ00,,,,
1492,   45,13000,2005JJ00,14.0,86.0,13.0,87.0
1493,   45,13000,2006JJ00,16.0,84.0,24.0,76.0
1494,   45,13000,2007JJ00,20.0,80.0,19.0,81.0
1495,   45,13000,2008JJ00,16.0,84.0,14.0,86.0
1496,   45,13000,2009JJ00,19.0,81.0,22.0,78.0
1497,   45,13000,2010XX00,,,,
1498,   45,13000,2010JJ00,,,,
1499,   45,13000,2012JJ00,,,,
