ID,Bedrijfsgrootte,BedrijfstakkenBranchesSBI2008,PersoneelDatWerktMetInternet_1,Bedrijfsemails_2,Bedrijfsdocumenten_3,BedrijfsapplicatiesOfSoftware_4,Telewerkers_5,TelewerkKomtVoor_6,InternetVast_7,MinderDan30MbitS_8,k_30Tot100MbitS_9,k_100Tot500MbitS_10,k_500MbitSTot1GbitS_11,TenMinste1GbitS_12,BedrijvenMetWebsite_13,BeschrijvingenVanProductenPrijslijst_14,OnlineBestellenBoekenOfReserveren_15,ProductaanpassingDoorKlant_16,BestellingOnlineVolgen_17,KlantspecifiekeInfoVoorDeBezoeker_18,VirtueleKlantenservice_19,OnlineSolliciteren_20,Meertalig_21,MobieleAppVoorKlanten_22,SocialeMediaGebruikt_23,SocialeNetwerkenBijvFacebook_24,BlogsOfMicroblogsBijvTwitter_25,MultimediaDelenBijvYouTube_26,ClouddienstenGebruikt_27,EMail_28,OfficeSoftware_29,OpslagDatabases_30,BestandenOpslaan_31,BoekhoudingSoftware_32,ERPSoftware_33,KlantbeheerSoftware_34,Veiligheidssoftware_35,Rekenkracht_36,Rekenplatform_37,BestandenOfDatabasesOpslag_38,AIGebruikt_39,TextMining_40,Spraakherkenning_41,NaturalLanguageGeneration_42,AfbeeldingHerkenning_43,MachineLearning_44,RobotOndersteundeProcesautomatisering_45,ServiceRobotsOfAutonomeVoertuigen_46,VoorMarketingOfVerkoop_47,Productieprocessen_48,AdministratieveProcessenBestuurtaken_49,Logistiek_50,ICTBeveiliging_51,BoekhoudingControleFinancieelBeheer_52,OnderzoekOntwikkelingOfInnovatie_53,EigenWerknemersOntwikkeld_54,CommercieelZelfAangepast_55,OpenSourceZelfAangepast_56,CommercieelGebruikt_57,ExternOntwikkeld_58,HeeftAIOverwogen_59,KostenZijnTeHoog_60,GebrekAanRelevanteErvaringInBedrijf_61,IncompatibiliteitBestaandeICTSysteem_62,MoeilijkhedenBeschikbaarheidGegevens_63,BezorgdheidSchendingGegevensbescherm_64,OnduidelijkheidOverJuridischeGevolgen_65,EthischeOverwegingen_66,NietNuttigVoorOnderneming_67,Antivirussoftware_68,BeleidVoorSterkeWachtwoorden_69,BiometrischeMethoden_70,AuthenticatieViaSoftOfHardwaretoken_71,EncryptieVanData_72,GegevensOpAndereFysiekeLocatie_73,NetworkAccessControl_74,VPNInternetgebruikBuitenHetBedrijf_75,LogbestandenVoorAnalyseIncidenten_76,MethodesVoorBeoordelenICTVeiligheid_77,Risicoanalyses_78,ICTVeiligheidVolgEnDetectiesysteem_79,VrijwilligeTraining_80,VerplichteTraining_81,MetContract_82,ICTVeiligheidsdocumentenAanwezig_83,MinderDan12MaandenGeleden_84,TussenDe12En24MaandenGeleden_85,MeerDan24MaandenGeleden_86,UitbesteedAanExternBedrijf_87,EigenPersoneel_88,EigenPersoneelEnExternBedrijf_89,NietVanToepassing_90,IncidentMetInterneOorzaakGehad_91,IncidentDoorAanvalVanBuitenGehad_92,UitvalICTDienstDoorVeiligheidsinc_93,VernietigingDataDoorVeiligheidsinc_94,OnthullingDoorInternIncident_95,UitvalICTDienstDoorAanvalBuitenaf_96,VernietigingDataAanvalVanBuitenaf_97,OnthullingGegevensDoorICTInbraak_98,KostenIncidentInternGehad_99,KostenIncidentAanvalBuitenafGehad_100,UitvalICTDienstDoorVeiligheidsinc_101,VernietigingDataDoorVeiligheidsinc_102,OnthullingDoorInternIncident_103,UitvalICTDienstDoorAanvalBuitenaf_104,VernietigingDataAanvalBuitenaf_105,OnthullingDoorICTInbraak_106,Kosten1VanDeTotaleOmzet_107,Kosten1Tot2VanDeTotaleOmzet_108,Kosten2Tot5VanDeTotaleOmzet_109,Kosten5Tot10VanDeTotaleOmzet_110,Kosten10Tot50VanDeTotaleOmzet_111,Kosten50VanDeTotaleOmzet_112,Kosten1VanDeTotaleOmzet_113,Kosten1Tot2VanDeTotaleOmzet_114,Kosten2Tot5VanDeTotaleOmzet_115,Kosten5Tot10VanDeTotaleOmzet_116,Kosten10Tot50VanDeTotaleOmzet_117,Kosten50VanDeTotaleOmzet_118,RansomwareAanvalGehad_119,LosgeldBetaald_120,BetalingLosgeldZinvol_121,AndereKostenRansomwareAanvalGehad_122,k_1VanDeTotaleOmzet_123,k_1Tot2VanDeTotaleOmzet_124,k_2Tot5VanDeTotaleOmzet_125,k_5Tot10VanDeTotaleOmzet_126,k_10Tot50VanDeTotaleOmzet_127,k_50VanDeTotaleOmzet_128,Kosten1VanDeTotaleOmzet_129,Kosten1Tot2VanDeTotaleOmzet_130,Kosten2Tot5VanDeTotaleOmzet_131,Kosten5Tot10VanDeTotaleOmzet_132,Kosten10Tot50VanDeTotaleOmzet_133,Kosten50VanDeTotaleOmzet_134,Politie_135,Cybersecurity_136,VerzekeringICTVeiligheidsincidenten_137,GezochtNaarMeldingenCyberdreigingen_138,BekendMetDTC_139,DTCWebsiteAlsBronGebruikt_140,EFactuur_141,ElektronischMaarGeenEFactuur_142,PapierenVorm_143,MinderDan10_144,TenMinste10Tot25_145,TenMinste25Tot50_146,TenMinste50Tot75_147,TenMinste75_148,VerkoopViaWebsiteOfApp_149,Verkoopwaarde1VanDeTotaleOmzet_150,Verkoopwaarde1VanDeTotaleOmzet_151,Verkoopwaarde2VanDeTotaleOmzet_152,Verkoopwaarde5VanDeTotaleOmzet_153,Verkoopwaarde10VanDeTotaleOmzet_154,Verkoopwaarde25VanDeTotaleOmzet_155,Verkoopwaarde50VanDeTotaleOmzet_156,ViaWebsiteOfAppsVanEigenBedrijf_157,PercentageOmzetViaOnlinePlatforms_158,VerkoopViaECommerce_159,Verkoopwaarde1VanDeTotaleOmzet_160,Verkoopwaarde1VanDeTotaleOmzet_161,Verkoopwaarde2VanDeTotaleOmzet_162,Verkoopwaarde5VanDeTotaleOmzet_163,Verkoopwaarde10VanDeTotaleOmzet_164,Verkoopwaarde25VanDeTotaleOmzet_165,Verkoopwaarde50VanDeTotaleOmzet_166,ViaEen_167,ViaTwee_168,ViaDrieOfMeer_169,MeerDan75VanOmzetUitEenPlatform_170,BetaaldAanPlatforms_171,VerkoopViaEDI_172,Verkoopwaarde1VanDeTotaleOmzet_173,Verkoopwaarde1VanDeTotaleOmzet_174,Verkoopwaarde2VanDeTotaleOmzet_175,Verkoopwaarde5VanDeTotaleOmzet_176,Verkoopwaarde10VanDeTotaleOmzet_177,Verkoopwaarde25VanDeTotaleOmzet_178,Verkoopwaarde50VanDeTotaleOmzet_179
44,WP19097,800036,80.0,97.0,95.0,93.0,56.0,97.0,100,0,10.0,,,16.0,97.0,89.0,,6.0,,,16.0,86.0,,34.0,95.0,95,,,,,,,,,,,,,,,23.0,6.0,2.0,5.0,6.0,8.0,13.0,1.0,3.0,4.0,,,,7.0,5.0,4.0,,6.0,,,4.0,,,,,,,,,100,96.0,,94.0,,99.0,97.0,,90.0,,,,,,,,,18.0,1,,10.0,,3.0,,13.0,,3.0,2.0,7.0,1,6.0,6.0,1.0,,,,,,0.0,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,97.0,,,6.0,3.0,6.0,,33.0,14.0,,,,,,9.0,,19.0,,14.0,,,,,,,3.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
45,WP19097,350000,82.0,96.0,94.0,92.0,60.0,96.0,100,0,10.0,49.0,28.0,13.0,98.0,79.0,11.0,2.0,3.0,12.0,4.0,94.0,17.0,4.0,95.0,95,21.0,48.0,71.0,59.0,55.0,46.0,51.0,34.0,29.0,22.0,48.0,16.0,15.0,56.0,8.0,1.0,1.0,1.0,2.0,2.0,4.0,2.0,0.0,3.0,1.0,0.0,2.0,2.0,1.0,1.0,1.0,1.0,3.0,3.0,8.0,2.0,,,2.0,1.0,1.0,0.0,2.0,99,93.0,30.0,87.0,55.0,95.0,91.0,77.0,85.0,76.0,65.0,47.0,41.0,17.0,41.0,59.0,46.0,10.0,3,56.0,11.0,31.0,3.0,38.0,12.0,36.0,2.0,3.0,8.0,2,6.0,10.0,4.0,10.0,0.0,0.0,,,1.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,23.0,20.0,30.0,14.0,59.0,100.0,62.0,13.0,3.0,5.0,8.0,29.0,8.0,2.0,,,,,,3.0,,,13.0,3.0,11.0,11.0,9.0,9.0,7.0,6.0,,0.0,,0.0,,5.0,1.0,,,,,,
46,WP19097,354200,78.0,91.0,88.0,83.0,50.0,90.0,99,1,12.0,37.0,29.0,19.0,95.0,85.0,61.0,12.0,31.0,37.0,31.0,79.0,51.0,21.0,92.0,91,27.0,58.0,75.0,65.0,60.0,54.0,62.0,39.0,30.0,35.0,50.0,30.0,32.0,66.0,18.0,6.0,4.0,5.0,4.0,8.0,7.0,2.0,6.0,3.0,6.0,3.0,6.0,5.0,3.0,4.0,6.0,4.0,10.0,7.0,8.0,3.0,6.0,4.0,4.0,2.0,2.0,2.0,1.0,98,94.0,34.0,85.0,65.0,93.0,89.0,82.0,83.0,72.0,73.0,58.0,62.0,42.0,44.0,69.0,58.0,8.0,3,31.0,25.0,36.0,9.0,32.0,12.0,30.0,4.0,3.0,8.0,2,4.0,7.0,3.0,7.0,1.0,0.0,2.0,0.0,1.0,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,36.0,28.0,28.0,12.0,52.0,93.0,67.0,8.0,6.0,4.0,8.0,28.0,53.0,9.0,44.0,41.0,35.0,28.0,21.0,15.0,85.0,15.0,63.0,7.0,56.0,53.0,48.0,41.0,32.0,23.0,6.0,3.0,9.0,5.0,,26.0,3.0,23.0,21.0,20.0,17.0,11.0,5.0
47,WP19097,383100,63.0,96.0,90.0,88.0,36.0,93.0,100,1,15.0,40.0,29.0,15.0,96.0,83.0,37.0,5.0,23.0,24.0,8.0,85.0,60.0,11.0,85.0,85,18.0,35.0,70.0,59.0,48.0,49.0,51.0,43.0,31.0,31.0,46.0,22.0,23.0,57.0,14.0,3.0,2.0,2.0,6.0,5.0,6.0,4.0,1.0,4.0,5.0,5.0,6.0,4.0,2.0,3.0,4.0,1.0,,5.0,8.0,3.0,7.0,5.0,5.0,2.0,3.0,1.0,1.0,99,88.0,28.0,84.0,57.0,97.0,87.0,80.0,84.0,72.0,71.0,54.0,46.0,34.0,39.0,59.0,48.0,9.0,2,39.0,20.0,33.0,7.0,31.0,10.0,29.0,3.0,3.0,8.0,1,2.0,8.0,2.0,7.0,1.0,0.0,2.0,0.0,0.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,38.0,27.0,30.0,14.0,50.0,93.0,61.0,14.0,3.0,4.0,3.0,26.0,15.0,3.0,,9.0,8.0,8.0,6.0,3.0,,9.0,45.0,5.0,40.0,38.0,37.0,35.0,28.0,22.0,1.0,1.0,,,,37.0,2.0,34.0,34.0,33.0,31.0,24.0,17.0
48,WP19097,389100,47.0,88.0,82.0,76.0,18.0,85.0,100,1,20.0,32.0,33.0,15.0,92.0,86.0,74.0,17.0,15.0,24.0,9.0,75.0,65.0,31.0,88.0,85,15.0,58.0,67.0,61.0,53.0,50.0,59.0,51.0,32.0,32.0,50.0,19.0,20.0,60.0,11.0,1.0,1.0,0.0,4.0,1.0,4.0,2.0,,1.0,4.0,0.0,1.0,4.0,0.0,0.0,1.0,1.0,,2.0,4.0,,,,,1.0,0.0,0.0,0.0,99,85.0,34.0,85.0,50.0,88.0,81.0,61.0,71.0,62.0,57.0,40.0,31.0,24.0,36.0,45.0,,4.0,2,58.0,13.0,14.0,15.0,23.0,8.0,21.0,2.0,2.0,8.0,2,2.0,8.0,2.0,8.0,0.0,0.0,,0.0,0.0,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,37.0,10.0,14.0,3.0,36.0,89.0,50.0,,1.0,0.0,4.0,,53.0,6.0,47.0,44.0,41.0,39.0,35.0,20.0,45.0,55.0,54.0,6.0,47.0,45.0,41.0,39.0,35.0,21.0,4.0,6.0,35.0,11.0,,2.0,0.0,,,,,,
49,WP19097,391600,99.0,96.0,96.0,94.0,90.0,96.0,100,1,5.0,28.0,29.0,37.0,96.0,84.0,37.0,11.0,14.0,28.0,27.0,91.0,52.0,27.0,97.0,97,52.0,65.0,90.0,82.0,81.0,80.0,83.0,67.0,55.0,66.0,75.0,56.0,61.0,86.0,45.0,19.0,15.0,14.0,17.0,27.0,22.0,5.0,16.0,15.0,15.0,3.0,19.0,12.0,19.0,21.0,17.0,18.0,24.0,15.0,12.0,3.0,6.0,3.0,3.0,3.0,2.0,2.0,1.0,98,98.0,59.0,96.0,88.0,95.0,94.0,88.0,93.0,85.0,88.0,74.0,84.0,65.0,69.0,90.0,84.0,4.0,2,6.0,41.0,51.0,3.0,31.0,15.0,28.0,3.0,7.0,10.0,4,5.0,8.0,5.0,7.0,1.0,1.0,2.0,1.0,2.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,63.0,52.0,42.0,23.0,51.0,95.0,32.0,7.0,6.0,5.0,3.0,30.0,25.0,4.0,21.0,20.0,18.0,17.0,14.0,11.0,85.0,15.0,27.0,4.0,23.0,21.0,19.0,18.0,15.0,13.0,2.0,2.0,,,,4.0,1.0,,2.0,2.0,2.0,2.0,1.0
50,WP19097,396300,99.0,94.0,92.0,94.0,92.0,94.0,100,2,10.0,,18.0,,99.0,88.0,,22.0,22.0,,,84.0,,,94.0,94,,,91.0,82.0,77.0,,75.0,56.0,,,,,,79.0,,20.0,19.0,11.0,14.0,,,0.0,,,,0.0,,7.0,,,,,,,,,,,,,,,0.0,100,99.0,,96.0,95.0,100.0,94.0,93.0,97.0,95.0,95.0,83.0,86.0,88.0,,100.0,98.0,2.0,0,15.0,,,0.0,43.0,15.0,,0.0,21.0,11.0,4,9.0,6.0,4.0,,0.0,0.0,,,0.0,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,93.0,,4.0,3.0,0.0,1.0,,26.0,,,,,,,,,,27.0,8.0,19.0,18.0,16.0,15.0,12.0,11.0,,1.0,,,,4.0,0.0,,,,,,
51,WP19097,402000,100.0,99.0,100.0,100.0,94.0,100.0,100,0,,,,,100.0,,,10.0,,,,,,,98.0,98,,,99.0,,,88.0,87.0,,,,,,,91.0,,,7.0,5.0,4.0,9.0,11.0,0.0,0.0,5.0,8.0,2.0,,,2.0,,4.0,4.0,,8.0,,,,,,,,,2.0,100,96.0,,100.0,,100.0,94.0,,96.0,92.0,,,,,,93.0,,,5,,,,0.0,,,,1.0,,,7,,5.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.0,,,,,2.0,,,,,,,,,1.0,,,,6.0,,,,,6.0,1.0,0.0,,1.0,1.0,,3.0,,,,,,,0.0
52,WP19097,403300,97.0,98.0,97.0,96.0,85.0,97.0,100,1,8.0,30.0,28.0,33.0,97.0,80.0,20.0,5.0,6.0,19.0,16.0,88.0,55.0,11.0,95.0,95,40.0,53.0,87.0,78.0,77.0,70.0,77.0,66.0,52.0,57.0,69.0,45.0,42.0,79.0,34.0,15.0,11.0,11.0,10.0,20.0,17.0,5.0,10.0,11.0,14.0,3.0,16.0,10.0,13.0,13.0,14.0,11.0,18.0,13.0,10.0,3.0,7.0,2.0,5.0,5.0,5.0,1.0,1.0,99,95.0,45.0,95.0,83.0,96.0,94.0,82.0,88.0,81.0,81.0,68.0,79.0,55.0,55.0,84.0,74.0,9.0,1,20.0,26.0,50.0,4.0,36.0,13.0,29.0,6.0,11.0,6.0,3,8.0,10.0,4.0,9.0,2.0,1.0,2.0,,2.0,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,54.0,41.0,42.0,21.0,50.0,95.0,46.0,10.0,5.0,3.0,7.0,24.0,12.0,3.0,9.0,8.0,8.0,7.0,5.0,4.0,91.0,9.0,15.0,3.0,12.0,11.0,10.0,9.0,8.0,6.0,0.0,1.0,,2.0,,5.0,1.0,,,3.0,3.0,2.0,2.0
53,WP19097,410200,76.0,85.0,80.0,79.0,51.0,83.0,97,2,20.0,40.0,23.0,12.0,92.0,76.0,19.0,4.0,8.0,22.0,15.0,78.0,33.0,14.0,81.0,81,21.0,40.0,66.0,58.0,55.0,53.0,58.0,52.0,30.0,42.0,49.0,22.0,19.0,60.0,15.0,6.0,3.0,5.0,3.0,5.0,5.0,1.0,6.0,3.0,5.0,2.0,4.0,3.0,3.0,4.0,4.0,3.0,7.0,6.0,5.0,1.0,4.0,2.0,2.0,1.0,1.0,1.0,1.0,96,86.0,30.0,77.0,54.0,88.0,79.0,53.0,62.0,51.0,51.0,34.0,35.0,24.0,35.0,52.0,40.0,9.0,3,45.0,19.0,20.0,16.0,24.0,8.0,21.0,2.0,4.0,6.0,2,2.0,4.0,2.0,3.0,1.0,1.0,1.0,1.0,0.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,30.0,15.0,19.0,7.0,43.0,89.0,41.0,6.0,3.0,2.0,6.0,26.0,11.0,4.0,8.0,6.0,6.0,5.0,4.0,3.0,82.0,18.0,12.0,4.0,9.0,7.0,7.0,6.0,5.0,4.0,1.0,2.0,1.0,1.0,,3.0,0.0,2.0,2.0,2.0,2.0,1.0,1.0
54,WP19097,422400,91.0,92.0,91.0,88.0,62.0,91.0,98,1,11.0,39.0,33.0,15.0,99.0,81.0,28.0,2.0,2.0,29.0,7.0,93.0,14.0,18.0,92.0,92,19.0,52.0,78.0,72.0,71.0,64.0,68.0,67.0,31.0,47.0,61.0,26.0,21.0,71.0,15.0,3.0,6.0,5.0,2.0,2.0,4.0,1.0,2.0,3.0,4.0,1.0,2.0,2.0,3.0,1.0,2.0,2.0,,2.0,9.0,2.0,,3.0,,,,1.0,0.0,98,93.0,36.0,90.0,77.0,92.0,87.0,64.0,75.0,60.0,67.0,41.0,58.0,28.0,49.0,80.0,69.0,7.0,4,42.0,13.0,37.0,8.0,36.0,15.0,31.0,2.0,14.0,6.0,0,11.0,12.0,4.0,12.0,1.0,1.0,,0.0,1.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,35.0,22.0,26.0,,41.0,86.0,62.0,4.0,2.0,3.0,6.0,,8.0,2.0,,,,,,,,11.0,9.0,2.0,7.0,7.0,6.0,6.0,6.0,5.0,,,0.0,,,2.0,0.0,,,,,,
55,WP19097,332915,98.0,96.0,96.0,95.0,89.0,96.0,100,0,6.0,30.0,30.0,34.0,97.0,85.0,37.0,12.0,17.0,33.0,32.0,91.0,55.0,21.0,97.0,97,48.0,63.0,89.0,81.0,80.0,77.0,82.0,65.0,53.0,63.0,69.0,54.0,60.0,85.0,41.0,20.0,13.0,11.0,16.0,25.0,21.0,6.0,16.0,14.0,14.0,3.0,17.0,11.0,17.0,20.0,16.0,17.0,22.0,13.0,11.0,2.0,7.0,3.0,3.0,3.0,2.0,1.0,1.0,98,97.0,60.0,96.0,90.0,94.0,95.0,89.0,94.0,87.0,91.0,77.0,87.0,68.0,73.0,91.0,85.0,5.0,2,6.0,44.0,48.0,3.0,32.0,16.0,29.0,3.0,7.0,10.0,4,5.0,8.0,4.0,7.0,1.0,1.0,1.0,1.0,2.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,60.0,50.0,40.0,21.0,53.0,95.0,30.0,7.0,7.0,4.0,4.0,30.0,27.0,4.0,23.0,22.0,18.0,17.0,16.0,13.0,92.0,8.0,30.0,4.0,27.0,26.0,22.0,21.0,18.0,15.0,,2.0,,,,6.0,1.0,,,,,,2.0
56,WP19107,399907,85.0,97.0,96.0,95.0,72.0,96.0,100,0,7.0,31.0,27.0,34.0,97.0,83.0,36.0,10.0,19.0,37.0,22.0,90.0,53.0,27.0,95.0,94,47.0,68.0,90.0,79.0,78.0,73.0,79.0,55.0,46.0,54.0,67.0,50.0,46.0,82.0,42.0,15.0,16.0,11.0,14.0,20.0,24.0,9.0,10.0,15.0,16.0,9.0,21.0,11.0,13.0,14.0,17.0,12.0,26.0,21.0,14.0,3.0,11.0,5.0,6.0,5.0,4.0,3.0,1.0,99,97.0,49.0,96.0,89.0,97.0,91.0,85.0,92.0,87.0,86.0,73.0,83.0,60.0,59.0,88.0,80.0,7.0,2,14.0,21.0,62.0,4.0,46.0,19.0,40.0,5.0,18.0,9.0,3,11.0,14.0,5.0,13.0,2.0,2.0,3.0,2.0,3.0,84.0,11.0,1.0,4.0,0.0,0.0,95.0,4.0,0.0,0.0,0.0,0.0,2.0,5.0,5.0,41.0,,0.0,0.0,0.0,0.0,0.0,69.0,10.0,8.0,13.0,0.0,0.0,41.0,60.0,44.0,54.0,54.0,33.0,60.0,94.0,66.0,10.0,6.0,7.0,8.0,30.0,25.0,7.0,18.0,16.0,14.0,12.0,9.0,6.0,86.0,14.0,36.0,6.0,29.0,28.0,25.0,23.0,20.0,15.0,1.0,2.0,5.0,2.0,,20.0,3.0,17.0,16.0,15.0,14.0,12.0,8.0
57,WP19107,307500,72.0,99.0,98.0,97.0,61.0,98.0,99,0,7.0,35.0,25.0,33.0,98.0,79.0,29.0,10.0,14.0,25.0,11.0,87.0,69.0,17.0,93.0,92,44.0,65.0,91.0,79.0,79.0,67.0,77.0,40.0,34.0,50.0,64.0,40.0,35.0,80.0,41.0,12.0,10.0,7.0,12.0,21.0,24.0,20.0,7.0,21.0,10.0,16.0,20.0,10.0,13.0,14.0,18.0,15.0,29.0,24.0,9.0,2.0,,2.0,3.0,3.0,2.0,1.0,1.0,99,99.0,46.0,94.0,93.0,98.0,92.0,92.0,92.0,92.0,89.0,81.0,87.0,72.0,61.0,90.0,81.0,6.0,3,9.0,22.0,66.0,4.0,42.0,17.0,37.0,9.0,12.0,8.0,5,11.0,14.0,5.0,13.0,,1.0,3.0,2.0,3.0,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,46.0,58.0,53.0,32.0,68.0,95.0,70.0,8.0,7.0,12.0,9.0,33.0,24.0,9.0,14.0,12.0,11.0,9.0,5.0,5.0,85.0,15.0,53.0,6.0,47.0,44.0,41.0,37.0,31.0,24.0,1.0,,,,,43.0,3.0,40.0,38.0,36.0,32.0,26.0,19.0
58,WP19107,800036,,100.0,100.0,100.0,,100.0,100,2,0.0,,,,100.0,,,,,,,,,,98.0,98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,0.0,100,100.0,,92.0,,100.0,,97.0,93.0,,,,,,,,93.0,3.0,0,,,,0.0,,,,2.0,,,2,6.0,,2.0,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59,WP19107,350000,93.0,100.0,99.0,100.0,84.0,100.0,100,0,5.0,33.0,29.0,33.0,98.0,79.0,15.0,5.0,9.0,13.0,10.0,91.0,,21.0,97.0,97,,74.0,84.0,73.0,75.0,65.0,76.0,,,,63.0,,,77.0,39.0,8.0,4.0,3.0,10.0,19.0,22.0,8.0,2.0,,,1.0,,,7.0,,,11.0,,,14.0,2.0,,,,3.0,3.0,2.0,3.0,100,98.0,,96.0,89.0,100.0,94.0,94.0,96.0,95.0,91.0,81.0,88.0,64.0,60.0,89.0,85.0,3.0,1,13.0,26.0,61.0,0.0,,22.0,,2.0,6.0,10.0,6,8.0,10.0,4.0,10.0,0.0,0.0,,,1.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,44.0,,,,63.0,99.0,66.0,18.0,8.0,11.0,3.0,,9.0,,,,,,,,,0.0,17.0,6.0,10.0,10.0,10.0,8.0,7.0,6.0,0.0,0.0,0.0,0.0,,10.0,,,,,,,
60,WP19107,354200,62.0,96.0,96.0,94.0,43.0,96.0,100,1,8.0,33.0,30.0,28.0,96.0,86.0,69.0,19.0,46.0,50.0,40.0,90.0,53.0,39.0,95.0,95,46.0,71.0,90.0,77.0,78.0,73.0,79.0,47.0,37.0,51.0,63.0,54.0,54.0,82.0,40.0,16.0,10.0,10.0,12.0,22.0,22.0,10.0,19.0,15.0,14.0,16.0,18.0,11.0,9.0,17.0,15.0,11.0,23.0,21.0,15.0,4.0,11.0,6.0,6.0,5.0,4.0,3.0,2.0,99,98.0,45.0,95.0,88.0,97.0,90.0,92.0,92.0,90.0,88.0,79.0,81.0,65.0,56.0,86.0,77.0,7.0,2,11.0,24.0,61.0,4.0,35.0,16.0,32.0,5.0,9.0,9.0,4,7.0,13.0,7.0,13.0,,2.0,4.0,,3.0,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,43.0,50.0,52.0,31.0,66.0,97.0,74.0,8.0,6.0,10.0,13.0,28.0,63.0,11.0,52.0,50.0,42.0,38.0,25.0,15.0,89.0,11.0,72.0,10.0,62.0,60.0,53.0,48.0,39.0,27.0,7.0,3.0,10.0,5.0,,34.0,7.0,27.0,26.0,24.0,19.0,16.0,9.0
61,WP19107,383100,78.0,99.0,99.0,98.0,66.0,99.0,99,1,9.0,35.0,23.0,31.0,97.0,85.0,46.0,16.0,38.0,37.0,27.0,90.0,69.0,29.0,93.0,93,34.0,52.0,85.0,76.0,75.0,60.0,74.0,45.0,36.0,42.0,51.0,47.0,45.0,76.0,36.0,10.0,12.0,7.0,11.0,19.0,18.0,13.0,7.0,,14.0,,,9.0,13.0,,,,,,17.0,3.0,,,,4.0,3.0,0.0,0.0,99,99.0,45.0,96.0,81.0,99.0,90.0,93.0,93.0,87.0,90.0,75.0,78.0,67.0,57.0,90.0,84.0,6.0,0,10.0,25.0,61.0,4.0,39.0,16.0,37.0,6.0,9.0,12.0,5,6.0,11.0,7.0,11.0,,3.0,,1.0,1.0,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,33.0,60.0,54.0,,60.0,93.0,71.0,13.0,5.0,9.0,8.0,26.0,29.0,10.0,,,,,8.0,7.0,,20.0,58.0,7.0,50.0,49.0,47.0,43.0,38.0,30.0,0.0,2.0,,3.0,,43.0,4.0,,,,,,22.0
62,WP19107,389100,,97.0,94.0,91.0,,94.0,100,3,5.0,,,,97.0,92.0,,,,,,,,,100.0,100,,,97.0,,,,87.0,,,,,,,87.0,,,9.0,9.0,9.0,,,,,,,,,,,0.0,,3.0,,,,,,,,,,,,100,95.0,,94.0,,100.0,94.0,,91.0,,,,,,,,,,0,,,,7.0,,9.0,,5.0,10.0,3.0,0,6.0,,0.0,,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,95.0,,,,,5.0,,,3.0,70.0,62.0,56.0,56.0,,,55.0,,,3.0,,,56.0,56.0,,,0.0,,,,,9.0,,,,,,0.0,0.0
63,WP19107,391600,99.0,98.0,98.0,98.0,94.0,98.0,100,0,0.0,24.0,24.0,53.0,100.0,86.0,44.0,14.0,21.0,39.0,36.0,94.0,67.0,23.0,94.0,94,74.0,80.0,86.0,78.0,79.0,75.0,83.0,59.0,63.0,71.0,73.0,69.0,71.0,85.0,66.0,44.0,36.0,29.0,27.0,41.0,41.0,16.0,29.0,22.0,26.0,9.0,,20.0,,39.0,,,,22.0,7.0,1.0,,,,,,,1.0,100,100.0,64.0,99.0,96.0,98.0,95.0,93.0,99.0,95.0,94.0,83.0,97.0,82.0,70.0,98.0,93.0,5.0,0,2.0,43.0,54.0,1.0,,28.0,,1.0,8.0,22.0,4,10.0,9.0,12.0,9.0,0.0,2.0,,,3.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,63.0,65.0,59.0,,,94.0,50.0,14.0,6.0,5.0,1.0,,25.0,6.0,,,,,,,,,25.0,5.0,20.0,20.0,15.0,14.0,14.0,10.0,3.0,0.0,,,,4.0,0.0,,,,,,
