ID,Toepassingsgroepen,TeeltsectorenEnGewassen,Perioden,AantalBedrijven_1,PercentageBedrijven_2,GrootteOppervlakte_3,PercentageOppervlakte_4,Januari_5,Februari_6,Maart_7,April_8,Mei_9,Juni_10,Juli_11,Augustus_12,September_13,Oktober_14,November_15,December_16,Totaal_17,Januari_18,Februari_19,Maart_20,April_21,Mei_22,Juni_23,Juli_24,Augustus_25,September_26,Oktober_27,November_28,December_29,GebruikPerJaarPerHectare_30,DoseringPerJaarPerHectare_31
296,A028299,A042331,2012JJ00,71.0,48.5,1385,76.8,0.0,0.0,62.3,59.6,54.2,41.2,42.0,0.1,0.0,0.0,0.0,0.0,1334,0.0,0.0,24.8,14.0,15.6,29.7,13.6,2.3,0.0,0.0,0.0,0.0,0.7,1.0
297,A028299,A042331,2016JJ00,80.0,65.1,1359,75.9,0.0,0.0,21.8,61.1,50.7,47.4,47.6,36.3,26.9,0.0,0.0,0.0,1422,0.0,0.0,5.0,18.2,29.8,10.3,30.5,4.2,2.0,0.0,0.0,0.0,0.8,1.0
298,A028299,A042191,2012JJ00,281.0,100.0,1595,100.0,0.0,0.0,0.0,6.1,76.4,82.0,7.0,4.5,12.6,0.0,0.0,0.0,2665,0.0,0.0,0.0,4.9,45.0,34.0,1.0,2.8,12.3,0.0,0.0,0.0,1.7,1.7
299,A028299,A042191,2016JJ00,173.0,95.9,784,95.4,0.0,0.0,2.8,26.4,84.3,71.0,8.2,4.1,4.5,0.0,0.0,0.0,1224,0.0,0.0,3.7,11.6,49.3,24.2,3.0,4.3,3.9,0.0,0.0,0.0,1.5,1.6
300,A028299,A042246,2012JJ00,107.0,55.7,320,63.5,3.4,5.8,4.2,16.3,21.3,20.9,24.1,38.2,17.9,5.8,4.3,13.1,274,0.9,1.1,1.6,4.0,12.9,3.4,14.4,20.9,18.1,0.4,7.8,14.6,0.5,0.9
301,A028299,A042246,2016JJ00,59.0,51.9,226,59.1,6.3,10.6,5.1,15.7,32.8,41.2,17.7,24.3,14.9,16.3,6.4,0.9,237,1.0,0.9,0.5,9.0,17.5,22.9,11.0,13.2,14.9,7.1,2.0,0.1,0.6,1.0
302,A028299,A042177,2012JJ00,379.0,88.4,2738,94.0,0.0,0.0,70.7,85.3,75.2,60.7,0.0,6.0,0.0,0.0,0.0,0.0,10361,0.0,0.0,31.8,37.3,17.5,12.5,0.0,0.9,0.0,0.0,0.0,0.0,3.6,3.8
303,A028299,A042177,2016JJ00,515.0,95.5,3781,97.3,0.0,0.0,9.8,84.3,94.3,57.4,2.5,0.0,0.0,0.0,0.0,0.0,12968,0.0,0.0,3.8,57.4,28.4,10.2,0.2,0.0,0.0,0.0,0.0,0.0,3.3,3.4
304,A028299,A042356,2012JJ00,5415.0,86.4,63283,93.8,0.0,7.5,7.5,35.4,89.0,34.9,2.0,12.4,55.9,82.9,37.2,44.4,321125,0.0,0.5,3.4,24.4,47.1,1.7,0.5,0.7,11.1,10.0,0.1,0.4,4.8,5.1
305,A028299,A042356,2016JJ00,5838.0,85.7,66969,91.3,0.0,3.1,3.6,31.2,69.9,40.1,9.4,35.4,60.3,19.9,2.3,6.0,270464,0.0,0.9,0.8,10.5,48.1,1.1,1.1,9.2,21.2,6.7,0.1,0.5,3.7,4.0
306,A028299,A042347,2012JJ00,379.0,93.0,2797,80.9,0.0,0.0,52.7,36.6,45.3,21.6,0.1,0.0,0.0,0.0,0.0,0.0,3925,0.0,0.0,27.0,30.0,29.4,13.5,0.1,0.0,0.0,0.0,0.0,0.0,1.1,1.4
307,A028299,A042347,2016JJ00,393.0,86.9,2875,86.8,0.0,0.0,2.5,62.2,66.5,30.3,0.0,0.0,0.0,0.0,0.0,0.0,3970,0.0,0.0,1.9,33.2,54.9,10.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2,1.4
308,A028299,A042248,2012JJ00,40.0,48.9,71,68.3,9.1,0.0,19.1,13.2,17.3,14.5,48.9,9.7,21.2,6.6,12.7,0.0,82,14.3,0.0,20.4,3.4,7.1,6.6,18.3,1.8,11.9,4.9,11.3,0.0,0.8,1.2
309,A028299,A042248,2016JJ00,37.0,73.0,62,80.1,10.7,11.7,25.6,8.6,14.7,37.0,15.7,24.8,34.3,19.0,0.0,27.3,42,0.6,0.3,5.5,0.6,1.5,40.6,2.5,14.8,19.4,1.2,0.0,13.0,0.5,0.7
310,A028299,A042162,2012JJ00,3182.0,95.6,24678,96.3,0.0,23.0,23.0,3.2,88.0,5.4,2.8,0.0,2.8,0.0,0.0,0.0,28958,0.0,2.0,8.7,2.4,80.5,4.0,0.0,0.0,2.3,0.0,0.0,0.0,1.1,1.2
311,A028299,A042162,2016JJ00,2673.0,87.9,22687,90.8,0.0,0.9,18.1,7.1,64.6,31.0,2.3,0.4,0.0,0.0,0.0,0.0,21627,0.0,0.9,6.2,4.5,52.1,33.0,2.4,0.8,0.0,0.0,0.0,0.0,0.9,1.0
312,A028299,A042249,2012JJ00,27.0,39.9,69,40.7,3.6,4.9,5.4,9.4,14.0,17.0,14.8,18.4,3.3,11.2,6.3,3.8,46,2.5,20.7,2.6,7.5,13.0,15.2,10.8,11.0,0.5,9.7,5.8,0.8,0.3,0.7
313,A028299,A042249,2016JJ00,32.0,57.6,103,54.5,8.1,5.6,15.7,11.2,17.8,23.2,20.7,20.2,19.4,9.3,7.7,9.3,90,4.2,2.0,6.1,2.5,9.2,15.2,7.7,19.0,10.1,6.2,5.7,12.2,0.5,0.9
314,A028299,A042231,2012JJ00,168.0,97.5,1068,96.0,0.0,65.8,65.8,53.5,71.3,68.2,78.6,52.6,8.6,5.0,5.0,5.0,9753,0.0,2.8,8.7,25.4,31.4,19.7,3.3,4.4,0.4,2.5,1.3,0.1,8.8,9.1
315,A028299,A042231,2016JJ00,139.0,93.3,855,92.0,0.0,11.0,26.3,60.3,92.8,72.1,35.3,8.4,3.4,5.9,0.0,5.9,9253,0.0,0.1,0.9,15.7,42.4,39.7,0.7,0.4,0.0,0.0,0.0,0.0,10.0,10.8
316,A028299,A042198,2012JJ00,1339.0,89.4,12765,93.4,83.1,83.1,96.0,46.2,47.6,0.0,2.9,17.3,12.2,28.5,17.0,12.6,30316,9.4,0.7,40.8,15.5,12.0,0.0,1.0,1.2,4.8,11.2,3.5,0.1,2.2,2.4
317,A028299,A042198,2016JJ00,832.0,75.3,7903,79.2,1.9,0.7,23.8,52.7,16.3,2.3,1.2,2.8,11.5,16.7,3.1,2.7,5274,5.1,0.3,13.7,31.5,5.7,2.1,0.3,3.3,6.4,25.5,4.4,1.8,0.5,0.7
318,A028299,A042232,2012JJ00,159.0,98.6,1435,99.1,100.0,100.0,96.0,83.7,62.8,23.6,30.7,34.8,26.1,38.9,38.9,34.3,12910,19.3,23.1,7.5,17.4,10.5,2.2,2.3,5.7,3.6,2.6,4.2,1.6,8.9,9.0
319,A028299,A042232,2016JJ00,128.0,82.3,1254,85.7,82.4,88.5,44.1,66.3,72.3,48.3,15.2,31.3,24.9,11.7,23.1,27.7,11465,16.0,18.4,3.4,8.8,9.8,27.3,1.5,5.7,1.4,2.0,3.8,1.8,7.8,9.1
320,A028299,A042233,2012JJ00,70.0,100.0,288,100.0,93.6,87.9,93.6,92.0,74.2,29.1,27.9,9.0,20.5,36.1,36.1,36.1,5879,14.1,9.3,32.2,9.8,9.7,3.8,1.2,3.2,4.0,1.2,5.2,6.3,20.4,20.4
321,A028299,A042233,2016JJ00,48.0,78.2,242,88.7,28.5,24.8,49.6,57.8,59.7,28.8,15.7,15.9,15.9,13.7,13.0,32.5,1975,5.8,5.1,10.4,12.8,11.0,2.6,1.2,0.5,38.7,0.7,2.0,9.1,7.2,8.2
322,A028299,A042285,2012JJ00,13.0,5.2,19,3.0,0.0,0.0,0.0,1.3,1.3,0.0,1.4,1.4,1.4,3.6,0.0,0.0,17,0.0,0.0,0.0,6.1,24.5,0.0,16.0,10.0,13.8,29.7,0.0,0.0,0.0,0.9
323,A028299,A042285,2016JJ00,9.0,4.4,24,4.4,0.0,0.0,2.2,0.0,1.7,1.4,0.5,0.5,0.5,0.0,0.0,0.0,8,0.0,0.0,53.9,0.0,5.1,23.3,5.5,5.5,6.6,0.0,0.0,0.0,0.0,0.3
324,A028299,A042181,2012JJ00,190.0,63.3,1628,76.9,38.3,27.9,27.9,6.4,0.0,3.7,3.4,19.8,68.1,38.9,38.9,0.9,3675,9.6,0.1,3.2,2.5,0.0,0.3,2.3,13.4,46.4,19.9,2.0,0.1,1.7,2.3
325,A028299,A042181,2016JJ00,143.0,66.0,1195,70.5,9.4,2.8,10.6,4.9,0.0,0.0,0.9,4.8,29.3,31.8,10.4,3.5,1454,7.5,1.8,10.6,2.1,0.0,0.0,0.5,6.4,30.3,27.1,11.2,2.4,0.9,1.2
326,A028299,A042262,2012JJ00,472.0,91.2,4453,98.1,69.3,63.1,68.7,72.2,86.4,93.0,84.2,87.0,83.8,93.9,90.0,21.8,13559,4.7,2.1,2.3,10.8,17.1,18.3,19.8,13.0,6.2,5.1,0.5,0.0,3.0,3.0
327,A028299,A042262,2016JJ00,379.0,79.0,3906,86.1,13.9,2.9,6.1,47.9,59.6,64.9,65.4,72.2,50.3,25.7,2.4,2.3,10630,1.6,0.5,1.1,21.5,23.0,20.3,13.3,12.3,3.7,2.2,0.4,0.1,2.3,2.7
328,A028299,A042250,2012JJ00,101.0,71.9,153,77.8,22.2,37.3,41.0,41.8,35.5,35.5,59.4,45.0,45.3,43.1,32.6,25.3,327,5.3,5.8,5.3,7.6,4.1,7.5,21.1,15.2,8.5,9.5,3.0,7.0,1.7,2.1
329,A028299,A042250,2016JJ00,59.0,68.2,105,75.6,34.0,31.2,31.0,43.6,41.1,54.3,34.3,31.3,30.2,33.0,29.3,31.4,202,5.2,4.2,4.2,5.6,6.9,23.1,15.5,7.1,7.7,5.5,5.7,9.1,1.5,1.9
330,A028299,A042235,2012JJ00,310.0,98.3,5074,99.7,78.7,78.7,78.7,81.6,85.4,83.5,93.0,69.6,66.1,17.2,17.2,19.1,62007,1.3,2.6,6.4,24.5,19.1,16.6,15.3,10.5,1.2,2.0,0.2,0.3,12.2,12.2
331,A028299,A042235,2016JJ00,376.0,90.8,5896,97.2,31.3,25.7,39.2,86.3,90.4,88.9,86.4,77.5,43.5,20.2,1.6,8.2,51237,1.9,2.0,4.7,28.8,20.0,15.2,13.2,9.0,1.9,1.2,0.7,1.3,8.4,8.7
332,A028299,A042168,2012JJ00,23526.0,91.8,211364,91.2,0.0,0.0,0.0,0.0,37.4,59.6,30.4,7.3,0.0,0.0,0.0,0.0,293653,0.0,0.0,0.0,0.0,27.1,49.0,22.0,1.9,0.0,0.0,0.0,0.0,1.3,1.4
333,A028299,A042168,2016JJ00,22989.0,94.4,196972,95.2,0.0,0.0,0.1,5.5,37.1,62.4,7.4,0.4,1.0,0.6,0.0,0.0,227366,0.0,0.0,0.0,4.5,35.3,56.0,3.4,0.2,0.4,0.1,0.0,0.0,1.1,1.2
334,A028299,A042236,2012JJ00,333.0,95.6,1755,98.7,99.8,99.8,99.8,86.3,49.9,46.0,30.3,22.6,15.1,30.7,29.4,39.8,17233,15.3,16.6,8.1,12.6,5.8,2.5,19.0,2.7,0.7,3.0,3.6,10.1,9.7,9.8
335,A028299,A042236,2016JJ00,226.0,89.3,1435,90.1,85.8,69.4,63.8,55.7,63.7,41.0,23.2,17.3,23.4,1.3,0.0,32.5,8270,27.6,19.9,11.2,8.9,6.9,8.4,1.8,2.1,3.2,0.2,0.0,9.8,5.2,5.8
336,A028299,A042253,2012JJ00,108.0,79.4,179,83.9,3.5,10.7,33.6,24.4,41.3,47.7,67.4,31.3,35.8,19.1,5.5,12.9,200,0.6,1.0,9.0,3.0,13.3,10.3,39.0,6.8,9.8,3.5,1.7,2.0,0.9,1.1
337,A028299,A042253,2016JJ00,73.0,80.9,137,85.5,11.5,15.1,52.1,46.5,37.8,54.4,54.2,32.6,28.6,12.1,8.4,5.0,203,1.1,1.2,32.2,10.3,5.0,24.2,18.2,3.7,2.3,0.8,0.6,0.4,1.3,1.5
338,A028299,A042286,2012JJ00,13.0,4.6,120,9.1,0.0,0.0,0.0,2.6,5.8,1.8,1.3,0.0,0.0,0.0,0.0,0.0,16,0.0,0.0,0.0,34.3,48.1,3.6,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1
339,A028299,A042286,2016JJ00,4.0,1.7,46,3.5,1.4,0.0,0.0,1.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3,7,37.9,0.0,0.0,10.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.6,0.0,0.2
340,A028299,A044052,2012JJ00,1202.0,78.4,6759,82.7,10.3,10.3,10.3,25.0,47.1,49.8,26.1,28.6,3.4,86.7,86.7,70.5,18458,0.1,0.0,4.6,8.1,15.6,20.4,3.9,4.6,0.4,20.1,21.5,0.7,2.3,2.7
341,A028299,A044052,2016JJ00,821.0,63.0,6631,70.2,3.0,0.0,0.7,18.4,45.6,37.4,17.2,40.5,2.7,12.8,8.7,1.1,11930,0.1,0.0,0.8,9.8,21.6,27.8,6.1,8.6,3.0,13.4,8.1,0.5,1.3,1.8
342,A028299,A042254,2012JJ00,139.0,33.3,192,43.0,4.8,1.9,6.7,10.6,16.9,18.6,27.8,14.8,5.3,1.7,6.0,0.0,163,2.5,2.5,8.3,7.1,16.5,17.6,23.3,14.4,2.5,0.1,5.2,0.0,0.4,0.8
343,A028299,A042254,2016JJ00,106.0,40.0,208,62.6,11.2,12.1,10.7,22.2,30.4,29.4,16.0,17.5,24.0,4.3,8.9,13.8,123,1.2,3.7,1.0,12.7,22.9,20.7,6.5,8.0,16.0,1.8,1.0,4.5,0.4,0.6
344,A028299,A042359,2012JJ00,2238.0,93.3,36702,93.7,5.2,5.2,5.1,5.7,67.8,7.7,73.2,71.6,14.5,0.0,0.9,0.0,83092,0.0,1.1,1.0,3.0,48.6,2.1,25.6,17.0,1.4,0.0,0.1,0.0,2.1,2.3
345,A028299,A042359,2016JJ00,2122.0,92.5,37476,90.5,0.0,3.7,7.1,29.9,62.9,17.6,47.0,72.5,12.9,0.0,0.5,0.0,102912,0.0,1.1,1.6,12.6,29.6,1.6,15.5,34.5,3.4,0.0,0.1,0.0,2.5,2.7
346,A028299,A042323,2012JJ00,704.0,93.9,5511,94.5,76.5,20.8,76.5,80.8,61.7,9.5,0.0,0.0,0.0,0.0,0.0,0.0,28885,1.0,0.3,30.9,48.5,17.2,2.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.2
347,A028299,A042323,2016JJ00,931.0,88.0,7163,89.8,10.9,10.8,57.8,85.1,77.2,38.0,1.6,0.0,0.0,0.0,0.0,0.0,31087,1.0,0.8,21.5,39.2,29.7,7.9,0.0,0.0,0.0,0.0,0.0,0.0,3.9,4.3
348,A028299,A042257,2012JJ00,278.0,60.0,513,59.2,9.3,14.0,15.1,20.6,28.9,29.1,39.1,24.7,20.8,24.4,23.0,7.4,743,2.3,6.9,2.2,5.7,7.8,18.6,26.3,9.2,6.5,7.6,6.0,1.0,0.9,1.4
349,A028299,A042257,2016JJ00,194.0,49.3,597,63.8,12.9,14.2,11.9,23.9,29.0,40.8,22.2,25.7,17.6,20.0,16.0,15.5,388,0.8,2.4,2.1,8.8,17.8,18.0,9.3,10.5,5.9,15.0,3.5,5.8,0.4,0.6
350,A028299,A042301,2012JJ00,326.0,75.9,1988,81.9,28.8,0.0,39.5,25.0,44.8,57.8,60.5,45.5,31.8,5.9,5.9,5.9,5134,0.2,0.0,6.6,5.9,19.5,17.7,31.5,14.5,3.6,0.4,0.1,0.0,2.1,2.6
351,A028299,A042301,2016JJ00,243.0,85.8,1900,87.7,6.8,0.0,23.0,37.8,49.3,40.9,69.2,67.5,27.4,11.3,4.8,0.0,5245,0.3,0.0,1.6,6.4,13.9,10.2,34.1,28.1,3.5,1.8,0.2,0.0,2.4,2.8
352,A028299,A042263,2012JJ00,104.0,78.2,456,92.1,43.0,35.1,81.8,64.8,46.8,84.6,35.7,15.6,6.0,2.9,2.9,2.9,895,2.4,8.5,22.3,12.9,15.6,23.1,10.1,1.9,0.9,1.3,0.2,0.8,1.8,2.0
353,A028299,A042263,2016JJ00,93.0,71.1,351,83.3,18.1,20.9,47.5,57.7,63.7,56.0,42.2,32.7,21.1,16.9,18.1,13.9,817,1.3,4.4,14.8,14.9,12.0,24.1,12.2,7.0,1.7,1.7,2.0,3.9,1.9,2.3
354,A028299,A042252,2012JJ00,59.0,32.1,157,38.6,0.7,0.0,6.5,9.9,10.4,12.1,16.5,21.0,3.0,4.5,0.0,0.0,986,0.0,0.0,0.8,87.0,1.7,3.4,2.7,3.7,0.3,0.3,0.0,0.0,2.4,6.3
355,A028299,A042252,2016JJ00,31.0,30.0,93,36.1,0.0,0.0,10.7,6.4,6.2,12.6,2.9,12.2,2.3,8.9,0.0,4.9,116,0.0,0.0,3.5,25.4,3.7,19.4,4.8,13.2,15.0,11.6,0.0,3.5,0.5,1.2
356,A028299,A042318,2012JJ00,131.0,97.0,868,98.5,0.0,0.0,1.0,41.6,88.8,71.2,10.4,0.0,2.5,0.0,0.0,0.0,2070,0.0,0.0,0.3,16.8,67.9,10.4,4.2,0.0,0.3,0.0,0.0,0.0,2.3,2.4
357,A028299,A042318,2016JJ00,73.0,89.3,413,89.9,0.0,0.0,0.0,78.6,88.4,47.7,6.5,2.2,0.0,0.0,0.0,0.0,1069,0.0,0.0,0.0,44.9,37.9,15.8,1.1,0.2,0.0,0.0,0.0,0.0,2.3,2.6
358,A028299,A042264,2012JJ00,757.0,87.5,2859,93.2,73.0,73.0,72.5,44.2,56.7,61.6,80.3,72.8,70.2,88.0,81.4,79.6,12388,11.5,12.3,5.9,9.4,11.7,8.0,7.8,8.2,5.1,5.4,0.7,13.9,4.0,4.3
359,A028299,A042264,2016JJ00,604.0,72.0,2468,80.8,16.9,15.1,25.6,41.5,48.1,52.3,49.0,44.4,42.6,20.8,11.5,16.4,6616,7.0,4.9,7.5,10.3,13.4,13.4,13.3,10.8,10.1,3.6,1.4,4.3,2.2,2.7
360,A028299,A042334,2012JJ00,404.0,82.5,2196,83.9,12.5,12.5,12.5,26.8,50.2,34.4,0.6,0.0,0.0,0.0,0.0,0.0,3756,1.3,2.7,13.2,11.7,51.1,19.6,0.3,0.0,0.0,0.0,0.0,0.0,1.4,1.7
361,A028299,A042334,2016JJ00,288.0,75.1,2007,71.7,4.8,4.5,11.8,39.3,66.6,32.1,8.0,5.3,0.2,2.1,0.0,1.5,4031,0.1,0.9,3.7,30.7,46.7,10.3,4.7,1.5,0.1,0.9,0.0,0.5,1.4,2.0
362,A028299,A042333,2012JJ00,125.0,53.7,1281,47.3,0.0,0.0,20.6,12.8,47.1,10.6,0.0,4.8,0.0,0.0,0.0,0.0,2753,0.0,0.0,38.9,9.1,42.5,6.1,0.0,3.5,0.0,0.0,0.0,0.0,1.0,2.1
363,A028299,A042333,2016JJ00,121.0,58.6,1566,60.1,0.0,0.0,9.3,55.9,39.1,18.1,0.0,0.0,0.0,0.0,0.0,0.0,2630,0.0,0.0,9.9,60.1,25.4,4.6,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.7
364,A028299,A042351,2012JJ00,275.0,76.6,2057,86.1,0.0,0.0,0.0,6.2,43.4,57.4,49.6,9.9,4.3,7.3,0.0,0.0,4961,0.0,0.0,0.0,5.1,31.8,25.7,35.0,1.4,0.1,0.9,0.0,0.0,2.1,2.4
365,A028299,A042351,2016JJ00,314.0,91.6,2173,91.1,0.0,0.0,0.0,25.9,44.9,63.6,63.6,24.7,0.0,0.0,0.0,0.0,6356,0.0,0.0,0.0,17.9,21.3,27.8,28.0,5.0,0.0,0.0,0.0,0.0,2.7,2.9
366,A028299,A042194,2012JJ00,8143.0,97.2,71613,98.5,0.0,49.5,68.1,79.2,94.1,49.7,5.1,0.6,3.0,0.0,0.0,0.0,311566,0.0,0.3,15.5,28.9,42.9,11.9,0.3,0.3,0.0,0.0,0.0,0.0,4.3,4.4
367,A028299,A042194,2016JJ00,7307.0,93.4,62616,88.5,0.0,0.4,15.6,62.5,88.0,58.7,3.3,2.3,1.5,0.1,0.0,0.0,242445,0.0,0.1,6.0,23.4,45.9,22.4,0.5,1.0,0.7,0.0,0.0,0.0,3.4,3.9
368,A028299,A042171,2012JJ00,8567.0,98.8,131539,96.4,90.5,76.7,98.3,39.6,45.3,0.0,3.9,9.7,4.4,4.8,2.2,2.2,108445,0.5,0.0,21.2,12.6,38.4,0.0,2.1,9.8,7.0,6.0,1.6,0.8,0.8,0.8
369,A028299,A042171,2016JJ00,6039.0,83.2,104727,89.5,0.7,0.0,27.0,70.6,25.8,0.7,16.0,0.7,3.9,14.9,2.0,8.7,41917,0.0,0.0,6.1,17.7,23.4,1.2,13.1,1.4,11.0,10.4,1.5,14.1,0.4,0.4
370,A028299,A042172,2012JJ00,1529.0,69.1,12086,79.3,0.0,32.2,32.2,7.2,83.1,0.0,0.0,10.5,3.1,0.0,0.0,0.0,22901,0.0,6.3,27.2,2.4,51.4,0.0,0.0,11.5,1.3,0.0,0.0,0.0,1.5,1.9
371,A028299,A042172,2016JJ00,1402.0,77.5,9247,83.7,0.0,0.0,0.0,22.6,67.0,6.0,0.6,4.3,0.0,0.0,0.0,0.0,8789,0.0,0.0,0.0,11.5,75.4,4.9,0.5,7.7,0.0,0.0,0.0,0.0,0.8,1.0
372,A028299,A042291,2012JJ00,18.0,5.4,124,7.3,0.0,0.0,0.0,1.9,3.9,2.8,4.4,3.3,0.0,0.0,0.0,0.0,28,0.0,0.0,0.0,5.8,20.4,17.0,11.0,45.7,0.0,0.0,0.0,0.0,0.0,0.2
373,A028299,A042291,2016JJ00,27.0,10.0,209,12.2,1.2,0.0,3.3,0.6,3.6,0.0,6.0,2.4,1.7,2.9,2.9,2.9,44,3.6,0.0,7.5,7.4,13.9,0.0,41.2,6.5,12.7,3.4,2.3,1.6,0.0,0.2
374,A028299,A042237,2012JJ00,832.0,94.9,10490,93.3,97.7,96.8,97.7,46.0,42.4,30.6,25.2,29.7,30.2,31.8,35.5,35.5,80915,33.0,16.1,9.9,5.3,5.0,4.5,3.5,5.7,6.0,2.1,2.4,6.3,7.2,7.7
375,A028299,A042237,2016JJ00,700.0,79.4,10752,81.4,62.8,40.7,39.0,40.0,40.5,29.1,13.7,19.1,27.1,19.2,12.1,30.9,96861,33.9,11.3,7.4,5.0,5.4,3.6,1.0,1.6,5.4,2.2,3.4,19.7,7.3,9.0
376,A028299,A042267,2012JJ00,415.0,69.3,1092,78.1,44.3,46.9,46.9,55.6,49.6,42.8,61.9,56.7,52.7,67.6,67.6,41.8,4245,12.7,6.1,4.6,7.0,15.9,12.7,10.9,11.7,5.5,5.9,5.3,1.6,3.0,3.9
377,A028299,A042267,2016JJ00,405.0,77.2,1541,89.1,25.5,17.4,54.6,67.9,71.0,62.7,56.6,57.9,44.2,37.3,24.7,13.3,5569,9.9,2.8,3.2,25.8,15.8,17.1,6.1,8.6,2.5,3.8,3.4,1.1,3.2,3.6
378,A028299,A042187,2012JJ00,260.0,97.8,2045,98.5,0.0,25.4,62.5,5.9,95.0,3.8,0.0,1.6,2.8,2.1,0.0,0.0,4091,0.0,1.1,29.5,1.5,60.6,1.6,0.0,1.0,2.9,1.8,0.0,0.0,2.0,2.0
379,A028299,A042187,2016JJ00,312.0,89.8,2177,90.1,0.0,3.2,41.3,16.0,56.3,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1707,0.0,6.5,41.4,18.0,32.3,0.0,0.0,1.8,0.0,0.0,0.0,0.0,0.7,0.8
380,A028299,A042224,2012JJ00,176.0,89.8,1337,94.4,67.9,67.9,77.8,18.9,25.9,51.0,61.7,16.5,10.7,1.3,1.3,1.3,2303,0.2,5.1,38.5,1.9,8.4,30.2,7.6,4.1,3.0,0.5,0.3,0.1,1.6,1.7
381,A028299,A042224,2016JJ00,143.0,65.7,1090,66.5,0.0,13.6,38.5,29.0,34.4,19.7,27.1,24.6,21.9,9.8,0.0,0.0,2676,0.0,8.2,22.1,13.2,9.3,5.4,11.1,15.8,3.8,11.1,0.0,0.0,1.6,2.5
382,A028299,A042315,2012JJ00,824.0,92.1,5730,92.8,0.0,19.9,19.9,11.0,69.6,60.1,35.9,4.9,0.0,0.0,0.0,0.0,15646,0.0,0.3,4.3,4.4,51.6,17.6,21.6,0.1,0.0,0.0,0.0,0.0,2.5,2.7
383,A028299,A042315,2016JJ00,732.0,80.1,5533,83.3,0.0,1.6,1.6,30.0,81.9,69.2,32.4,5.0,0.0,0.0,0.0,0.0,16956,0.0,0.1,0.2,9.4,43.6,35.4,10.4,0.9,0.0,0.0,0.0,0.0,2.6,3.1
384,A028299,A042325,2012JJ00,416.0,89.9,3100,92.3,0.0,0.0,25.8,22.9,82.0,86.4,48.9,0.0,0.0,0.0,0.0,0.0,14368,0.0,0.0,1.6,5.2,58.0,28.0,7.2,0.0,0.0,0.0,0.0,0.0,4.3,4.6
385,A028299,A042325,2016JJ00,371.0,89.4,2654,91.6,0.0,0.0,4.5,34.8,84.3,72.0,22.5,2.6,3.8,0.0,0.0,0.0,10860,0.0,0.0,0.4,15.1,52.2,28.3,3.3,0.7,0.1,0.0,0.0,0.0,3.7,4.1
386,A028299,A042320,2012JJ00,2772.0,100.0,20993,100.0,11.7,0.0,64.5,90.0,73.9,78.3,2.3,0.0,0.0,0.0,0.0,0.0,97028,0.8,0.0,8.6,35.7,27.1,27.6,0.2,0.0,0.0,0.0,0.0,0.0,4.6,4.6
387,A028299,A042320,2016JJ00,2901.0,94.3,23285,92.8,2.7,0.0,41.0,76.6,90.7,77.1,16.4,2.8,2.8,2.6,2.0,2.0,114886,1.1,0.0,8.3,25.7,36.9,24.4,2.1,0.9,0.2,0.2,0.1,0.1,4.6,4.9
388,A028299,A042362,2012JJ00,1348.0,91.4,40497,93.5,0.0,5.8,13.0,9.9,84.2,9.2,5.1,2.2,41.4,32.5,0.0,0.0,54564,0.0,0.6,5.7,4.5,57.9,0.6,0.6,0.4,19.2,10.5,0.0,0.0,1.3,1.3
389,A028299,A042362,2016JJ00,1381.0,86.6,39548,91.6,0.0,0.4,16.7,24.8,80.9,50.7,4.8,6.2,36.5,34.2,0.0,0.0,73569,0.0,0.0,3.3,8.2,46.3,2.8,2.0,0.2,21.7,15.5,0.0,0.0,1.7,1.9
390,A028298,A048737,2012JJ00,,,321103,41.3,3.2,4.9,7.2,10.4,16.3,24.2,21.0,10.2,4.4,3.3,2.6,1.5,130222,1.6,2.9,10.5,29.7,13.0,9.0,14.6,7.1,5.2,3.1,1.7,1.7,0.2,0.4
391,A028298,A048737,2016JJ00,,,317086,42.9,0.9,0.7,2.8,9.8,16.2,30.1,17.9,12.1,4.5,2.6,0.9,0.7,95865,2.2,2.8,4.8,15.6,23.8,18.0,11.6,6.8,7.0,3.1,2.3,2.2,0.1,0.3
392,A028298,A044031,2012JJ00,,,242208,35.6,0.8,3.8,4.0,7.0,10.9,19.8,15.4,4.3,0.2,0.1,0.0,0.0,58164,0.1,3.0,16.5,50.3,11.2,6.0,10.9,0.9,0.1,1.1,0.0,0.0,0.1,0.2
393,A028298,A044031,2016JJ00,,,240337,37.5,0.1,0.0,1.4,5.6,10.3,25.7,13.1,8.3,0.7,0.1,0.0,0.0,35855,0.0,0.0,6.2,24.5,38.4,15.5,12.1,2.7,0.5,0.0,0.0,0.0,0.1,0.1
394,A028298,A042228,2012JJ00,,,20219,96.4,46.9,9.8,59.1,72.8,81.7,77.9,79.7,58.6,46.8,29.1,29.3,8.8,21436,0.1,0.2,4.6,24.8,8.6,15.2,26.5,13.6,5.0,0.8,0.4,0.2,1.0,1.1
