ID,Bedrijfsactiviteiten,Perioden,Bedrijven_1,WerknemersUltimoSeptember_2,TotaalProductiewaarde_3,TotaalIndustrieleVerkopen_4,BinnenlandseVerkopen_5,BuitenlandseVerkopen_6,Exportrestituties_7,VoorraadmutatiesProducten_8,TotaalMargeHandelOvOpbrengsten_9,GeactiveerdeKosten_10,Schadeuitkeringen_11,MargeHandel_12,OpbrengstOverigeActiviteiten_13,TotaalVerbruikswaarde_14,TotaalIndustrieleInkopen_15,GrondEnHulpstoffen_16,Verpakkingsmaterialen_17,LoondienstenInNederland_18,LoondienstenInBuitenland_19,BetalingenAanUitzendbureaus_20,KostenIngehuurdPersoneel_21,Vrachtkosten_22,OntvangenKortingen_23,TerugontvangenHeffingenED_24,VoorraadmutatiesGrondEnHulpstoffen_25,KostenEnergieverbruik_26,OverigeBedrijfskosten_27,TotaalToegevoegdeWaarde_28,TotaalArbeidskosten_29,BrutoLonenEnSalarissen_30,PremiesSocialeVerzekeringen_31,PremiesPensioenEnVUT_32,OverigeUitgavenSocialeVoorzieningen_33,HeffingenEnBelastingen_34,TotaalBrutoBedrijfsresultaat_35,SaldoInterest_36,SaldoBuitengewoneBastenLasten_37,SaldoVoorzieningen_38,AfschrijvingenOpVasteActiva_39,ResultaatVoorBelastingen_40,TotaalOverigeBedrijfskosten_41,TotaalHuurInclLease_42,GebouwenEnTerreinen_43,MachinesInstallatiesED_44,Vervoermiddelen_45,TotaalOnderhoudsEnReparatiekosten_46,GebouwenEnTerreinen_47,MachinesInstallatiesED_48,Vervoermiddelen_49,SchoonhoudenGebouwenEnTerreinen_50,KostenHulpmaterialen_51,KostenHandEnMachinegereedschappen_52,PremiesSchadeverzekeringen_53,BrandstofkostenVervoermiddelen_54,ReisEnVerblijfkosten_55,ReclameBeursEnRepresentatiekosten_56,BankEnIncassokosten_57,Communicatiekosten_58,AccountantAdmAdvRechtshulp_59,Automatiseringskosten_60,ResearchEnOntwikkelingskosten_61,DoorbelasteKostenAlgemeenBeheer_62,KantoorbehContributiesAbonnVaklit_63,Opleidingskosten_64,OverigePersoneelskosten_65,VuilafvoerVuilverwerking_66,Commissarissenbeloning_67,OctrooiEnLicentierechten_68,OverigeAlgemeneKosten_69,CodeBedrijfsactiviteit_70
1526,268   ,1993JJ00,29.0,3007.0,393.0,375.0,191.0,184.0,0.0,2.0,16.0,0.0,0.0,14.0,2.0,235.0,149.0,126.0,11.0,1.0,0.0,7.0,2.0,2.0,0.0,0.0,-4.0,17.0,65.0,158.0,96.0,80.0,9.0,6.0,2.0,0.0,62.0,-6.0,0.0,-1.0,35.0,19.0,65.0,4.0,2.0,0.0,2.0,20.0,1.0,18.0,0.0,1.0,1.0,0.0,2.0,1.0,3.0,3.0,0.0,2.0,3.0,1.0,2.0,5.0,2.0,0.0,2.0,1.0,0.0,4.0,9.0,268   
1527,268   ,1994JJ00,27.0,2726.0,430.0,413.0,184.0,229.0,0.0,-3.0,21.0,0.0,0.0,17.0,4.0,263.0,187.0,158.0,15.0,0.0,0.0,8.0,2.0,4.0,0.0,0.0,0.0,17.0,59.0,167.0,95.0,83.0,5.0,5.0,3.0,0.0,72.0,-4.0,0.0,-2.0,33.0,33.0,59.0,5.0,2.0,1.0,2.0,14.0,1.0,12.0,0.0,1.0,1.0,0.0,3.0,1.0,2.0,3.0,0.0,2.0,3.0,2.0,1.0,4.0,2.0,1.0,2.0,2.0,0.0,5.0,6.0,268   
1528,268   ,1995JJ00,25.0,2903.0,448.0,407.0,183.0,224.0,0.0,4.0,37.0,1.0,0.0,31.0,5.0,272.0,182.0,155.0,12.0,1.0,0.0,9.0,0.0,5.0,0.0,0.0,3.0,19.0,74.0,176.0,104.0,88.0,5.0,6.0,4.0,0.0,71.0,-5.0,0.0,-4.0,33.0,30.0,74.0,6.0,2.0,2.0,2.0,23.0,1.0,20.0,1.0,1.0,1.0,0.0,4.0,1.0,3.0,5.0,0.0,2.0,3.0,2.0,3.0,5.0,2.0,1.0,3.0,2.0,0.0,4.0,4.0,268   
1529,268   ,1996JJ00,24.0,3062.0,454.0,420.0,183.0,237.0,0.0,-3.0,38.0,0.0,0.0,32.0,6.0,274.0,183.0,151.0,15.0,1.0,0.0,9.0,0.0,6.0,0.0,0.0,0.0,18.0,73.0,180.0,105.0,89.0,5.0,6.0,4.0,0.0,75.0,-5.0,-2.0,-3.0,37.0,27.0,73.0,5.0,2.0,1.0,2.0,24.0,1.0,21.0,1.0,1.0,1.0,0.0,4.0,1.0,3.0,5.0,0.0,2.0,2.0,3.0,3.0,3.0,2.0,1.0,2.0,1.0,0.0,5.0,6.0,268   
1530,268   ,1997JJ00,25.0,2856.0,447.0,414.0,174.0,240.0,0.0,1.0,32.0,0.0,0.0,26.0,6.0,254.0,161.0,131.0,11.0,1.0,0.0,9.0,5.0,4.0,0.0,0.0,-2.0,17.0,74.0,193.0,101.0,87.0,5.0,6.0,4.0,0.0,92.0,-3.0,-7.0,-2.0,27.0,52.0,74.0,5.0,2.0,1.0,2.0,23.0,1.0,21.0,0.0,1.0,3.0,1.0,3.0,1.0,4.0,5.0,0.0,2.0,3.0,3.0,1.0,2.0,2.0,1.0,3.0,2.0,0.0,5.0,5.0,268   
1531,268   ,1998JJ00,23.0,2930.0,514.0,480.0,242.0,238.0,0.0,1.0,33.0,0.0,0.0,30.0,3.0,306.0,210.0,174.0,11.0,8.0,0.0,11.0,3.0,3.0,0.0,0.0,1.0,20.0,77.0,208.0,111.0,87.0,12.0,8.0,5.0,0.0,97.0,-3.0,-3.0,-3.0,33.0,55.0,77.0,8.0,4.0,2.0,2.0,24.0,1.0,22.0,0.0,1.0,2.0,0.0,3.0,1.0,4.0,5.0,0.0,2.0,2.0,3.0,2.0,2.0,2.0,1.0,3.0,3.0,0.0,5.0,5.0,268   
1532,268   ,1999JJ00,24.0,2872.0,533.0,497.0,255.0,242.0,0.0,0.0,34.0,0.0,0.0,28.0,6.0,316.0,211.0,177.0,12.0,7.0,0.0,12.0,3.0,2.0,0.0,0.0,1.0,20.0,86.0,217.0,113.0,91.0,11.0,6.0,5.0,0.0,103.0,-3.0,10.0,-5.0,35.0,71.0,86.0,10.0,4.0,3.0,3.0,24.0,1.0,22.0,0.0,1.0,3.0,0.0,3.0,1.0,5.0,7.0,0.0,2.0,3.0,3.0,3.0,5.0,2.0,1.0,3.0,3.0,0.0,5.0,3.0,268   
1533,2681  ,1993JJ00,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2681  
1534,2681  ,1994JJ00,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2681  
1535,2681  ,1995JJ00,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2681  
1536,2681  ,1996JJ00,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2681  
1537,2681  ,1997JJ00,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2681  
1538,2681  ,1998JJ00,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2681  
1539,2681  ,1999JJ00,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2681  
1540,2682  ,1993JJ00,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2682  
1541,2682  ,1994JJ00,21.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2682  
1542,2682  ,1995JJ00,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2682  
1543,2682  ,1996JJ00,19.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2682  
1544,2682  ,1997JJ00,22.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2682  
1545,2682  ,1998JJ00,21.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2682  
1546,2682  ,1999JJ00,21.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2682  
1547,DJ    ,1993JJ00,1177.0,94093.0,10469.0,10206.0,5552.0,4654.0,0.0,-24.0,286.0,41.0,7.0,142.0,96.0,6546.0,4646.0,3687.0,68.0,662.0,58.0,106.0,56.0,19.0,6.0,4.0,-38.0,530.0,1332.0,3923.0,2980.0,2438.0,250.0,176.0,117.0,18.0,925.0,-165.0,72.0,-62.0,585.0,185.0,1332.0,198.0,82.0,75.0,41.0,348.0,53.0,266.0,14.0,15.0,80.0,68.0,41.0,18.0,51.0,54.0,9.0,32.0,45.0,19.0,19.0,114.0,39.0,11.0,69.0,17.0,2.0,10.0,88.0,DJ    
1548,DJ    ,1994JJ00,1207.0,91687.0,11365.0,11102.0,5750.0,5352.0,0.0,-87.0,351.0,44.0,7.0,148.0,152.0,7095.0,5255.0,4108.0,83.0,766.0,79.0,116.0,93.0,22.0,7.0,5.0,35.0,494.0,1381.0,4271.0,2914.0,2496.0,179.0,161.0,79.0,19.0,1338.0,-127.0,78.0,45.0,578.0,756.0,1381.0,190.0,85.0,70.0,35.0,377.0,35.0,310.0,16.0,16.0,92.0,67.0,49.0,20.0,49.0,54.0,9.0,32.0,44.0,20.0,18.0,112.0,37.0,11.0,67.0,18.0,2.0,10.0,103.0,DJ    
1549,DJ    ,1995JJ00,1110.0,91685.0,12608.0,11885.0,5893.0,5992.0,0.0,354.0,368.0,54.0,2.0,170.0,142.0,8010.0,6030.0,4709.0,76.0,867.0,103.0,152.0,108.0,23.0,9.0,0.0,28.0,515.0,1492.0,4598.0,3003.0,2562.0,175.0,176.0,90.0,16.0,1579.0,-100.0,5.0,-42.0,561.0,882.0,1492.0,201.0,89.0,74.0,38.0,436.0,35.0,368.0,18.0,15.0,103.0,79.0,50.0,21.0,49.0,60.0,10.0,37.0,43.0,20.0,20.0,111.0,40.0,13.0,73.0,17.0,2.0,10.0,97.0,DJ    
1550,DJ    ,1996JJ00,1073.0,89449.0,12493.0,12186.0,6271.0,5915.0,0.0,-98.0,405.0,51.0,1.0,184.0,169.0,8025.0,5974.0,4621.0,77.0,881.0,108.0,163.0,98.0,35.0,10.0,0.0,-8.0,521.0,1522.0,4469.0,3014.0,2559.0,184.0,174.0,97.0,14.0,1441.0,-101.0,14.0,-42.0,556.0,756.0,1522.0,208.0,94.0,75.0,39.0,444.0,39.0,370.0,19.0,16.0,115.0,81.0,48.0,22.0,52.0,64.0,9.0,39.0,44.0,21.0,19.0,108.0,40.0,14.0,77.0,16.0,2.0,8.0,91.0,DJ    
1551,DJ    ,1997JJ00,1142.0,90636.0,13775.0,13478.0,6689.0,6789.0,0.0,-155.0,451.0,55.0,1.0,179.0,216.0,8936.0,6663.0,5315.0,87.0,831.0,119.0,201.0,87.0,35.0,13.0,0.0,41.0,569.0,1745.0,4840.0,3159.0,2671.0,170.0,192.0,125.0,13.0,1668.0,-89.0,113.0,-15.0,559.0,1118.0,1745.0,216.0,105.0,69.0,42.0,485.0,45.0,403.0,19.0,18.0,135.0,97.0,51.0,22.0,59.0,69.0,10.0,41.0,49.0,30.0,29.0,123.0,42.0,16.0,88.0,20.0,3.0,12.0,148.0,DJ    
1552,DJ    ,1998JJ00,1177.0,94012.0,14901.0,14250.0,7118.0,7132.0,0.0,131.0,520.0,69.0,5.0,199.0,247.0,9818.0,7369.0,5843.0,83.0,998.0,82.0,259.0,73.0,43.0,11.0,0.0,20.0,594.0,1875.0,5083.0,3365.0,2704.0,314.0,193.0,154.0,9.0,1709.0,-96.0,80.0,-6.0,576.0,1111.0,1875.0,230.0,114.0,74.0,42.0,500.0,46.0,414.0,20.0,20.0,141.0,99.0,53.0,24.0,59.0,77.0,10.0,41.0,53.0,34.0,20.0,120.0,44.0,19.0,94.0,20.0,3.0,7.0,227.0,DJ    
1553,DJ    ,1999JJ00,1212.0,94452.0,14343.0,13959.0,7137.0,6822.0,0.0,-105.0,489.0,69.0,3.0,223.0,194.0,9411.0,6984.0,5446.0,80.0,992.0,99.0,269.0,75.0,34.0,11.0,0.0,18.0,559.0,1886.0,4932.0,3373.0,2779.0,335.0,191.0,68.0,7.0,1552.0,-100.0,-3.0,1.0,597.0,854.0,1886.0,241.0,130.0,69.0,42.0,496.0,40.0,418.0,18.0,20.0,135.0,90.0,53.0,24.0,58.0,74.0,10.0,41.0,59.0,35.0,23.0,136.0,44.0,23.0,98.0,19.0,2.0,6.0,219.0,DJ    
1554,27    ,1993JJ00,88.0,26605.0,3573.0,3490.0,847.0,2643.0,0.0,-18.0,100.0,25.0,6.0,31.0,38.0,2211.0,1230.0,1095.0,28.0,61.0,13.0,26.0,3.0,5.0,1.0,0.0,-12.0,458.0,511.0,1362.0,1023.0,802.0,75.0,71.0,75.0,12.0,327.0,-107.0,80.0,-29.0,298.0,-28.0,511.0,56.0,6.0,35.0,15.0,203.0,28.0,167.0,3.0,5.0,44.0,34.0,10.0,1.0,13.0,7.0,2.0,8.0,11.0,5.0,8.0,20.0,10.0,3.0,15.0,9.0,0.0,1.0,51.0,27    
1555,27    ,1994JJ00,97.0,25966.0,4104.0,3965.0,823.0,3142.0,0.0,-5.0,144.0,24.0,6.0,18.0,96.0,2487.0,1524.0,1353.0,39.0,72.0,21.0,27.0,6.0,6.0,1.0,0.0,18.0,421.0,560.0,1618.0,966.0,816.0,56.0,55.0,39.0,13.0,639.0,-70.0,83.0,48.0,297.0,402.0,560.0,56.0,7.0,41.0,8.0,226.0,9.0,207.0,5.0,5.0,56.0,33.0,16.0,1.0,10.0,8.0,2.0,8.0,10.0,5.0,5.0,22.0,9.0,3.0,16.0,10.0,0.0,1.0,63.0,27    
1556,27    ,1995JJ00,87.0,25994.0,4754.0,4517.0,945.0,3572.0,0.0,78.0,158.0,33.0,0.0,29.0,96.0,2918.0,1850.0,1638.0,29.0,103.0,25.0,38.0,11.0,8.0,2.0,0.0,0.0,439.0,628.0,1836.0,1007.0,829.0,59.0,72.0,48.0,10.0,820.0,-50.0,2.0,-28.0,281.0,462.0,628.0,56.0,6.0,41.0,9.0,274.0,8.0,256.0,5.0,5.0,67.0,39.0,16.0,2.0,11.0,10.0,3.0,11.0,10.0,5.0,5.0,20.0,11.0,4.0,19.0,9.0,0.0,1.0,55.0,27    
1557,27    ,1996JJ00,85.0,24626.0,4400.0,4246.0,890.0,3356.0,0.0,-19.0,171.0,31.0,0.0,20.0,120.0,2801.0,1746.0,1529.0,28.0,104.0,34.0,32.0,11.0,10.0,1.0,0.0,10.0,440.0,625.0,1598.0,987.0,809.0,63.0,62.0,53.0,9.0,602.0,-51.0,33.0,-9.0,275.0,300.0,625.0,50.0,6.0,35.0,9.0,284.0,11.0,263.0,5.0,5.0,74.0,36.0,14.0,3.0,12.0,10.0,2.0,11.0,10.0,5.0,5.0,18.0,10.0,4.0,20.0,8.0,0.0,1.0,48.0,27    
1558,27    ,1997JJ00,88.0,24337.0,4966.0,4722.0,968.0,3754.0,0.0,34.0,211.0,36.0,1.0,18.0,156.0,3218.0,2018.0,1746.0,28.0,131.0,51.0,37.0,14.0,11.0,1.0,0.0,13.0,481.0,732.0,1748.0,1029.0,820.0,54.0,76.0,79.0,10.0,708.0,-36.0,68.0,-8.0,264.0,468.0,732.0,45.0,6.0,29.0,10.0,307.0,14.0,282.0,5.0,6.0,93.0,47.0,15.0,2.0,15.0,10.0,2.0,11.0,11.0,7.0,14.0,21.0,10.0,4.0,22.0,10.0,2.0,1.0,83.0,27    
1559,27    ,1998JJ00,84.0,24383.0,5238.0,5039.0,1084.0,3955.0,0.0,-55.0,255.0,41.0,4.0,21.0,189.0,3477.0,2163.0,1806.0,27.0,239.0,17.0,54.0,8.0,13.0,1.0,0.0,0.0,497.0,818.0,1761.0,1056.0,804.0,86.0,67.0,99.0,8.0,697.0,-37.0,72.0,12.0,264.0,481.0,818.0,45.0,7.0,28.0,10.0,317.0,15.0,291.0,5.0,6.0,93.0,47.0,15.0,3.0,17.0,10.0,2.0,11.0,11.0,10.0,6.0,19.0,12.0,4.0,23.0,10.0,0.0,1.0,162.0,27    
1560,27    ,1999JJ00,89.0,24481.0,4779.0,4586.0,1038.0,3548.0,0.0,-8.0,202.0,39.0,1.0,25.0,137.0,3229.0,1979.0,1626.0,26.0,224.0,14.0,74.0,8.0,9.0,2.0,0.0,19.0,466.0,803.0,1551.0,1008.0,836.0,98.0,62.0,12.0,7.0,535.0,-39.0,-8.0,15.0,263.0,239.0,803.0,43.0,9.0,24.0,10.0,312.0,9.0,296.0,2.0,5.0,88.0,41.0,15.0,2.0,15.0,8.0,2.0,10.0,14.0,10.0,8.0,22.0,11.0,6.0,23.0,9.0,0.0,1.0,163.0,27    
1561,271t4 ,1993JJ00,41.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,271t4 
1562,271t4 ,1994JJ00,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,271t4 
1563,271t4 ,1995JJ00,42.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,271t4 
1564,271t4 ,1996JJ00,40.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,271t4 
1565,271t4 ,1997JJ00,46.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,271t4 
1566,271t4 ,1998JJ00,44.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,271t4 
1567,271t4 ,1999JJ00,49.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,271t4 
1568,2710  ,1993JJ00,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2710  
1569,2710  ,1994JJ00,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2710  
1570,2710  ,1995JJ00,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2710  
1571,2710  ,1996JJ00,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2710  
1572,2710  ,1997JJ00,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2710  
1573,2710  ,1998JJ00,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2710  
1574,2710  ,1999JJ00,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2710  
1575,2721  ,1993JJ00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,  Zero
1576,2721  ,1994JJ00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,  Zero
1577,2721  ,1995JJ00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,  Zero
1578,2721  ,1996JJ00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,  Zero
1579,2721  ,1997JJ00,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2721  
1580,2721  ,1998JJ00,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2721  
1581,2721  ,1999JJ00,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2721  
1582,2722  ,1993JJ00,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2722  
1583,2722  ,1994JJ00,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2722  
1584,2722  ,1995JJ00,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2722  
1585,2722  ,1996JJ00,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2722  
1586,2722  ,1997JJ00,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2722  
1587,2722  ,1998JJ00,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2722  
1588,2722  ,1999JJ00,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2722  
1589,2731  ,1993JJ00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,  Zero
1590,2731  ,1994JJ00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,  Zero
1591,2731  ,1995JJ00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,  Zero
1592,2731  ,1996JJ00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,  Zero
1593,2731  ,1997JJ00,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2731  
1594,2731  ,1998JJ00,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2731  
1595,2731  ,1999JJ00,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2731  
1596,2732  ,1993JJ00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,  Zero
