ID,RegioS,Perioden,CultuurgrondTotaal_1,k_001Tot1Ha_2,k_1Tot5Ha_3,k_5Tot10Ha_4,k_10Tot30Ha_5,k_30HaOfMeer_6,AkkerbouwTotaal_7,k_001Tot1Ha_8,k_1Tot5Ha_9,k_5Tot10Ha_10,k_10Tot30Ha_11,k_30HaOfMeer_12,TuinbouwOpenGrondTotaal_13,k_001Tot05Ha_14,k_05Tot1Ha_15,k_1Tot3Ha_16,k_3Tot10Ha_17,k_10HaOfMeer_18,TuinbouwOnderGlasTotaal_19,k_001Tot25Are_20,k_25Tot75Are_21,k_75Tot150Are_22,k_150Tot300Are_23,k_300AreOfMeer_24,BlijvendEnNatuurlijkGraslandTotaal_25,k_001Tot1Ha_26,k_1Tot5Ha_27,k_5Tot10Ha_28,k_10Tot30Ha_29,k_30HaOfMeer_30,BlijvendGraslandTotaal_31,k_001Tot1Ha_32,k_1Tot5Ha_33,k_5Tot10Ha_34,k_10Tot30Ha_35,k_30HaOfMeer_36,NatuurlijkGraslandTotaal_37,k_001Tot1Ha_38,k_1Tot5Ha_39,k_5Tot10Ha_40,k_10Tot30Ha_41,k_30HaOfMeer_42,NietCultuurgrondTotaal_43,k_001Tot1Ha_44,k_1Tot5Ha_45,k_5Tot10Ha_46,k_10Tot30Ha_47,k_30HaOfMeer_48,CultuurgrondTotaal_49,k_001Tot1Ha_50,k_1Tot5Ha_51,k_5Tot10Ha_52,k_10Tot30Ha_53,k_30HaOfMeer_54,AkkerbouwTotaal_55,k_001Tot1Ha_56,k_1Tot5Ha_57,k_5Tot10Ha_58,k_10Tot30Ha_59,k_30HaOfMeer_60,TuinbouwOpenGrondTotaal_61,k_001Tot05Ha_62,k_05Tot1Ha_63,k_1Tot3Ha_64,k_3Tot10Ha_65,k_10HaOfMeer_66,TuinbouwOnderGlasTotaal_67,k_001Tot25Are_68,k_25Tot75Are_69,k_75Tot150Are_70,k_150Tot300Are_71,k_300AreOfMeer_72,BlijvendEnNatuurlijkGraslandTotaal_73,k_001Tot1Ha_74,k_1Tot5Ha_75,k_5Tot10Ha_76,k_10Tot30Ha_77,k_30HaOfMeer_78,BlijvendGraslandTotaal_79,k_001Tot1Ha_80,k_1Tot5Ha_81,k_5Tot10Ha_82,k_10Tot30Ha_83,k_30HaOfMeer_84,NatuurlijkGraslandTotaal_85,k_001Tot1Ha_86,k_1Tot5Ha_87,k_5Tot10Ha_88,k_10Tot30Ha_89,k_30HaOfMeer_90,NietCultuurgrondTotaal_91,k_001Tot1Ha_92,k_1Tot5Ha_93,k_5Tot10Ha_94,k_10Tot30Ha_95,k_30HaOfMeer_96
89,PV23  ,2009JJ00,8720,248,1529,1412,2750,2781,6002,225,1711,1676,1819,571,334,83,52,82,70,47,121,47,34,18,8,14,7686,503,1930,1237,2598,1418,7646,511,1949,1220,2577,1389,288,28,109,76,57,18,8303,4940,3140,144,56,23,207534,136,4819,10267,51298,141014,78773,140,4982,12204,29443,32004,2075,19,35,140,372,1507,13684,411,1332,1751,1660,8531,126549,266,5665,8956,49703,61960,123760,269,5724,8826,49212,59731,2789,14,307,536,909,1022,20343,2575,5372,994,854,10548
90,PV24  ,2000JJ00,2318,27,144,64,785,1298,2067,22,89,93,709,1154,638,61,27,101,254,195,136,33,23,33,35,12,361,54,77,46,114,70,344,47,73,42,117,65,26,9,6,6,4,1,2072,302,1551,126,87,6,91636,15,369,469,16969,73814,79336,12,235,672,15045,63372,5639,12,19,194,1353,4061,16673,221,1185,3575,6915,4776,6494,23,191,351,2164,3765,6327,21,185,325,2237,3558,168,3,10,42,67,45,8278,189,3219,853,1261,2756
91,PV24  ,2001JJ00,2262,30,147,74,745,1266,2026,23,89,100,706,1108,570,50,20,84,238,178,132,26,25,34,32,15,391,63,94,52,109,73,370,58,91,46,108,67,29,8,7,5,3,6,2036,291,1467,150,122,6,90749,18,386,560,15809,73976,78483,12,246,732,14805,62688,5654,10,14,164,1332,4134,17444,163,1286,3670,6322,6004,6438,27,243,384,2147,3637,6031,24,237,340,2132,3297,407,4,20,34,43,306,6647,187,3083,1042,1900,434
92,PV24  ,2002JJ00,2251,33,144,91,701,1282,1984,10,81,112,708,1073,627,46,24,102,278,177,137,31,22,35,34,15,442,61,106,52,140,83,428,59,101,50,136,82,22,2,10,4,6,0,2045,290,1494,156,94,11,91832,17,364,674,15032,75746,77774,5,255,830,14946,61739,5960,9,16,204,1556,4174,18334,139,1101,3927,6682,6485,7914,31,265,369,2828,4421,7730,30,256,353,2744,4346,184,1,23,28,131,0,6389,178,3181,1075,1470,484
93,PV24  ,2003JJ00,2176,30,147,92,660,1247,1915,7,72,93,670,1073,578,37,24,88,260,169,130,29,20,33,32,16,380,62,103,53,100,62,367,57,100,56,95,59,25,7,8,3,5,2,1986,250,1463,179,81,13,89890,16,373,642,13994,74865,77941,4,214,676,14144,62902,5584,7,17,172,1427,3960,17928,138,1070,3722,6343,6655,6186,31,252,369,1972,3562,5776,27,240,393,1899,3217,411,5,26,19,106,255,6954,151,3170,1237,1249,1147
94,PV24  ,2004JJ00,2151,26,136,94,641,1254,1885,3,57,88,638,1099,553,36,22,83,241,171,122,24,18,31,30,19,381,61,94,56,110,60,367,57,93,55,105,57,27,8,5,3,9,2,1962,264,1494,145,55,4,91565,16,358,696,13636,76858,79395,2,182,654,13476,65081,5661,7,15,168,1322,4148,18828,140,922,3507,6071,8189,6321,29,223,385,2095,3589,5849,26,226,378,1987,3232,471,5,9,21,181,255,5341,154,3211,992,830,153
95,PV24  ,2005JJ00,2107,28,128,89,618,1244,1859,4,49,80,618,1108,501,33,16,77,213,162,117,25,15,29,30,18,357,66,98,49,93,51,345,65,94,49,90,47,20,1,6,6,5,2,1900,263,1411,150,66,10,91020,16,321,637,12852,77192,80601,2,138,580,12806,67075,5376,8,11,150,1154,4052,19283,139,829,3240,6153,8923,4850,28,240,333,1690,2559,4619,28,233,335,1634,2389,231,1,16,39,104,71,5798,161,3022,1005,970,640
96,PV24  ,2006JJ00,2084,31,130,108,586,1229,1833,6,63,109,565,1090,526,28,21,84,219,174,108,20,13,27,30,18,368,68,85,64,94,57,359,66,85,65,87,56,21,3,5,6,7,0,1960,252,1493,128,75,10,90638,17,336,785,11950,77551,79115,3,198,805,11685,66423,5984,7,15,163,1247,4553,19728,133,688,3050,6236,9621,5342,29,222,457,1704,2929,5162,28,224,462,1568,2881,179,2,13,45,120,0,6138,158,3171,910,1164,735
97,PV24  ,2007JJ00,2021,33,139,95,551,1203,1765,4,63,96,532,1070,493,29,16,85,182,181,112,23,17,23,29,20,399,80,94,64,100,61,383,77,95,60,92,59,29,3,7,8,11,0,1873,254,1410,130,68,11,90820,19,367,717,11355,78361,78675,2,205,732,11091,66646,6127,7,11,168,1059,4882,19454,113,896,2575,5968,9901,5825,34,226,445,1822,3298,5569,33,227,415,1697,3198,255,1,23,58,173,0,6322,151,3004,906,1082,1179
98,PV24  ,2008JJ00,1958,33,120,89,531,1185,1712,6,50,83,516,1057,482,24,15,65,190,188,102,24,15,20,26,17,390,80,93,68,89,60,370,76,93,66,83,52,39,4,11,6,15,3,1790,313,1387,54,28,8,90603,18,317,665,10884,78720,78118,3,156,636,10688,66635,6231,5,10,121,1037,5059,19205,116,809,2147,5507,10627,6062,35,228,492,1658,3649,5499,34,232,480,1544,3209,563,1,28,45,275,214,4378,206,2609,345,433,785
99,PV24  ,2009JJ00,1902,29,111,90,510,1162,1656,7,48,73,495,1033,449,24,15,58,168,184,95,20,14,21,24,16,404,83,99,69,92,61,380,79,96,65,87,53,47,5,15,9,14,4,1832,323,1424,52,28,5,89712,17,294,670,10456,78275,77284,5,155,568,10240,66317,6155,5,10,109,989,5042,18103,148,842,2314,5191,9608,6092,39,259,508,1743,3543,5472,37,249,477,1652,3057,620,3,38,62,246,270,4394,213,2703,330,436,712
100,PV25  ,2000JJ00,16591,1164,4508,3241,5195,2483,10292,1086,4137,2566,2080,423,2275,502,369,658,488,258,1106,416,371,215,81,23,13141,1180,4185,2413,4281,1082,13039,1157,4143,2402,4268,1069,235,67,106,27,23,12,11552,8584,2678,167,76,47,254434,618,12352,23090,94480,123894,84928,526,11024,17998,32205,23176,9014,117,249,1126,2739,4783,69027,4520,16882,21747,16662,9216,159801,628,11209,17115,77743,53107,154607,613,11115,17045,77489,48345,5195,27,239,179,336,4412,37086,3496,4684,1113,1212,26582
101,PV25  ,2001JJ00,15683,1060,4236,2984,4830,2573,9686,933,3726,2416,2142,469,2074,437,322,638,421,256,1053,397,330,217,83,26,12372,1056,3851,2335,4016,1114,12250,1027,3791,2317,4018,1097,243,72,109,25,23,14,10278,7287,2695,166,85,45,245313,550,11656,21196,87501,124411,86137,448,9951,17140,33215,25382,8426,104,217,1094,2365,4646,69336,4374,15190,21897,17338,10537,150057,558,10384,16502,73059,49555,146998,542,10232,16374,73106,46743,3060,32,265,178,340,2246,19677,3079,4751,1114,1353,9380
102,PV25  ,2002JJ00,15030,1091,3982,2724,4487,2746,8925,645,3317,2280,2206,477,2042,403,316,605,476,242,1015,391,301,212,80,31,12032,1098,3647,2205,3841,1241,11913,1062,3600,2193,3830,1228,204,62,84,27,15,16,10665,7209,3130,182,94,50,248394,561,11153,19408,82348,134923,86174,340,9215,16334,34794,25491,8584,102,213,1035,2647,4587,68896,4242,13870,21431,16423,12930,152947,597,9846,15688,71542,55275,150517,574,9714,15598,71344,53287,2430,33,211,183,221,1782,19424,3307,5490,1247,1515,7865
103,PV25  ,2003JJ00,14298,1018,3698,2595,4193,2794,8585,554,2877,1951,2395,808,1905,367,281,565,445,247,984,352,300,211,91,30,10865,1035,3455,2046,3253,1076,10703,996,3390,2030,3230,1057,237,65,97,25,29,21,10250,6906,3063,161,85,35,246923,531,10400,18493,76682,140817,103450,296,8000,14019,40095,41040,8420,92,193,971,2468,4695,71703,4025,13995,21106,18718,13859,134337,559,9365,14493,59610,50310,130504,534,9215,14383,59225,47148,3832,36,239,182,434,2941,21778,3224,5332,1107,1302,10813
104,PV25  ,2004JJ00,14121,968,3673,2596,4063,2821,8503,511,2753,1963,2387,889,1853,360,277,532,437,247,943,329,290,192,93,39,10542,1014,3387,2013,3051,1077,10377,979,3322,1987,3028,1061,256,69,101,39,30,17,10026,6628,3138,155,83,22,246820,497,10359,18577,73999,143388,107507,285,7729,14122,40219,45153,8216,93,188,910,2406,4618,73273,3721,13453,19280,19143,17676,130364,537,9209,14361,55990,50268,126807,516,9047,14192,55651,47400,3558,37,240,265,456,2560,17288,3101,5413,1049,1293,6432
105,PV25  ,2005JJ00,13689,997,3456,2484,3918,2834,8111,402,2555,2003,2410,741,1749,288,264,521,440,236,904,317,269,182,93,43,10474,988,3239,1946,3122,1179,10327,955,3191,1919,3097,1165,247,59,111,36,29,12,10127,6570,3278,172,74,33,244683,521,9898,17804,71346,145114,100666,237,7247,14462,40424,38297,8300,88,182,899,2512,4620,73139,3556,12479,18104,19365,19636,134985,530,8999,13886,57336,54235,131697,512,8900,13693,56958,51633,3288,31,286,249,454,2268,20391,3185,5720,1150,1024,9312
106,PV25  ,2006JJ00,13258,971,3257,2381,3823,2826,7903,420,2569,2041,2214,659,1730,319,258,483,421,249,861,305,253,167,85,51,10272,962,3066,1851,3056,1337,10219,945,3058,1847,3056,1313,176,37,62,30,31,16,11101,7018,3743,193,85,38,242414,494,9307,17145,69633,145836,92260,249,7372,14696,36271,33672,8243,83,181,837,2301,4841,73070,3441,11807,16777,17297,23748,141181,499,8477,13211,56788,62206,137858,492,8449,13188,56812,58917,3323,17,173,218,494,2421,38177,3380,6534,1317,1300,25646
107,PV25  ,2007JJ00,12813,916,3077,2274,3691,2855,7627,388,2439,1936,2219,645,1667,306,235,458,412,256,800,260,230,157,93,60,10016,917,2980,1779,2930,1410,9969,907,2979,1772,2924,1387,199,36,70,36,42,15,10788,6667,3808,193,80,40,242940,468,8935,16459,67335,149744,91161,228,6909,14019,36515,33490,8573,78,165,795,2287,5248,75317,2986,10504,15467,18702,27658,142453,478,8420,12797,54696,66061,139007,474,8416,12756,54554,62807,3446,18,206,267,675,2280,25932,3256,6685,1312,1222,13457
108,PV25  ,2008JJ00,12544,838,3029,2225,3594,2858,7604,388,2426,1899,2238,653,1635,299,230,435,401,270,718,219,216,140,90,53,9944,960,2952,1732,2892,1408,9891,952,2942,1731,2885,1381,231,49,82,45,39,16,10168,6649,3314,116,58,31,242703,437,8802,16060,65482,151923,92266,222,6992,13834,36991,34226,8846,77,164,769,2242,5595,70110,2428,9891,13795,18291,25705,140890,497,8326,12331,53933,65804,137917,494,8279,12329,53816,62998,2973,22,246,328,642,1735,16036,3291,5348,763,900,5734
109,PV25  ,2009JJ00,12129,741,2903,2178,3443,2864,7400,390,2345,1829,2193,643,1594,282,211,420,409,272,671,201,201,126,89,54,9774,965,2876,1696,2770,1467,9709,960,2872,1684,2755,1438,274,31,100,66,53,24,11252,7351,3691,132,42,36,242526,410,8516,15745,62613,155242,90504,226,6747,13346,36200,33986,8924,73,148,733,2242,5728,69854,2331,9168,12360,18718,27278,142399,494,8154,12171,51697,69884,139172,492,8141,12063,51401,67075,3226,13,280,484,858,1590,17618,3599,5894,861,652,6612
110,PV26  ,2000JJ00,3790,165,772,536,1526,791,1400,137,650,359,209,45,501,82,72,143,121,83,226,87,72,34,24,9,3230,123,587,488,1448,584,3209,119,588,484,1440,578,48,7,13,11,12,5,2314,1167,1063,48,19,17,69837,87,2158,3785,29451,34356,9531,63,1788,2416,3278,1986,2281,19,48,236,632,1345,19248,972,3329,3534,5027,6387,57833,62,1681,3483,28134,24472,57358,60,1688,3458,27959,24192,475,3,39,65,213,155,8186,534,2121,318,290,4923
111,PV26  ,2001JJ00,3587,149,677,518,1424,819,1313,120,571,342,226,54,463,76,56,137,112,82,195,77,56,33,22,7,3078,100,534,463,1384,597,3050,97,525,455,1382,591,67,7,27,19,12,2,2157,1059,1026,45,18,9,69114,81,1902,3634,27511,35987,9711,55,1549,2307,3405,2395,2202,16,37,226,587,1336,18560,897,2534,3439,4594,7097,57016,51,1532,3263,26903,25267,56527,49,1511,3210,26874,24883,489,3,63,121,211,91,4103,497,2026,297,276,1007
112,PV26  ,2002JJ00,3525,138,643,525,1327,892,1298,73,561,383,227,54,447,72,54,129,111,81,177,77,45,26,21,8,3037,91,508,471,1313,654,3003,84,499,469,1303,648,71,17,28,15,9,2,2257,1035,1111,61,30,20,71140,71,1789,3708,25740,39832,10090,39,1578,2675,3460,2338,2284,18,36,220,616,1395,17875,846,2058,2657,4422,7891,58587,47,1458,3328,25788,27966,58176,43,1432,3318,25653,27729,411,9,76,103,156,68,5203,509,2206,376,473,1639
113,PV26  ,2003JJ00,3365,124,595,503,1254,889,1238,58,463,323,290,104,427,69,55,126,100,77,165,66,48,22,17,12,2856,91,486,455,1215,609,2803,88,466,449,1198,602,86,12,37,15,16,6,2177,944,1134,66,22,11,70295,65,1679,3576,24505,40470,13185,32,1331,2277,4958,4587,2099,16,38,215,560,1270,16750,716,2291,2350,3556,7837,54842,49,1412,3254,23870,26257,54006,48,1371,3211,23518,25859,836,6,95,103,291,341,4454,481,2255,413,325,980
114,PV26  ,2004JJ00,3299,108,613,493,1182,903,1217,50,446,314,290,117,412,65,53,118,102,74,157,68,43,23,13,10,2798,92,498,434,1176,598,2753,89,487,431,1159,587,74,12,22,10,21,9,2080,923,1065,63,18,11,69735,56,1736,3547,23188,41208,13447,29,1263,2247,4900,5009,2103,15,35,203,571,1279,14183,786,1985,2468,2803,6141,54043,49,1437,3094,23281,26182,53098,47,1411,3069,22968,25604,945,6,49,75,356,459,4766,464,2115,401,276,1510
115,PV26  ,2005JJ00,3199,128,539,489,1109,934,1197,45,426,315,303,108,405,58,63,112,100,72,145,61,37,22,14,11,2700,89,445,429,1095,642,2657,83,435,429,1073,637,79,19,23,9,24,4,2138,937,1097,66,24,14,69690,69,1547,3515,21691,42868,13602,21,1278,2239,5227,4836,2032,14,43,191,564,1220,14185,683,1703,2320,3044,6436,53914,50,1330,3095,21608,27831,53228,47,1306,3084,21239,27552,686,6,56,61,383,179,5260,479,2141,418,338,1884
116,PV26  ,2006JJ00,3069,107,526,443,1045,948,1171,43,408,344,277,99,378,50,51,110,95,72,127,48,40,16,13,10,2617,82,448,365,1041,681,2603,82,442,368,1037,674,53,10,21,5,15,2,2459,1065,1286,69,24,12,70092,60,1546,3174,20379,44933,13195,24,1250,2485,4716,4719,2071,13,35,188,543,1293,13915,532,1778,1763,2845,6996,54687,50,1375,2614,20428,30220,54248,49,1365,2635,20347,29852,439,3,57,37,272,70,10590,551,2601,456,327,6655
117,PV26  ,2007JJ00,2996,105,526,427,981,957,1154,45,392,344,272,101,366,54,53,101,88,70,127,47,39,17,12,12,2579,80,463,352,990,694,2565,77,456,355,991,686,65,13,29,7,15,1,2357,995,1254,80,17,11,69950,59,1588,3100,19175,46029,12982,21,1192,2496,4596,4678,2070,14,36,172,529,1318,14805,513,1659,1837,2822,7973,54750,48,1417,2512,19492,31282,54309,45,1393,2527,19497,30847,440,6,80,51,272,31,5699,516,2540,525,243,1876
118,PV26  ,2008JJ00,2949,108,492,434,943,972,1175,39,377,363,301,95,362,58,54,89,87,74,113,44,33,12,9,15,2554,82,454,360,963,695,2543,83,452,360,964,684,69,8,23,13,21,4,2179,1052,1064,46,11,6,70220,58,1519,3142,18223,47279,13473,19,1159,2659,5092,4544,2067,16,37,152,519,1343,14444,431,1480,1340,1976,9217,54536,44,1376,2566,18957,31593,53810,45,1370,2557,18944,30893,726,4,61,88,334,239,3992,546,1958,309,199,981
119,PV26  ,2009JJ00,2888,115,482,418,912,961,1158,45,377,337,303,96,381,79,57,86,86,73,102,42,28,9,9,14,2516,83,453,367,922,691,2495,82,455,362,924,672,111,13,35,24,33,6,2626,1290,1254,59,16,7,69908,60,1490,3026,17802,47530,13567,23,1164,2432,5186,4762,2104,21,40,151,503,1390,13706,442,1275,985,1913,9091,54099,45,1383,2641,18309,31721,52878,44,1381,2600,18287,30567,1222,7,100,171,558,385,5279,654,2282,382,248,1713
120,PV27  ,2000JJ00,7050,658,1595,972,2124,1701,3017,438,892,455,631,601,2580,341,287,569,779,604,1670,832,380,255,155,48,3422,217,643,486,1239,837,3361,198,633,474,1231,825,93,25,23,22,16,7,4446,2230,1879,209,110,18,136688,334,4136,6953,39670,85593,50141,189,2325,3193,11493,32940,19155,78,189,986,4388,13515,105050,6485,17092,26805,30681,23987,66340,104,1770,3417,23695,37355,65449,96,1750,3335,23582,36686,891,9,48,151,271,412,14272,940,3785,1376,1827,6344
121,PV27  ,2001JJ00,6641,584,1487,895,1970,1705,2792,384,804,433,583,588,2375,318,262,502,694,599,1541,752,346,233,158,52,3284,184,619,452,1177,852,3222,177,603,434,1173,835,118,21,43,24,23,7,4172,1964,1883,202,103,20,136022,293,3903,6359,36508,88960,49061,174,2150,3051,10316,33370,19068,75,174,877,3942,14000,103702,6061,15499,24816,31400,25926,66856,88,1718,3193,22322,39536,65779,86,1687,3077,22288,38642,1077,9,97,169,374,427,12078,848,3822,1392,1642,4375
122,PV27  ,2002JJ00,6457,603,1385,890,1856,1723,2483,197,676,423,567,620,2311,290,230,484,688,619,1487,754,303,224,148,58,3250,171,643,501,1098,837,3185,159,630,488,1081,827,103,18,33,21,21,10,4167,1812,2046,173,111,25,137570,295,3578,6398,34703,92596,50865,94,1851,2978,9989,35953,20005,71,156,857,3943,14979,101055,5794,13731,23884,29617,28028,65689,87,1772,3596,20959,39275,64609,81,1742,3510,20682,38593,1080,7,86,149,335,503,12475,836,4168,1176,1752,4544
123,PV27  ,2003JJ00,6198,581,1284,843,1784,1706,2387,152,575,376,583,701,2192,270,213,423,673,613,1436,709,303,215,144,65,2984,161,613,452,1020,738,2915,153,601,437,994,730,106,15,36,21,26,8,3972,1719,1943,200,87,23,136331,289,3282,6057,33390,93312,56180,73,1556,2685,10892,40974,20380,68,143,744,3877,15549,103605,5634,13829,22837,28609,32696,58734,78,1660,3195,19044,34756,57515,76,1643,3093,18616,34087,1220,6,91,153,423,546,11958,796,4029,1366,1338,4429
124,PV27  ,2004JJ00,6040,550,1223,857,1677,1733,2386,153,522,365,605,741,2097,258,212,400,648,579,1372,667,307,201,135,62,2910,164,586,479,956,725,2827,156,567,467,921,716,128,13,45,19,39,12,3883,1663,1946,183,74,17,136131,274,3129,6144,31289,95294,57959,73,1434,2595,11324,42533,19537,65,144,709,3777,14841,98567,5425,13874,21790,26846,30631,57649,79,1608,3390,17816,34757,56085,74,1564,3316,17193,33938,1564,7,122,127,665,643,11434,769,4058,1238,1207,4162
125,PV27  ,2005JJ00,5829,588,1142,792,1594,1713,2316,94,436,358,655,773,1968,241,192,411,566,558,1341,664,289,200,123,65,2689,144,539,463,876,667,2604,142,518,451,841,652,131,12,41,23,40,15,3831,1609,1909,202,91,20,135962,283,2957,5681,30151,96890,60991,43,1266,2556,12190,44936,19554,65,131,749,3277,15332,98382,5323,13246,21653,24827,33333,54433,75,1545,3324,16541,32949,51780,74,1498,3243,15952,31013,2654,5,103,162,663,1721,12066,772,4039,1367,1452,4436
126,PV27  ,2006JJ00,5554,535,1086,726,1499,1708,2210,80,451,347,600,732,1848,213,178,359,541,557,1265,622,266,181,127,69,2633,140,520,419,864,690,2611,138,520,420,855,678,71,6,20,19,15,11,4294,1709,2166,245,118,25,134883,258,2890,5236,27992,98506,58648,39,1301,2481,11190,43637,19526,55,123,647,3159,15542,98013,4857,12265,19358,25937,35596,55729,76,1513,3039,16225,34875,53618,74,1515,3044,16104,32882,2110,4,52,131,254,1670,18936,813,4616,1673,1853,9980
127,PV27  ,2007JJ00,5340,495,1071,705,1412,1657,2139,93,426,328,595,697,1731,183,157,343,498,550,1158,582,225,169,110,72,2602,164,531,432,785,690,2575,160,525,431,779,680,83,8,27,19,22,7,4082,1641,2069,232,116,24,132160,236,2897,5062,26674,97290,57937,45,1263,2354,11151,43123,19540,49,110,598,2795,15988,91671,4535,10275,18505,21882,36474,53765,89,1593,3159,14650,34274,52781,88,1577,3150,14568,33398,984,3,79,124,347,432,16331,767,4388,1591,1929,7656
128,PV27  ,2008JJ00,5258,463,1071,704,1365,1655,2131,104,449,318,579,681,1691,163,167,307,489,565,1074,503,237,156,108,70,2651,172,583,435,764,697,2618,167,583,431,757,680,97,11,27,18,30,11,3717,1876,1658,113,49,21,135042,227,2944,5068,25912,100891,58117,49,1310,2277,11030,43450,20202,42,114,551,2839,16656,93228,3748,10912,16792,21782,39993,55791,90,1683,3130,14488,36399,53586,87,1681,3101,14378,34340,2204,6,76,124,476,1523,19771,906,2935,746,830,14355
129,PV27  ,2009JJ00,5045,398,1022,677,1293,1655,2102,126,436,299,559,682,1602,159,148,293,466,536,995,477,205,132,111,70,2648,191,574,433,759,691,2593,188,578,421,736,670,151,14,32,39,50,16,4362,2256,1906,120,58,22,135819,205,2826,4919,24586,103282,58382,60,1310,2193,10481,44338,19889,41,104,535,2726,16482,96892,3376,9435,14424,22319,47337,56579,101,1686,3087,14334,37371,52867,99,1692,3000,13881,34196,3711,8,99,278,861,2466,20580,1036,3350,781,926,14488
130,PV28  ,2000JJ00,11200,2225,4219,1024,2090,1642,3509,1074,866,405,582,582,3093,685,636,937,544,291,5368,1187,1217,1670,965,329,4491,445,973,615,1623,835,4423,414,958,609,1622,820,152,59,46,17,25,5,7662,5117,2335,160,40,10,145497,1392,9191,7116,40000,87798,52753,373,2254,2825,10559,36742,10747,154,440,1507,2983,5663,590040,10958,60297,174292,194483,150011,76096,213,2634,4342,31822,37085,74956,196,2609,4300,31806,36045,1140,25,112,114,431,458,10548,1980,4686,1044,604,2234
131,PV28  ,2001JJ00,10511,1976,3960,986,1914,1675,3225,947,740,409,544,585,2843,622,599,876,478,268,4984,1104,1065,1521,930,364,4262,398,908,578,1504,874,4179,368,884,566,1511,850,165,51,54,22,25,13,7133,4659,2261,159,42,12,145108,1228,8638,6886,36485,91871,53293,333,1903,2827,9888,38343,10157,141,415,1424,2741,5435,585489,10304,53468,160215,188644,172859,75803,187,2469,4047,29358,39742,73519,175,2423,3970,29446,37505,2284,22,128,148,423,1564,10437,1861,4578,1029,706,2263
132,PV28  ,2002JJ00,9966,1979,3632,918,1760,1677,2374,310,534,387,550,593,2644,576,541,814,447,266,4734,1082,950,1391,928,383,4032,379,867,515,1387,884,3946,353,840,506,1373,874,135,30,50,22,25,8,6876,4211,2422,168,56,19,141807,1205,8036,6389,33816,92360,52245,119,1457,2656,9777,38236,9910,134,378,1346,2557,5495,576926,9957,47749,146560,188770,183890,73883,185,2358,3595,27303,40442,72420,172,2305,3527,27037,39379,1463,15,116,143,439,750,9802,1790,4915,1090,846,1161
133,PV28  ,2003JJ00,9463,1799,3480,857,1628,1699,2262,251,495,358,537,621,2518,547,478,797,429,267,4481,1037,904,1241,910,389,3805,361,805,493,1278,868,3712,335,787,475,1262,853,145,30,40,32,29,14,6585,3939,2416,160,51,19,141130,1082,7691,6021,31201,95135,53015,106,1386,2486,9823,39213,10041,130,339,1305,2451,5817,566894,9874,45240,131254,186773,193754,72405,181,2224,3451,25080,41469,69663,169,2187,3328,24850,39128,2743,13,99,210,464,1956,10874,1692,4908,1015,781,2478
134,PV28  ,2004JJ00,9158,1677,3327,864,1583,1707,2210,206,487,355,530,632,2432,523,456,770,421,262,4251,1022,846,1100,877,406,3720,340,792,489,1211,888,3613,311,777,468,1189,868,172,42,46,29,37,18,6343,3740,2401,153,39,10,141306,984,7398,6081,30116,96726,54414,82,1401,2525,9734,40671,9704,129,323,1259,2393,5600,561820,9910,42519,117494,180640,211257,71570,170,2177,3434,23424,42365,68687,158,2154,3296,23089,39990,2883,18,114,191,604,1957,8700,1627,4862,981,578,653
135,PV28  ,2005JJ00,8779,1591,3108,857,1487,1736,2093,137,433,343,547,633,2255,426,447,726,397,259,4022,952,778,1010,853,429,3480,260,692,481,1141,906,3397,247,680,461,1117,892,136,26,38,24,36,12,6072,3486,2357,161,56,12,142229,927,7038,6106,28156,100002,55116,56,1284,2425,9900,41451,9202,107,313,1193,2205,5384,561451,9043,38795,107144,175887,230582,72297,138,1976,3461,22199,44523,70046,131,1951,3313,21768,42883,2250,10,97,173,638,1332,9201,1544,4674,1053,866,1064
136,PV28  ,2006JJ00,8395,1471,2919,834,1432,1739,2060,108,448,358,544,602,2195,404,427,704,404,256,3688,863,710,925,755,435,3455,240,706,485,1063,961,3419,233,694,479,1066,947,95,24,29,13,18,11,6636,3590,2707,211,62,13,140901,850,6766,5956,27189,100140,53037,45,1366,2518,9756,39353,9474,104,299,1171,2239,5661,542844,8210,35117,99432,156707,243377,72961,129,2035,3459,20652,46686,71185,125,2020,3410,20693,44938,1777,11,81,97,297,1290,11526,1629,5489,1435,946,2027
137,PV28  ,2007JJ00,7972,1310,2715,845,1382,1720,2048,124,447,357,529,591,2041,358,374,664,386,259,3375,799,624,807,674,471,3386,223,725,477,997,964,3355,215,724,474,994,948,109,23,22,25,24,15,6254,3350,2610,206,74,14,140880,755,6450,6032,26250,101393,53036,60,1324,2537,9656,39459,9554,94,262,1109,2154,5935,533715,7251,30784,86496,140871,268313,72953,121,2097,3448,19386,47900,70495,116,2107,3419,19344,45509,2458,12,64,173,376,1832,10309,1531,5330,1382,1072,995
138,PV28  ,2008JJ00,7656,1155,2596,863,1318,1724,2063,141,448,351,547,576,1972,334,329,676,381,252,3091,717,589,705,616,464,3451,261,786,480,952,972,3419,252,790,470,954,953,114,27,24,17,29,17,5387,3121,2119,106,34,7,141344,662,6290,6126,25085,103181,52742,67,1325,2477,9943,38931,9481,86,231,1131,2138,5896,518577,6818,28683,75050,129904,278121,73934,143,2290,3398,18614,49489,71062,138,2310,3326,18604,46685,2872,13,68,119,479,2193,6974,1424,3990,699,536,324
