ID,Warmtepompen,Sector,Perioden,InGebruikGenomenWarmtepompen_1,UitGebruikGenomenWarmtepompen_2,OpgesteldeWarmtepompenEindeVanJaar_3,InGebruikGenomenThermischVermogen_4,UitGebruikGenomenThermischVermogen_5,OpgesteldThermischVermogenEindeJaar_6,BrutoWarmteproductieWarmtepompen_7,VerbruikVanElektriciteitEnAardgas_8,BrutoEindverbruik_9,VermedenVerbruikVanFossieleEnergie_10,VermedenEmissieKooldioxideCO2_11
473,A043950 ,E007041 ,2002JJ00,3003.0,0.0,8493.0,4.0,0.0,12.0,71.0,27.0,44.0,5.0,-1.0
474,A043950 ,E007041 ,2003JJ00,2978.0,0.0,11471.0,4.0,0.0,16.0,96.0,37.0,59.0,7.0,-1.0
475,A043950 ,E007041 ,2004JJ00,2422.0,0.0,13893.0,4.0,0.0,20.0,117.0,45.0,72.0,10.0,-1.0
476,A043950 ,E007041 ,2005JJ00,1848.0,331.0,15410.0,3.0,0.0,22.0,131.0,50.0,81.0,12.0,-1.0
477,A043950 ,E007041 ,2006JJ00,2048.0,331.0,17128.0,3.0,0.0,25.0,146.0,56.0,90.0,16.0,-1.0
478,A043950 ,E007041 ,2007JJ00,1695.0,331.0,18492.0,5.0,0.0,29.0,172.0,66.0,106.0,20.0,-1.0
479,A043950 ,E007041 ,2008JJ00,3255.0,331.0,21417.0,27.0,0.0,56.0,328.0,133.0,195.0,36.0,-2.0
480,A043950 ,E007041 ,2009JJ00,3440.0,331.0,24526.0,21.0,0.0,77.0,453.0,183.0,270.0,57.0,-2.0
481,A043950 ,E007041 ,2010JJ00,2604.0,26.0,27104.0,21.0,0.0,97.0,574.0,240.0,335.0,86.0,0.0
482,A043950 ,E007041 ,2011JJ00,3474.0,46.0,30532.0,30.0,0.0,127.0,750.0,328.0,422.0,129.0,1.0
483,A043950 ,E007041 ,2012JJ00,3224.0,827.0,32929.0,32.0,1.0,158.0,932.0,411.0,521.0,135.0,-3.0
484,A043950 ,E007041 ,2013JJ00,4633.0,1242.0,36320.0,39.0,2.0,195.0,1148.0,504.0,644.0,177.0,-6.0
485,A043950 ,E007041 ,2014JJ00,4499.0,474.0,40345.0,46.0,1.0,240.0,1417.0,615.0,802.0,193.0,-9.0
486,A043950 ,E007041 ,2015JJ00,5635.0,273.0,45707.0,60.0,0.0,300.0,1769.0,760.0,1009.0,236.0,-18.0
487,A043950 ,E007041 ,2016JJ00,11179.0,949.0,55937.0,101.0,1.0,399.0,2358.0,1000.0,1358.0,377.0,-14.0
488,A043950 ,E007041 ,2017JJ00,21594.0,3003.0,74528.0,162.0,4.0,557.0,3290.0,1365.0,1925.0,632.0,-8.0
489,A043950 ,E007041 ,2018JJ00,29335.0,2978.0,100885.0,228.0,4.0,781.0,4612.0,1881.0,2731.0,951.0,2.0
490,A043950 ,E007041 ,2019JJ00,33494.0,2422.0,131957.0,289.0,4.0,1066.0,6295.0,2533.0,3762.0,1461.0,46.0
491,A043950 ,E007041 ,2020JJ00,43312.0,1848.0,173421.0,341.0,3.0,1404.0,8292.0,3301.0,4991.0,2076.0,115.0
492,A043950 ,E007041 ,2021JJ00,49458.0,2048.0,220831.0,384.0,3.0,1785.0,10481.0,4144.0,6338.0,2114.0,60.0
493,A043950 ,E007041 ,2022JJ00,103863.0,1695.0,322999.0,761.0,5.0,2541.0,14861.0,5828.0,9033.0,2720.0,66.0
494,A043950 ,E007041 ,2023JJ00,151003.0,3255.0,470747.0,1045.0,27.0,3560.0,20799.0,8106.0,12693.0,3964.0,191.0
495,A043950 ,E007041 ,2024JJ00,106674.0,3440.0,573980.0,785.0,21.0,4324.0,25258.0,9819.0,15438.0,4812.0,232.0
496,A043950 ,E007037 ,1994JJ00,,,1652.0,,,2.0,12.0,4.0,7.0,0.0,0.0
497,A043950 ,E007037 ,1995JJ00,25.0,0.0,1677.0,0.0,0.0,2.0,12.0,5.0,7.0,0.0,0.0
498,A043950 ,E007037 ,1996JJ00,43.0,0.0,1720.0,0.0,0.0,2.0,12.0,5.0,8.0,1.0,0.0
499,A043950 ,E007037 ,1997JJ00,805.0,0.0,2525.0,1.0,0.0,3.0,19.0,7.0,11.0,2.0,0.0
500,A043950 ,E007037 ,1998JJ00,1169.0,0.0,3694.0,2.0,0.0,5.0,29.0,11.0,18.0,3.0,0.0
501,A043950 ,E007037 ,1999JJ00,474.0,0.0,4168.0,1.0,0.0,6.0,33.0,13.0,20.0,3.0,0.0
502,A043950 ,E007037 ,2000JJ00,273.0,0.0,4441.0,0.0,0.0,6.0,35.0,14.0,22.0,3.0,0.0
503,A043950 ,E007037 ,2001JJ00,949.0,0.0,5390.0,1.0,0.0,7.0,44.0,17.0,27.0,3.0,0.0
504,A043950 ,E007037 ,2002JJ00,3001.0,0.0,8391.0,4.0,0.0,12.0,70.0,27.0,43.0,5.0,-1.0
505,A043950 ,E007037 ,2003JJ00,2965.0,0.0,11356.0,4.0,0.0,16.0,95.0,37.0,58.0,7.0,-1.0
506,A043950 ,E007037 ,2004JJ00,2412.0,0.0,13768.0,4.0,0.0,20.0,116.0,45.0,71.0,10.0,-1.0
507,A043950 ,E007037 ,2005JJ00,1848.0,330.0,15286.0,3.0,0.0,22.0,130.0,50.0,80.0,11.0,-1.0
508,A043950 ,E007037 ,2006JJ00,2048.0,330.0,17003.0,3.0,0.0,24.0,145.0,56.0,89.0,16.0,-1.0
509,A043950 ,E007037 ,2007JJ00,1655.0,330.0,18328.0,2.0,0.0,27.0,157.0,60.0,97.0,18.0,-1.0
510,A043950 ,E007037 ,2008JJ00,3071.0,330.0,21068.0,10.0,0.0,36.0,215.0,83.0,132.0,22.0,-1.0
511,A043950 ,E007037 ,2009JJ00,3274.0,330.0,24012.0,9.0,0.0,46.0,269.0,103.0,165.0,33.0,-1.0
512,A043950 ,E007037 ,2010JJ00,2429.0,25.0,26416.0,10.0,0.0,55.0,327.0,131.0,196.0,48.0,0.0
513,A043950 ,E007037 ,2011JJ00,3102.0,43.0,29475.0,18.0,0.0,73.0,430.0,188.0,243.0,74.0,1.0
514,A043950 ,E007037 ,2012JJ00,2806.0,805.0,31476.0,13.0,1.0,85.0,499.0,220.0,280.0,72.0,-2.0
515,A043950 ,E007037 ,2013JJ00,4278.0,1169.0,34585.0,21.0,2.0,104.0,615.0,269.0,345.0,95.0,-3.0
516,A043950 ,E007037 ,2014JJ00,3975.0,474.0,38086.0,20.0,1.0,123.0,729.0,316.0,413.0,99.0,-5.0
517,A043950 ,E007037 ,2015JJ00,5013.0,273.0,42826.0,24.0,0.0,147.0,869.0,370.0,499.0,115.0,-9.0
518,A043950 ,E007037 ,2016JJ00,9696.0,949.0,51573.0,54.0,1.0,200.0,1179.0,491.0,687.0,187.0,-7.0
519,A043950 ,E007037 ,2017JJ00,19407.0,3001.0,67979.0,106.0,4.0,301.0,1776.0,724.0,1052.0,340.0,-5.0
520,A043950 ,E007037 ,2018JJ00,25642.0,2965.0,90656.0,150.0,4.0,446.0,2634.0,1054.0,1580.0,542.0,0.0
521,A043950 ,E007037 ,2019JJ00,31959.0,2412.0,120203.0,203.0,4.0,646.0,3813.0,1512.0,2301.0,885.0,28.0
522,A043950 ,E007037 ,2020JJ00,41626.0,1848.0,159981.0,234.0,3.0,877.0,5176.0,2036.0,3140.0,1298.0,72.0
523,A043950 ,E007037 ,2021JJ00,47818.0,2048.0,205751.0,270.0,3.0,1144.0,6696.0,2621.0,4075.0,1349.0,38.0
524,A043950 ,E007037 ,2022JJ00,,1655.0,303249.0,,2.0,1729.0,10068.0,3918.0,6150.0,1840.0,44.0
525,A043950 ,E007037 ,2023JJ00,,3071.0,446985.0,,10.0,2564.0,14922.0,5786.0,9136.0,2842.0,137.0
526,A043950 ,E007037 ,2024JJ00,,3274.0,547200.0,,9.0,3134.0,18239.0,7062.0,11178.0,3473.0,167.0
527,A043950 ,E007040 ,1994JJ00,,,1.0,,,0.0,0.0,0.0,0.0,0.0,0.0
528,A043950 ,E007040 ,1995JJ00,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
529,A043950 ,E007040 ,1996JJ00,3.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
530,A043950 ,E007040 ,1997JJ00,22.0,0.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
531,A043950 ,E007040 ,1998JJ00,73.0,0.0,100.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0
532,A043950 ,E007040 ,1999JJ00,0.0,0.0,100.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0
533,A043950 ,E007040 ,2000JJ00,0.0,0.0,100.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0
534,A043950 ,E007040 ,2001JJ00,0.0,0.0,100.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0
535,A043950 ,E007040 ,2002JJ00,2.0,0.0,102.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0
536,A043950 ,E007040 ,2003JJ00,13.0,0.0,115.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0
537,A043950 ,E007040 ,2004JJ00,10.0,0.0,125.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0
538,A043950 ,E007040 ,2005JJ00,0.0,0.0,125.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0
539,A043950 ,E007040 ,2006JJ00,0.0,0.0,125.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0
540,A043950 ,E007040 ,2007JJ00,40.0,0.0,164.0,2.0,0.0,3.0,15.0,6.0,9.0,2.0,0.0
541,A043950 ,E007040 ,2008JJ00,184.0,0.0,348.0,17.0,0.0,19.0,113.0,50.0,63.0,13.0,0.0
542,A043950 ,E007040 ,2009JJ00,166.0,0.0,514.0,12.0,0.0,31.0,184.0,79.0,104.0,24.0,0.0
543,A043950 ,E007040 ,2010JJ00,175.0,1.0,688.0,11.0,0.0,42.0,247.0,108.0,139.0,38.0,0.0
544,A043950 ,E007040 ,2011JJ00,372.0,3.0,1057.0,12.0,0.0,54.0,319.0,140.0,179.0,55.0,0.0
545,A043950 ,E007040 ,2012JJ00,418.0,22.0,1453.0,19.0,0.0,73.0,432.0,191.0,241.0,63.0,-1.0
546,A043950 ,E007040 ,2013JJ00,355.0,73.0,1735.0,17.0,0.0,90.0,534.0,235.0,299.0,83.0,-3.0
547,A043950 ,E007040 ,2014JJ00,524.0,0.0,2259.0,26.0,0.0,117.0,688.0,299.0,389.0,94.0,-4.0
548,A043950 ,E007040 ,2015JJ00,622.0,0.0,2881.0,36.0,0.0,152.0,900.0,389.0,510.0,120.0,-9.0
549,A043950 ,E007040 ,2016JJ00,1483.0,0.0,4364.0,47.0,0.0,200.0,1179.0,509.0,671.0,190.0,-6.0
550,A043950 ,E007040 ,2017JJ00,2187.0,2.0,6549.0,57.0,0.0,256.0,1514.0,642.0,873.0,292.0,-3.0
551,A043950 ,E007040 ,2018JJ00,3693.0,13.0,10229.0,79.0,0.0,335.0,1978.0,827.0,1150.0,408.0,1.0
552,A043950 ,E007040 ,2019JJ00,1535.0,10.0,11754.0,85.0,0.0,420.0,2482.0,1021.0,1461.0,575.0,18.0
553,A043950 ,E007040 ,2020JJ00,1686.0,0.0,13440.0,107.0,0.0,528.0,3116.0,1265.0,1851.0,778.0,43.0
554,A043950 ,E007040 ,2021JJ00,1640.0,0.0,15080.0,113.0,0.0,641.0,3785.0,1523.0,2263.0,765.0,22.0
555,A043950 ,E007040 ,2022JJ00,,40.0,19750.0,,2.0,812.0,4794.0,1911.0,2883.0,880.0,22.0
556,A043950 ,E007040 ,2023JJ00,,184.0,23762.0,,17.0,996.0,5877.0,2320.0,3557.0,1122.0,54.0
557,A043950 ,E007040 ,2024JJ00,,166.0,26780.0,,12.0,1189.0,7018.0,2758.0,4261.0,1339.0,65.0
558,A052046 ,E007041 ,1994JJ00,,,,,,,,,,,
559,A052046 ,E007041 ,1995JJ00,,,,,,,,,,,
560,A052046 ,E007041 ,1996JJ00,,,,,,,,,,,
561,A052046 ,E007041 ,1997JJ00,,,,,,,,,,,
562,A052046 ,E007041 ,1998JJ00,,,,,,,,,,,
563,A052046 ,E007041 ,1999JJ00,,,,,,,,,,,
564,A052046 ,E007041 ,2000JJ00,,,,,,,,,,,
565,A052046 ,E007041 ,2001JJ00,,,,,,,,,,,
566,A052046 ,E007041 ,2002JJ00,,,,,,,,,,,
567,A052046 ,E007041 ,2003JJ00,,,,,,,,,,,
568,A052046 ,E007041 ,2004JJ00,,,,,,,,,,,
569,A052046 ,E007041 ,2005JJ00,,,,,,,,,,,
570,A052046 ,E007041 ,2006JJ00,,,,,,,,,,,
571,A052046 ,E007041 ,2007JJ00,,,,,,,,,,,
572,A052046 ,E007041 ,2008JJ00,,,,,,,,,,,
573,A052046 ,E007041 ,2009JJ00,,,,,,,,,,,
574,A052046 ,E007041 ,2010JJ00,,,,,,,,,,,
575,A052046 ,E007041 ,2011JJ00,,,,,,,,,,,
576,A052046 ,E007041 ,2012JJ00,,,,,,,,,,,
577,A052046 ,E007041 ,2013JJ00,,,,,,,,,,,
578,A052046 ,E007041 ,2014JJ00,,,,,,,,,,,
579,A052046 ,E007041 ,2015JJ00,,,,,,,,,,,
580,A052046 ,E007041 ,2016JJ00,,,,,,,,,,,
581,A052046 ,E007041 ,2017JJ00,,,,,,,,,,,
582,A052046 ,E007041 ,2018JJ00,,,,,,,,,,,
583,A052046 ,E007041 ,2019JJ00,,,,,,,,,,,
584,A052046 ,E007041 ,2020JJ00,,,,,,,,,,,
585,A052046 ,E007041 ,2021JJ00,,,,,,,,,,,
586,A052046 ,E007041 ,2022JJ00,23330.0,,,135.0,,,,,,,
587,A052046 ,E007041 ,2023JJ00,58574.0,,,302.0,,,,,,,
588,A052046 ,E007041 ,2024JJ00,46178.0,,,248.0,,,,,,,
589,A052046 ,E007037 ,1994JJ00,,,,,,,,,,,
590,A052046 ,E007037 ,1995JJ00,,,,,,,,,,,
591,A052046 ,E007037 ,1996JJ00,,,,,,,,,,,
592,A052046 ,E007037 ,1997JJ00,,,,,,,,,,,
593,A052046 ,E007037 ,1998JJ00,,,,,,,,,,,
594,A052046 ,E007037 ,1999JJ00,,,,,,,,,,,
595,A052046 ,E007037 ,2000JJ00,,,,,,,,,,,
596,A052046 ,E007037 ,2001JJ00,,,,,,,,,,,
597,A052046 ,E007037 ,2002JJ00,,,,,,,,,,,
598,A052046 ,E007037 ,2003JJ00,,,,,,,,,,,
599,A052046 ,E007037 ,2004JJ00,,,,,,,,,,,
600,A052046 ,E007037 ,2005JJ00,,,,,,,,,,,
601,A052046 ,E007037 ,2006JJ00,,,,,,,,,,,
602,A052046 ,E007037 ,2007JJ00,,,,,,,,,,,
603,A052046 ,E007037 ,2008JJ00,,,,,,,,,,,
604,A052046 ,E007037 ,2009JJ00,,,,,,,,,,,
605,A052046 ,E007037 ,2010JJ00,,,,,,,,,,,
606,A052046 ,E007037 ,2011JJ00,,,,,,,,,,,
607,A052046 ,E007037 ,2012JJ00,,,,,,,,,,,
608,A052046 ,E007037 ,2013JJ00,,,,,,,,,,,
609,A052046 ,E007037 ,2014JJ00,,,,,,,,,,,
610,A052046 ,E007037 ,2015JJ00,,,,,,,,,,,
611,A052046 ,E007037 ,2016JJ00,,,,,,,,,,,
612,A052046 ,E007037 ,2017JJ00,,,,,,,,,,,
613,A052046 ,E007037 ,2018JJ00,,,,,,,,,,,
614,A052046 ,E007037 ,2019JJ00,,,,,,,,,,,
615,A052046 ,E007037 ,2020JJ00,,,,,,,,,,,
616,A052046 ,E007037 ,2021JJ00,,,,,,,,,,,
617,A052046 ,E007037 ,2022JJ00,,,,,,,,,,,
618,A052046 ,E007037 ,2023JJ00,,,,,,,,,,,
619,A052046 ,E007037 ,2024JJ00,,,,,,,,,,,
620,A052046 ,E007040 ,1994JJ00,,,,,,,,,,,
621,A052046 ,E007040 ,1995JJ00,,,,,,,,,,,
622,A052046 ,E007040 ,1996JJ00,,,,,,,,,,,
623,A052046 ,E007040 ,1997JJ00,,,,,,,,,,,
624,A052046 ,E007040 ,1998JJ00,,,,,,,,,,,
625,A052046 ,E007040 ,1999JJ00,,,,,,,,,,,
626,A052046 ,E007040 ,2000JJ00,,,,,,,,,,,
627,A052046 ,E007040 ,2001JJ00,,,,,,,,,,,
628,A052046 ,E007040 ,2002JJ00,,,,,,,,,,,
629,A052046 ,E007040 ,2003JJ00,,,,,,,,,,,
630,A052046 ,E007040 ,2004JJ00,,,,,,,,,,,
631,A052046 ,E007040 ,2005JJ00,,,,,,,,,,,
632,A052046 ,E007040 ,2006JJ00,,,,,,,,,,,
633,A052046 ,E007040 ,2007JJ00,,,,,,,,,,,
634,A052046 ,E007040 ,2008JJ00,,,,,,,,,,,
635,A052046 ,E007040 ,2009JJ00,,,,,,,,,,,
636,A052046 ,E007040 ,2010JJ00,,,,,,,,,,,
637,A052046 ,E007040 ,2011JJ00,,,,,,,,,,,
638,A052046 ,E007040 ,2012JJ00,,,,,,,,,,,
639,A052046 ,E007040 ,2013JJ00,,,,,,,,,,,
640,A052046 ,E007040 ,2014JJ00,,,,,,,,,,,
641,A052046 ,E007040 ,2015JJ00,,,,,,,,,,,
642,A052046 ,E007040 ,2016JJ00,,,,,,,,,,,
643,A052046 ,E007040 ,2017JJ00,,,,,,,,,,,
644,A052046 ,E007040 ,2018JJ00,,,,,,,,,,,
645,A052046 ,E007040 ,2019JJ00,,,,,,,,,,,
646,A052046 ,E007040 ,2020JJ00,,,,,,,,,,,
647,A052046 ,E007040 ,2021JJ00,,,,,,,,,,,
648,A052046 ,E007040 ,2022JJ00,,,,,,,,,,,
649,A052046 ,E007040 ,2023JJ00,,,,,,,,,,,
650,A052046 ,E007040 ,2024JJ00,,,,,,,,,,,
